
Spine Part Min Diameter Head
 ==================== 
Spine Part Min Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003039,
0.657552,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003050,
0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003059,
0.47526,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003065,
0.416667,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000003073,
0.962818,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003082,
0.822611,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003090,
0.638605,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003096,
0.748658,µm,Spine,Spine Part Min Diameter,4,3,1,100000000,610000003102,
0.520363,µm,Spine,Spine Part Min Diameter,4,3,1,100000000,610000003106,
0.546875,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000003108,
0.54362,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003112,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003117,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003121,
0.416667,µm,Spine,Spine Part Min Diameter,7,4,1,100000000,610000003127,
0.449318,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000003133,
0.812422,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000003137,
0.812422,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000003140,
0.805205,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003148,
0.833333,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003155,
0.740174,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003169,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003183,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003193,
0.798068,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003204,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003214,
0.670671,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003217,
0.581018,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003228,
0.98972,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003236,
0.527344,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003239,
0.629179,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003247,
0.568576,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003256,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003258,
0.877197,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003265,
0.833333,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003268,
0.729167,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003271,
0.568576,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003278,
0.827014,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003280,
0.623232,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000003282,
0.542879,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003286,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003290,
0.833333,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003294,
0.434671,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003298,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003301,
0.992432,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003304,
0.598958,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003309,
0.625,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000003312,
0.78125,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003314,
0.617456,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003316,
0.703125,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003318,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003321,
1.52648,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003326,
0.737346,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003329,
0.444347,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003334,
0.680995,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003337,
0.55057,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003341,
0.983073,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003346,
0.833333,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003350,
1.35433,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003352,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003355,
1.03613,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003358,
1.35973,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003360,
1.48382,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003363,
0.444347,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003368,
1.0612,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003371,
0.560866,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003378,
1.67043,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003381,
0.764974,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003384,
2.00849,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003393,
0.546875,µm,Spine,Spine Part Min Diameter,4,3,1,100000000,610000003405,
0.78125,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003406,
1.50935,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003408,
0.570355,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000003413,
0.807251,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003414,
0.598958,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003415,
1.11553,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003416,
0.831971,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003417,
1.0612,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003418,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003421,
0.847881,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003422,
0.843099,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003423,
1.14088,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003424,
1.38672,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003425,
0.709345,µm,Spine,Spine Part Min Diameter,10,4,1,100000001,610000003428,
0.774257,µm,Spine,Spine Part Min Diameter,7,2,1,100000001,610000003429,
0.743313,µm,Spine,Spine Part Min Diameter,7,2,1,100000001,610000003430,
0.968633,µm,Spine,Spine Part Min Diameter,6,2,1,100000001,610000003431,
1.45448,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000003432,
1.75094,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003433,
1.59489,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003434,
1.16126,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003435,
0.532247,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000003436,
0.833333,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000003437,
1.14466,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003438,
0.74169,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003439,
1.26414,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003440,
