
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
3,,Segment,3,13,Image 1,5,1,100000001,510000000003,
7,,Segment,3,12,Image 1,4,1,100000001,510000000009,
83,,Segment,3,11,Image 1,3,1,100000001,510000000091,
8,,Segment,3,10,Image 1,3,1,100000001,510000000098,
26,,Segment,3,9,Image 1,3,1,100000001,510000000123,
34,,Segment,3,8,Image 1,2,1,100000001,510000000156,
14,,Segment,3,7,Image 1,1,1,100000001,510000000169,
5,,Segment,3,6,Image 1,1,1,100000001,510000000173,
13,,Segment,3,5,Image 1,1,1,100000001,510000000185,
35,,Segment,3,4,Image 1,1,1,100000001,510000000219,
5,,Segment,3,3,Image 1,1,1,100000001,510000000223,
4,,Segment,3,2,Image 1,1,1,100000001,510000000226,
8,,Segment,3,1,Image 1,1,1,100000001,510000000233,
14,,Segment,3,0,Image 1,1,1,100000001,510000000253,
7,,Segment,3,12,Image 1,3,1,100000001,510000000264,
43,,Segment,3,10,Image 1,4,1,100000001,510000000306,
54,,Segment,3,4,Image 1,4,1,100000000,510000000359,
9,,Segment,3,3,Image 1,3,1,100000000,510000000367,
41,,Segment,3,2,Image 1,3,1,100000000,510000000407,
18,,Segment,3,1,Image 1,2,1,100000000,510000000424,
20,,Segment,3,0,Image 1,1,1,100000000,510000000446,
57,,Segment,3,3,Image 1,3,1,100000000,510000000517,
32,,Segment,3,2,Image 1,2,1,100000000,510000000548,
19,,Segment,3,1,Image 1,2,1,100000000,510000000566,
16,,Segment,3,0,Image 1,1,1,100000000,510000000582,
12,,Segment,3,4,Image 1,2,1,100000000,510000000599,
153,,Segment,3,3,Image 1,2,1,100000000,510000000755,
24,,Segment,3,2,Image 1,1,1,100000000,510000000778,
11,,Segment,3,1,Image 1,1,1,100000000,510000000788,
5,,Segment,3,4,Image 1,3,1,100000000,510000000792,
16,,Segment,3,8,Image 1,5,1,100000000,510000000807,
5,,Segment,3,7,Image 1,4,1,100000000,510000000811,
20,,Segment,3,6,Image 1,3,1,100000000,510000000830,
36,,Segment,3,5,Image 1,3,1,100000000,510000000865,
