
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-124.704,°,Segment,13,5,1,100000001,510000000003,
-169.591,°,Segment,12,4,1,100000001,510000000009,
66.3966,°,Segment,11,3,1,100000001,510000000091,
-11.6048,°,Segment,10,3,1,100000001,510000000098,
16.262,°,Segment,9,3,1,100000001,510000000123,
40.5698,°,Segment,8,2,1,100000001,510000000156,
140.59,°,Segment,7,1,1,100000001,510000000169,
92.0257,°,Segment,6,1,1,100000001,510000000173,
71.7386,°,Segment,5,1,1,100000001,510000000185,
90.1244,°,Segment,4,1,1,100000001,510000000219,
86.8392,°,Segment,3,1,1,100000001,510000000223,
83.6215,°,Segment,2,1,1,100000001,510000000226,
77.0902,°,Segment,1,1,1,100000001,510000000233,
118.424,°,Segment,0,1,1,100000001,510000000253,
94.3398,°,Segment,12,3,1,100000001,510000000264,
77.0091,°,Segment,10,4,1,100000001,510000000306,
65.7876,°,Segment,4,4,1,100000000,510000000359,
94.9821,°,Segment,3,3,1,100000000,510000000367,
110.887,°,Segment,2,3,1,100000000,510000000407,
158.99,°,Segment,1,2,1,100000000,510000000424,
127.311,°,Segment,0,1,1,100000000,510000000446,
103.414,°,Segment,3,3,1,100000000,510000000517,
-162.358,°,Segment,2,2,1,100000000,510000000548,
-158.845,°,Segment,1,2,1,100000000,510000000566,
-116.184,°,Segment,0,1,1,100000000,510000000582,
23.8325,°,Segment,4,2,1,100000000,510000000599,
72.3859,°,Segment,3,2,1,100000000,510000000755,
113.909,°,Segment,2,1,1,100000000,510000000778,
103.997,°,Segment,1,1,1,100000000,510000000788,
-11.2577,°,Segment,4,3,1,100000000,510000000792,
-150.85,°,Segment,8,5,1,100000000,510000000807,
-37.1502,°,Segment,7,4,1,100000000,510000000811,
-122.458,°,Segment,6,3,1,100000000,510000000830,
171.493,°,Segment,5,3,1,100000000,510000000865,
-46.9704,°,Segment,4,2,1,100000000,510000000883,
-49.3616,°,Segment,3,1,1,100000000,510000000885,
-75.519,°,Segment,2,1,1,100000000,510000000895,
-57.7696,°,Segment,1,1,1,100000000,510000000918,
-53.4427,°,Segment,2,3,1,100000000,510000000952,
88.9391,°,Segment,1,2,1,100000000,510000000962,
54.0742,°,Segment,0,1,1,100000000,510000000977,
-39.7099,°,Segment,11,4,1,100000001,510000001006,
13.1804,°,Segment,1,2,1,100000000,510000001073,
32.1094,°,Segment,0,1,1,100000000,510000001098,
-91.9001,°,Segment,5,3,1,100000000,510000001122,
32.787,°,Segment,4,3,1,100000000,510000001168,
29.2199,°,Segment,5,4,1,100000000,510000001174,
-156.787,°,Segment,4,3,1,100000000,510000001186,
-156.639,°,Segment,3,2,1,100000000,510000001203,
149.703,°,Segment,2,2,1,100000000,510000001243,
76.0497,°,Segment,1,1,1,100000000,510000001245,
-55.4184,°,Segment,8,4,1,100000000,510000001250,
-172.79,°,Segment,7,3,1,100000000,510000001255,
-4.33556,°,Segment,6,4,1,100000000,510000001305,
-49.8907,°,Segment,5,3,1,100000000,510000001329,
-96.6799,°,Segment,4,2,1,100000000,510000001331,
-102.355,°,Segment,3,2,1,100000000,510000001336,
141.301,°,Segment,2,3,1,100000000,510000001365,
101.05,°,Segment,3,2,1,100000000,510000001402,
76.431,°,Segment,2,2,1,100000000,510000001409,
-11.7191,°,Segment,0,1,1,100000000,510000001529,
-158.926,°,Segment,6,4,1,100000000,510000001531,
-33.1601,°,Segment,1,1,1,100000001,510000001588,
-21.1353,°,Segment,0,1,1,100000001,510000001700,
-141.816,°,Segment,1,2,1,100000001,510000001726,
69.7169,°,Segment,3,4,1,100000001,510000001749,
54.6286,°,Segment,2,3,1,100000001,510000001793,
154.082,°,Segment,1,2,1,100000001,510000001809,
-159.746,°,Segment,2,2,1,100000000,510000001826,
106.935,°,Segment,4,4,1,100000000,510000001832,
50.6307,°,Segment,3,3,1,100000000,510000001841,
-85.3089,°,Segment,4,3,1,100000000,510000001844,
-90.8987,°,Segment,0,1,1,100000000,510000001882,
108.417,°,Segment,10,2,1,100000001,510000001895,
92.79,°,Segment,9,2,1,100000001,510000001907,
63.6441,°,Segment,10,3,1,100000001,510000001909,
109.278,°,Segment,3,2,1,100000000,510000001922,
123.844,°,Segment,2,1,1,100000000,510000001954,
-159.133,°,Segment,0,1,1,100000000,510000001985,
-94.2799,°,Segment,2,2,1,100000000,510000002064,
-113.753,°,Segment,5,4,1,100000000,510000002075,
-6.24264,°,Segment,4,3,1,100000000,510000002119,
17.9461,°,Segment,3,2,1,100000000,510000002128,
-13.8765,°,Segment,2,2,1,100000000,510000002150,
3.27301,°,Segment,5,3,1,100000000,510000002153,
-145.687,°,Segment,3,2,1,100000000,510000002177,
-21.8158,°,Segment,3,3,1,100000000,510000002180,
-17.0616,°,Segment,3,3,1,100000001,510000002211,
134.219,°,Segment,2,2,1,100000000,510000002219,
-152.387,°,Segment,6,3,1,100000001,510000002226,
-55.8909,°,Segment,5,2,1,100000001,510000002236,
22.8167,°,Segment,4,2,1,100000001,510000002241,
38.4802,°,Segment,3,2,1,100000001,510000002248,
-100.894,°,Segment,2,2,1,100000001,510000002257,
25.6933,°,Segment,6,2,1,100000001,510000002263,
150.334,°,Segment,3,4,1,100000000,510000002279,
17.1069,°,Segment,7,2,1,100000001,510000002329,
46.0528,°,Segment,5,3,1,100000001,510000002337,
26.3174,°,Segment,7,3,1,100000001,510000002355,
56.948,°,Segment,6,2,1,100000001,510000002362,
102.999,°,Segment,3,2,1,100000001,510000002399,
-164.062,°,Segment,0,1,1,100000000,510000002428,
-5.70123,°,Segment,6,3,1,100000000,510000002456,
152.682,°,Segment,6,2,1,100000000,510000002462,
151.916,°,Segment,8,1,1,100000001,510000002485,
12.3225,°,Segment,1,1,1,100000001,510000002488,
-90.1571,°,Segment,0,1,1,100000001,510000002546,
-163.853,°,Segment,1,2,1,100000000,510000002580,
7.38467,°,Segment,3,3,1,100000000,510000002596,
-121.305,°,Segment,6,3,1,100000000,510000002624,
-80.5471,°,Segment,5,2,1,100000000,510000002628,
70.2395,°,Segment,4,2,1,100000000,510000002636,
-82.0282,°,Segment,1,2,1,100000001,510000002639,
