
Spine Intensity StdDev Ch=5 Img=1
 ==================== 
Spine Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.526953,,Spine,5,1,Image 1,2,1,100000000,610000003039,
0.556666,,Spine,5,1,Image 1,2,1,100000000,610000003050,
0.397508,,Spine,5,1,Image 1,2,1,100000000,610000003059,
0.442356,,Spine,5,2,Image 1,2,1,100000000,610000003065,
0.669587,,Spine,5,4,Image 1,2,1,100000001,610000003073,
0.51673,,Spine,5,2,Image 1,2,1,100000000,610000003082,
0.458255,,Spine,5,2,Image 1,2,1,100000000,610000003090,
0.488308,,Spine,5,2,Image 1,2,1,100000000,610000003096,
0.592424,,Spine,5,4,Image 1,3,1,100000000,610000003102,
0.534906,,Spine,5,4,Image 1,3,1,100000000,610000003106,
0.893895,,Spine,5,2,Image 1,3,1,100000000,610000003108,
0.726911,,Spine,5,3,Image 1,3,1,100000000,610000003112,
0.89621,,Spine,5,0,Image 1,1,1,100000000,610000003117,
0.913458,,Spine,5,0,Image 1,1,1,100000000,610000003121,
0.28748,,Spine,5,7,Image 1,4,1,100000000,610000003127,
0.947228,,Spine,5,6,Image 1,3,1,100000001,610000003133,
0.998844,,Spine,5,6,Image 1,3,1,100000001,610000003137,
1.0734,,Spine,5,6,Image 1,3,1,100000001,610000003140,
0.563199,,Spine,5,2,Image 1,2,1,100000000,610000003148,
0.484582,,Spine,5,2,Image 1,2,1,100000000,610000003155,
0.622759,,Spine,5,0,Image 1,1,1,100000001,610000003169,
0.603293,,Spine,5,0,Image 1,1,1,100000001,610000003183,
0.71607,,Spine,5,0,Image 1,1,1,100000001,610000003193,
0.631605,,Spine,5,0,Image 1,1,1,100000001,610000003204,
0.65991,,Spine,5,0,Image 1,1,1,100000001,610000003214,
0.54,,Spine,5,2,Image 1,2,1,100000000,610000003217,
0.614119,,Spine,5,0,Image 1,1,1,100000001,610000003228,
0.629694,,Spine,5,0,Image 1,1,1,100000001,610000003236,
0.583066,,Spine,5,0,Image 1,1,1,100000000,610000003239,
0.685499,,Spine,5,0,Image 1,1,1,100000001,610000003247,
0.641934,,Spine,5,0,Image 1,1,1,100000001,610000003256,
0.514198,,Spine,5,0,Image 1,1,1,100000001,610000003258,
0.669356,,Spine,5,0,Image 1,1,1,100000001,610000003265,
0.628849,,Spine,5,3,Image 1,2,1,100000000,610000003268,
2.99571,,Spine,5,1,Image 1,1,1,100000000,610000003271,
0.683945,,Spine,5,0,Image 1,1,1,100000001,610000003278,
0.563841,,Spine,5,0,Image 1,1,1,100000000,610000003280,
0.73189,,Spine,5,4,Image 1,2,1,100000000,610000003282,
2.63969,,Spine,5,0,Image 1,1,1,100000000,610000003286,
0.696969,,Spine,5,0,Image 1,1,1,100000001,610000003290,
0.636089,,Spine,5,0,Image 1,1,1,100000001,610000003294,
1.29576,,Spine,5,0,Image 1,1,1,100000000,610000003298,
1.02429,,Spine,5,0,Image 1,1,1,100000000,610000003301,
0.499972,,Spine,5,0,Image 1,1,1,100000000,610000003304,
2.25975,,Spine,5,0,Image 1,1,1,100000000,610000003309,
0.46428,,Spine,5,7,Image 1,3,1,100000000,610000003312,
0.721251,,Spine,5,1,Image 1,2,1,100000000,610000003314,
0.857143,,Spine,5,0,Image 1,1,1,100000000,610000003316,
1.21117,,Spine,5,2,Image 1,2,1,100000000,610000003318,
0.691216,,Spine,5,0,Image 1,1,1,100000001,610000003321,
0.773592,,Spine,5,0,Image 1,1,1,100000001,610000003326,
0.491433,,Spine,5,0,Image 1,1,1,100000000,610000003329,
1.58865,,Spine,5,0,Image 1,1,1,100000000,610000003334,
0.73038,,Spine,5,0,Image 1,1,1,100000001,610000003337,
1.46224,,Spine,5,0,Image 1,1,1,100000001,610000003341,
0.547135,,Spine,5,0,Image 1,1,1,100000000,610000003346,
0.515614,,Spine,5,0,Image 1,1,1,100000001,610000003350,
0.64412,,Spine,5,0,Image 1,1,1,100000001,610000003352,
0.460057,,Spine,5,0,Image 1,1,1,100000001,610000003355,
0.728582,,Spine,5,0,Image 1,1,1,100000001,610000003358,
1.05987,,Spine,5,0,Image 1,1,1,100000001,610000003360,
0.574951,,Spine,5,1,Image 1,1,1,100000001,610000003363,
1.24979,,Spine,5,0,Image 1,1,1,100000000,610000003368,
0.398195,,Spine,5,0,Image 1,1,1,100000000,610000003371,
1.95323,,Spine,5,0,Image 1,1,1,100000000,610000003378,
0.896963,,Spine,5,0,Image 1,1,1,100000000,610000003381,
0.588154,,Spine,5,1,Image 1,1,1,100000001,610000003384,
0.535214,,Spine,5,0,Image 1,1,1,100000001,610000003393,
0.559139,,Spine,5,4,Image 1,3,1,100000000,610000003405,
0.638285,,Spine,5,3,Image 1,2,1,100000000,610000003406,
0.634356,,Spine,5,0,Image 1,1,1,100000000,610000003408,
0.677257,,Spine,5,6,Image 1,2,1,100000000,610000003413,
0.486153,,Spine,5,0,Image 1,1,1,100000000,610000003414,
0.590301,,Spine,5,0,Image 1,1,1,100000000,610000003415,
0.963239,,Spine,5,0,Image 1,1,1,100000000,610000003416,
0.67059,,Spine,5,3,Image 1,2,1,100000000,610000003417,
0.465796,,Spine,5,0,Image 1,1,1,100000000,610000003418,
2.94832,,Spine,5,0,Image 1,1,1,100000000,610000003421,
0.651204,,Spine,5,0,Image 1,1,1,100000000,610000003422,
0.761553,,Spine,5,0,Image 1,1,1,100000000,610000003423,
0.515112,,Spine,5,0,Image 1,1,1,100000000,610000003424,
0.701815,,Spine,5,0,Image 1,1,1,100000000,610000003425,
1.96151,,Spine,5,10,Image 1,4,1,100000001,610000003428,
4.33804,,Spine,5,7,Image 1,2,1,100000001,610000003429,
11.5,,Spine,5,7,Image 1,2,1,100000001,610000003430,
0.573488,,Spine,5,6,Image 1,2,1,100000001,610000003431,
