
Spine Terminal Pt Position
 ==================== 
Spine Terminal Pt Position X,Spine Terminal Pt Position Y,Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-18455.7,24178.5,1516.73,µm,Spine,Spine Terminal Pt Position,,,1,,610000003284,
-18450.2,24180.7,1516.23,µm,Spine,Spine Terminal Pt Position,,,1,,610000003303,
-18456.1,24178.8,1517.73,µm,Spine,Spine Terminal Pt Position,,,1,,610000003332,
-18456.4,24178,1517.73,µm,Spine,Spine Terminal Pt Position,,,1,,610000003367,
-18456.1,24176.3,1512.55,µm,Spine,Spine Terminal Pt Position,,,1,,610000003457,
-18454.9,24176.5,1518.23,µm,Spine,Spine Terminal Pt Position,,,1,,610000003458,
-18450.9,24180,1506.23,µm,Spine,Spine Terminal Pt Position,,,1,,610000003460,
-18459.9,24171.2,1518.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000003117,
-18460.1,24171.5,1519.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000003121,
-18544.6,24135.3,1524.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003169,
-18540.6,24136.8,1526.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003193,
-18543,24137.2,1521.31,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003214,
-18543.6,24135.5,1523.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003236,
-18455.2,24171.8,1510.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000003239,
-18543.2,24135.5,1523.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003247,
-18523.1,24138.7,1525.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003258,
-18455.2,24171.5,1510.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000003280,
-18539.2,24134.5,1524.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003294,
-18452.9,24175.2,1516.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000003298,
-18456.9,24178.5,1515.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000003309,
-18540.4,24135.7,1524.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003326,
-18448.1,24180.7,1511.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000003329,
-18536.6,24138.7,1521.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003341,
-18452.9,24179,1518.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000003346,
-18533.1,24136.3,1523.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003350,
-18540.2,24134.8,1523.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003352,
-18539.1,24144,1523.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003355,
-18537.1,24139.2,1520.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003360,
-18532.6,24136.8,1523.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003393,
-18538.7,24142.8,1521.28,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003443,
-18456.4,24172.5,1513.73,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003445,
-18448.6,24179.7,1511.23,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003449,
-18449.2,24180.5,1509.73,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003450,
-18448.7,24180,1509.73,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003451,
-18448.1,24178.2,1510.23,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003452,
-18454.6,24173.5,1515.23,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003453,
-18452.4,24167.8,1521.23,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003454,
-18459.6,24173.3,1517.59,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003455,
-18455.2,24169.5,1509.73,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000003271,
-18539.7,24145.5,1523.23,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000003363,
-18539.9,24146.7,1523.73,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000003384,
-18541.7,24145.2,1522.73,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003446,
-18541.7,24145.8,1523.23,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003447,
-18539.7,24146.7,1522.73,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003448,
-18465.7,24166.5,1518.23,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000003039,
-18464.7,24168.2,1517.23,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000003050,
-18465.1,24169.2,1517.23,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000003059,
-18450.6,24185.6,1512.08,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000003314,
-18529.2,24177.2,1513.73,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000003453,
-18459.9,24165.2,1524.73,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000003065,
-18449.7,24190.2,1514.73,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000003082,
-18449.9,24189.7,1515.23,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000003090,
-18450.6,24189.2,1515.73,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000003096,
-18463.1,24155.2,1526.23,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000003148,
