
Soma Intensity StdDev Ch=3 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
32.8537,,Soma,3,Image 1,1,100000000,800000000,
25.2739,,Soma,3,Image 1,1,100000001,800000001,
