
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
30456.1,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000000,610000003059,
30448.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000000,610000003065,
30460.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000000,610000003096,
30465,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,100000000,610000003106,
30454.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,100000000,610000003108,
30452.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,100000000,610000003112,
30454.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000000,610000003121,
30439.5,µm,Spine,Spine Attachment Pt Distance from Origin,7,4,1,100000000,610000003127,
30479.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000001,610000003140,
30444.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000000,610000003217,
30464.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000003258,
30479.8,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000000,610000003268,
30447.5,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000000,610000003271,
30448.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000000,610000003280,
30450.9,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000000,610000003298,
30456.2,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000000,610000003314,
30455,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000000,610000003346,
30478.6,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000003355,
30482.3,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000001,610000003384,
30469.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000003393,
30482.8,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000003443,
30477.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000003444,
30482.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000003444,
30449.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000003445,
30482.5,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000003445,
30440.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000003446,
30481.4,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000003446,
30481.8,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000003447,
30460.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000003448,
30482,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000003448,
30484.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000003449,
30492.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000003450,
30489.4,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,,610000003451,
30451.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000003451,
30489.5,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,,610000003452,
30450.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000003452,
30450.9,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000003453,
30498.7,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,,610000003453,
30445.6,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000003454,
30453.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000003455,
