
Spine Part Length
 ==================== 
Spine Part Length Ground,Spine Part Length Head,Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.916806,0.688314,0.439464,µm,Spine,Spine Part Length,0,1,1,100000000,610000003117,
1.07323,0.65693,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003121,
2.69558,1.1897,2.03687,µm,Spine,Spine Part Length,0,1,1,100000001,610000003169,
2.08456,1.33873,2.35622,µm,Spine,Spine Part Length,0,1,1,100000001,610000003183,
1.67267,1.28736,2.08262,µm,Spine,Spine Part Length,0,1,1,100000001,610000003193,
1.68658,1.48189,2.40921,µm,Spine,Spine Part Length,0,1,1,100000001,610000003204,
1.73025,1.63941,1.79893,µm,Spine,Spine Part Length,0,1,1,100000001,610000003214,
2.15267,1.04295,1.92145,µm,Spine,Spine Part Length,0,1,1,100000001,610000003228,
2.18314,1.54341,1.05513,µm,Spine,Spine Part Length,0,1,1,100000001,610000003236,
1.19954,0.263672,0.572223,µm,Spine,Spine Part Length,0,1,1,100000000,610000003239,
1.75783,1.61833,0.960186,µm,Spine,Spine Part Length,0,1,1,100000001,610000003247,
1.70295,1.78867,1.30916,µm,Spine,Spine Part Length,0,1,1,100000001,610000003256,
1.66231,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003258,
1.63037,1.0045,1.72067,µm,Spine,Spine Part Length,0,1,1,100000001,610000003265,
1.27932,0.731915,1.32269,µm,Spine,Spine Part Length,0,1,1,100000001,610000003278,
1.1863,0.413507,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003280,
0.922862,0.271439,0.385178,µm,Spine,Spine Part Length,0,1,1,100000000,610000003286,
1.81942,0.958476,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003290,
1.2648,0.811914,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003294,
1.28133,0.915273,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003298,
0.723921,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003301,
1.053,0.496216,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003304,
1.4845,0.665823,0.349888,µm,Spine,Spine Part Length,0,1,1,100000000,610000003309,
0.932845,0.308728,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003316,
1.23151,0.208333,0.714019,µm,Spine,Spine Part Length,0,1,1,100000001,610000003321,
1.1966,1.13177,0.368727,µm,Spine,Spine Part Length,0,1,1,100000001,610000003326,
1.78117,0.368673,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003329,
1.07795,0.222174,0.458349,µm,Spine,Spine Part Length,0,1,1,100000000,610000003334,
0.838463,0.340498,0.569687,µm,Spine,Spine Part Length,0,1,1,100000001,610000003337,
0.485316,0.275285,0.358701,µm,Spine,Spine Part Length,0,1,1,100000001,610000003341,
0.929938,0.491536,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003346,
0.768436,0.842466,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003350,
0.8252,0.677166,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003352,
1.39757,0.208333,0.532332,µm,Spine,Spine Part Length,0,1,1,100000001,610000003355,
0.851666,0.518067,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003358,
0.825351,0.679866,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003360,
0.743126,0.222174,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003368,
1.12614,0.530599,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003371,
0.955723,0.280433,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003378,
1.35984,0.835215,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003381,
0.729098,1.00424,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003393,
0.893622,0.754673,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003408,
1.1442,0.403626,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003414,
0.881711,0.299479,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003415,
0.859355,0.557766,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003416,
1.07787,0.530599,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003418,
0.690438,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003421,
1.40845,0.423941,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003422,
0.900548,0.421549,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003423,
1.35619,0.57044,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003424,
1.08805,0.693359,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003425,
1.38973,0.572328,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003438,
1.17112,0.370845,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003439,
1.11732,0.632071,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003440,
0.888024,0.364583,0.500198,µm,Spine,Spine Part Length,1,1,1,100000000,610000003271,
0.501466,0.741908,0.44501,µm,Spine,Spine Part Length,1,1,1,100000001,610000003363,
0.351631,0.382487,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000003384,
1.056,0.875468,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000003433,
