
Segment Position Y
 ==================== 
Segment Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
24180,µm,Segment,Segment Position,13,5,1,100000001,510000000003,
24180.4,µm,Segment,Segment Position,12,4,1,100000001,510000000009,
24174.1,µm,Segment,Segment Position,11,3,1,100000001,510000000091,
24169.9,µm,Segment,Segment Position,10,3,1,100000001,510000000098,
24169.3,µm,Segment,Segment Position,9,3,1,100000001,510000000123,
24165.5,µm,Segment,Segment Position,8,2,1,100000001,510000000156,
24161.5,µm,Segment,Segment Position,7,1,1,100000001,510000000169,
24160.3,µm,Segment,Segment Position,6,1,1,100000001,510000000173,
24158.4,µm,Segment,Segment Position,5,1,1,100000001,510000000185,
24153.7,µm,Segment,Segment Position,4,1,1,100000001,510000000219,
24149.1,µm,Segment,Segment Position,3,1,1,100000001,510000000223,
24147.8,µm,Segment,Segment Position,2,1,1,100000001,510000000226,
24146.5,µm,Segment,Segment Position,1,1,1,100000001,510000000233,
24144.2,µm,Segment,Segment Position,0,1,1,100000001,510000000253,
24181.4,µm,Segment,Segment Position,12,3,1,100000001,510000000264,
24174.4,µm,Segment,Segment Position,10,4,1,100000001,510000000306,
24198,µm,Segment,Segment Position,4,4,1,100000000,510000000359,
24191.7,µm,Segment,Segment Position,3,3,1,100000000,510000000367,
24186.2,µm,Segment,Segment Position,2,3,1,100000000,510000000407,
24180.5,µm,Segment,Segment Position,1,2,1,100000000,510000000424,
24178,µm,Segment,Segment Position,0,1,1,100000000,510000000446,
24170,µm,Segment,Segment Position,3,3,1,100000000,510000000517,
24167.9,µm,Segment,Segment Position,2,2,1,100000000,510000000548,
24169.2,µm,Segment,Segment Position,1,2,1,100000000,510000000566,
24172.6,µm,Segment,Segment Position,0,1,1,100000000,510000000582,
24213.3,µm,Segment,Segment Position,4,2,1,100000000,510000000599,
24200.5,µm,Segment,Segment Position,3,2,1,100000000,510000000755,
24185.8,µm,Segment,Segment Position,2,1,1,100000000,510000000778,
