
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
75.4284,°,Spine,2,2,1,100000000,610000003065,
57.1903,°,Spine,2,3,1,100000000,610000003108,
91.6622,°,Spine,3,3,1,100000000,610000003112,
130.661,°,Spine,7,4,1,100000000,610000003127,
88.7133,°,Spine,0,1,1,100000001,610000003258,
70.4632,°,Spine,3,2,1,100000000,610000003268,
81.4835,°,Spine,1,1,1,100000000,610000003271,
71.3197,°,Spine,0,1,1,100000000,610000003298,
15.907,°,Spine,0,1,1,100000000,610000003309,
83.004,°,Spine,1,2,1,100000000,610000003314,
18.0678,°,Spine,0,1,1,100000000,610000003329,
37.5182,°,Spine,0,1,1,100000001,610000003341,
75.1486,°,Spine,0,1,1,100000000,610000003346,
89.0251,°,Spine,0,1,1,100000001,610000003355,
37.5182,°,Spine,0,1,1,100000001,610000003360,
15.907,°,Spine,0,1,1,100000000,610000003378,
85.6106,°,Spine,1,1,1,100000001,610000003384,
98.1741,°,Spine,4,3,1,100000000,610000003405,
78.8952,°,Spine,3,2,1,100000000,610000003406,
87.7806,°,Spine,0,1,1,100000000,610000003408,
85.236,°,Spine,6,2,1,100000000,610000003413,
90.3813,°,Spine,0,1,1,100000000,610000003414,
98.1431,°,Spine,0,1,1,100000000,610000003415,
69.8942,°,Spine,0,1,1,100000000,610000003416,
81.8879,°,Spine,3,2,1,100000000,610000003417,
84.4324,°,Spine,0,1,1,100000000,610000003421,
18.0678,°,Spine,0,1,1,100000000,610000003424,
35.299,°,Spine,10,4,1,100000001,610000003428,
84.2004,°,Spine,7,2,1,100000001,610000003429,
83.3138,°,Spine,7,2,1,100000001,610000003430,
85.8634,°,Spine,6,2,1,100000001,610000003431,
47.5382,°,Spine,3,1,1,100000001,610000003432,
85.6041,°,Spine,1,1,1,100000001,610000003433,
96.5136,°,Spine,1,1,1,100000001,610000003435,
84.0908,°,Spine,5,3,1,100000001,610000003436,
76.956,°,Spine,5,3,1,100000001,610000003437,
