
Spine Attachment Pt Diameter
 ==================== 
Spine Attachment Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.828045,µm,Spine,1,2,1,100000000,610000003039,
0.828045,µm,Spine,1,2,1,100000000,610000003050,
0.828045,µm,Spine,1,2,1,100000000,610000003059,
0.923839,µm,Spine,2,2,1,100000000,610000003065,
1.02785,µm,Spine,4,2,1,100000001,610000003073,
0.832625,µm,Spine,2,2,1,100000000,610000003082,
0.832625,µm,Spine,2,2,1,100000000,610000003090,
0.832625,µm,Spine,2,2,1,100000000,610000003096,
0.833333,µm,Spine,4,3,1,100000000,610000003102,
0.833333,µm,Spine,4,3,1,100000000,610000003106,
0.501352,µm,Spine,2,3,1,100000000,610000003108,
0.590443,µm,Spine,3,3,1,100000000,610000003112,
1.68001,µm,Spine,0,1,1,100000000,610000003117,
1.68001,µm,Spine,0,1,1,100000000,610000003121,
0.7404,µm,Spine,7,4,1,100000000,610000003127,
0.732579,µm,Spine,6,3,1,100000001,610000003133,
0.732579,µm,Spine,6,3,1,100000001,610000003137,
0.732579,µm,Spine,6,3,1,100000001,610000003140,
0.772976,µm,Spine,2,2,1,100000000,610000003148,
0.772976,µm,Spine,2,2,1,100000000,610000003155,
1.50242,µm,Spine,0,1,1,100000001,610000003169,
1.50242,µm,Spine,0,1,1,100000001,610000003183,
1.50242,µm,Spine,0,1,1,100000001,610000003193,
1.50242,µm,Spine,0,1,1,100000001,610000003204,
1.50242,µm,Spine,0,1,1,100000001,610000003214,
0.772976,µm,Spine,2,2,1,100000000,610000003217,
1.50242,µm,Spine,0,1,1,100000001,610000003228,
1.50242,µm,Spine,0,1,1,100000001,610000003236,
1.46177,µm,Spine,0,1,1,100000000,610000003239,
1.50242,µm,Spine,0,1,1,100000001,610000003247,
1.50242,µm,Spine,0,1,1,100000001,610000003256,
1.01637,µm,Spine,0,1,1,100000001,610000003258,
1.50242,µm,Spine,0,1,1,100000001,610000003265,
0.908526,µm,Spine,3,2,1,100000000,610000003268,
1.57779,µm,Spine,1,1,1,100000000,610000003271,
1.50242,µm,Spine,0,1,1,100000001,610000003278,
1.46177,µm,Spine,0,1,1,100000000,610000003280,
1.12607,µm,Spine,4,2,1,100000000,610000003282,
1.01562,µm,Spine,0,1,1,100000000,610000003286,
1.50242,µm,Spine,0,1,1,100000001,610000003290,
1.50242,µm,Spine,0,1,1,100000001,610000003294,
1.0608,µm,Spine,0,1,1,100000000,610000003298,
1.16136,µm,Spine,0,1,1,100000000,610000003301,
0.957031,µm,Spine,0,1,1,100000000,610000003304,
0.639237,µm,Spine,0,1,1,100000000,610000003309,
0.643883,µm,Spine,7,3,1,100000000,610000003312,
1.44588,µm,Spine,1,2,1,100000000,610000003314,
1.01653,µm,Spine,0,1,1,100000000,610000003316,
1.01764,µm,Spine,2,2,1,100000000,610000003318,
1.50242,µm,Spine,0,1,1,100000001,610000003321,
1.50242,µm,Spine,0,1,1,100000001,610000003326,
0.464976,µm,Spine,0,1,1,100000000,610000003329,
0.886577,µm,Spine,0,1,1,100000000,610000003334,
1.50242,µm,Spine,0,1,1,100000001,610000003337,
1.28796,µm,Spine,0,1,1,100000001,610000003341,
0.951129,µm,Spine,0,1,1,100000000,610000003346,
1.92204,µm,Spine,0,1,1,100000001,610000003350,
1.50242,µm,Spine,0,1,1,100000001,610000003352,
0.416667,µm,Spine,0,1,1,100000001,610000003355,
1.50242,µm,Spine,0,1,1,100000001,610000003358,
1.28796,µm,Spine,0,1,1,100000001,610000003360,
1.87647,µm,Spine,1,1,1,100000001,610000003363,
0.739222,µm,Spine,0,1,1,100000000,610000003368,
0.807292,µm,Spine,0,1,1,100000000,610000003371,
0.639237,µm,Spine,0,1,1,100000000,610000003378,
1.05296,µm,Spine,0,1,1,100000000,610000003381,
1.86132,µm,Spine,1,1,1,100000001,610000003384,
1.92204,µm,Spine,0,1,1,100000001,610000003393,
1.08171,µm,Spine,4,3,1,100000000,610000003405,
0.862974,µm,Spine,3,2,1,100000000,610000003406,
1.68456,µm,Spine,0,1,1,100000000,610000003408,
0.852458,µm,Spine,6,2,1,100000000,610000003413,
1.15314,µm,Spine,0,1,1,100000000,610000003414,
0.754346,µm,Spine,0,1,1,100000000,610000003415,
1.17847,µm,Spine,0,1,1,100000000,610000003416,
1.09257,µm,Spine,3,2,1,100000000,610000003417,
1.26045,µm,Spine,0,1,1,100000000,610000003418,
1.21057,µm,Spine,0,1,1,100000000,610000003421,
1.21402,µm,Spine,0,1,1,100000000,610000003422,
1.21402,µm,Spine,0,1,1,100000000,610000003423,
0.464976,µm,Spine,0,1,1,100000000,610000003424,
1.48534,µm,Spine,0,1,1,100000000,610000003425,
0.87514,µm,Spine,10,4,1,100000001,610000003428,
0.784177,µm,Spine,7,2,1,100000001,610000003429,
0.733973,µm,Spine,7,2,1,100000001,610000003430,
0.909406,µm,Spine,6,2,1,100000001,610000003431,
1.76804,µm,Spine,3,1,1,100000001,610000003432,
1.85257,µm,Spine,1,1,1,100000001,610000003433,
1.87647,µm,Spine,1,1,1,100000001,610000003434,
1.76723,µm,Spine,1,1,1,100000001,610000003435,
0.896484,µm,Spine,5,3,1,100000001,610000003436,
0.856367,µm,Spine,5,3,1,100000001,610000003437,
0.416667,µm,Spine,0,1,1,100000001,610000003438,
1.80272,µm,Spine,0,1,1,100000001,610000003439,
1.80272,µm,Spine,0,1,1,100000001,610000003440,
