
Intensity Sum of Square Ch=1 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
5.89765e+08,,Surface,1,Image 1,1,0,
4.10835e+08,,Surface,1,Image 1,1,1,
