
Spine Neck Min Diameter
 ==================== 
Spine Neck Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,1,2,1,100000000,610000003039,
0.416667,µm,Spine,1,2,1,100000000,610000003050,
0.416667,µm,Spine,1,2,1,100000000,610000003059,
0.416674,µm,Spine,2,2,1,100000000,610000003065,
0.416667,µm,Spine,4,2,1,100000001,610000003073,
0.417291,µm,Spine,2,2,1,100000000,610000003082,
0.417291,µm,Spine,2,2,1,100000000,610000003090,
0.417291,µm,Spine,2,2,1,100000000,610000003096,
0.435438,µm,Spine,4,3,1,100000000,610000003102,
0.435438,µm,Spine,4,3,1,100000000,610000003106,
0.416667,µm,Spine,2,3,1,100000000,610000003108,
0.416667,µm,Spine,3,3,1,100000000,610000003112,
0.416667,µm,Spine,0,1,1,100000000,610000003117,
0.416667,µm,Spine,0,1,1,100000000,610000003121,
0.416667,µm,Spine,7,4,1,100000000,610000003127,
0.44098,µm,Spine,6,3,1,100000001,610000003133,
0.44098,µm,Spine,6,3,1,100000001,610000003137,
0.44098,µm,Spine,6,3,1,100000001,610000003140,
0.665492,µm,Spine,2,2,1,100000000,610000003148,
0.665492,µm,Spine,2,2,1,100000000,610000003155,
0.416667,µm,Spine,0,1,1,100000001,610000003169,
0.416667,µm,Spine,0,1,1,100000001,610000003183,
0.416667,µm,Spine,0,1,1,100000001,610000003193,
0.5184,µm,Spine,0,1,1,100000001,610000003204,
0.416667,µm,Spine,0,1,1,100000001,610000003214,
0.665492,µm,Spine,2,2,1,100000000,610000003217,
0.416667,µm,Spine,0,1,1,100000001,610000003228,
0.416667,µm,Spine,0,1,1,100000001,610000003236,
0.827014,µm,Spine,0,1,1,100000000,610000003239,
0.5184,µm,Spine,0,1,1,100000001,610000003247,
0.5184,µm,Spine,0,1,1,100000001,610000003256,
0.709635,µm,Spine,0,1,1,100000001,610000003258,
0.416667,µm,Spine,0,1,1,100000001,610000003265,
0.976301,µm,Spine,3,2,1,100000000,610000003268,
1.19792,µm,Spine,1,1,1,100000000,610000003271,
0.5184,µm,Spine,0,1,1,100000001,610000003278,
1.29634,µm,Spine,0,1,1,100000000,610000003280,
0.957353,µm,Spine,4,2,1,100000000,610000003282,
0.739222,µm,Spine,0,1,1,100000000,610000003286,
0.416667,µm,Spine,0,1,1,100000001,610000003290,
1.44982,µm,Spine,0,1,1,100000001,610000003294,
0.416667,µm,Spine,0,1,1,100000000,610000003298,
0,µm,Spine,0,1,1,100000000,610000003301,
1.02539,µm,Spine,0,1,1,100000000,610000003304,
0.560866,µm,Spine,0,1,1,100000000,610000003309,
0.735463,µm,Spine,7,3,1,100000000,610000003312,
1.25,µm,Spine,1,2,1,100000000,610000003314,
0,µm,Spine,0,1,1,100000000,610000003316,
0.803659,µm,Spine,2,2,1,100000000,610000003318,
1.03613,µm,Spine,0,1,1,100000001,610000003321,
2.22511,µm,Spine,0,1,1,100000001,610000003326,
0.856808,µm,Spine,0,1,1,100000000,610000003329,
0.542879,µm,Spine,0,1,1,100000000,610000003334,
1.03613,µm,Spine,0,1,1,100000001,610000003337,
0.934968,µm,Spine,0,1,1,100000001,610000003341,
0.786133,µm,Spine,0,1,1,100000000,610000003346,
2.1387,µm,Spine,0,1,1,100000001,610000003350,
0,µm,Spine,0,1,1,100000001,610000003352,
0.416667,µm,Spine,0,1,1,100000001,610000003355,
0,µm,Spine,0,1,1,100000001,610000003358,
1.42669,µm,Spine,0,1,1,100000001,610000003360,
2.33251,µm,Spine,1,1,1,100000001,610000003363,
0.542879,µm,Spine,0,1,1,100000000,610000003368,
0,µm,Spine,0,1,1,100000000,610000003371,
0.612676,µm,Spine,0,1,1,100000000,610000003378,
0,µm,Spine,0,1,1,100000000,610000003381,
0,µm,Spine,1,1,1,100000001,610000003384,
0,µm,Spine,0,1,1,100000001,610000003393,
0,µm,Spine,4,3,1,100000000,610000003405,
0,µm,Spine,3,2,1,100000000,610000003406,
0,µm,Spine,0,1,1,100000000,610000003408,
0,µm,Spine,6,2,1,100000000,610000003413,
0,µm,Spine,0,1,1,100000000,610000003414,
0,µm,Spine,0,1,1,100000000,610000003415,
0,µm,Spine,0,1,1,100000000,610000003416,
0,µm,Spine,3,2,1,100000000,610000003417,
0,µm,Spine,0,1,1,100000000,610000003418,
0,µm,Spine,0,1,1,100000000,610000003421,
0,µm,Spine,0,1,1,100000000,610000003422,
0,µm,Spine,0,1,1,100000000,610000003423,
0,µm,Spine,0,1,1,100000000,610000003424,
0,µm,Spine,0,1,1,100000000,610000003425,
0,µm,Spine,10,4,1,100000001,610000003428,
0,µm,Spine,7,2,1,100000001,610000003429,
0,µm,Spine,7,2,1,100000001,610000003430,
0,µm,Spine,6,2,1,100000001,610000003431,
0,µm,Spine,3,1,1,100000001,610000003432,
0,µm,Spine,1,1,1,100000001,610000003433,
0,µm,Spine,1,1,1,100000001,610000003434,
0,µm,Spine,1,1,1,100000001,610000003435,
0,µm,Spine,5,3,1,100000001,610000003436,
0,µm,Spine,5,3,1,100000001,610000003437,
0,µm,Spine,0,1,1,100000001,610000003438,
0,µm,Spine,0,1,1,100000001,610000003439,
0,µm,Spine,0,1,1,100000001,610000003440,
