
Segment Center Intensity Sum Ch=3 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
110,,Segment,3,13,Image 1,5,1,100000001,510000000003,
393,,Segment,3,12,Image 1,4,1,100000001,510000000009,
2780,,Segment,3,11,Image 1,3,1,100000001,510000000091,
269,,Segment,3,10,Image 1,3,1,100000001,510000000098,
1146,,Segment,3,9,Image 1,3,1,100000001,510000000123,
2622,,Segment,3,8,Image 1,2,1,100000001,510000000156,
1572,,Segment,3,7,Image 1,1,1,100000001,510000000169,
395,,Segment,3,6,Image 1,1,1,100000001,510000000173,
1872,,Segment,3,5,Image 1,1,1,100000001,510000000185,
4231,,Segment,3,4,Image 1,1,1,100000001,510000000219,
638,,Segment,3,3,Image 1,1,1,100000001,510000000223,
489,,Segment,3,2,Image 1,1,1,100000001,510000000226,
1056,,Segment,3,1,Image 1,1,1,100000001,510000000233,
1925,,Segment,3,0,Image 1,1,1,100000001,510000000253,
570,,Segment,3,12,Image 1,3,1,100000001,510000000264,
1237,,Segment,3,10,Image 1,4,1,100000001,510000000306,
1088,,Segment,3,4,Image 1,4,1,100000000,510000000359,
623,,Segment,3,3,Image 1,3,1,100000000,510000000367,
3077,,Segment,3,2,Image 1,3,1,100000000,510000000407,
1179,,Segment,3,1,Image 1,2,1,100000000,510000000424,
3002,,Segment,3,0,Image 1,1,1,100000000,510000000446,
1029,,Segment,3,3,Image 1,3,1,100000000,510000000517,
1828,,Segment,3,2,Image 1,2,1,100000000,510000000548,
2241,,Segment,3,1,Image 1,2,1,100000000,510000000566,
1569,,Segment,3,0,Image 1,1,1,100000000,510000000582,
1213,,Segment,3,4,Image 1,2,1,100000000,510000000599,
8243,,Segment,3,3,Image 1,2,1,100000000,510000000755,
2281,,Segment,3,2,Image 1,1,1,100000000,510000000778,
1269,,Segment,3,1,Image 1,1,1,100000000,510000000788,
670,,Segment,3,4,Image 1,3,1,100000000,510000000792,
626,,Segment,3,8,Image 1,5,1,100000000,510000000807,
257,,Segment,3,7,Image 1,4,1,100000000,510000000811,
348,,Segment,3,6,Image 1,3,1,100000000,510000000830,
1052,,Segment,3,5,Image 1,3,1,100000000,510000000865,
1293,,Segment,3,4,Image 1,2,1,100000000,510000000883,
336,,Segment,3,3,Image 1,1,1,100000000,510000000885,
1486,,Segment,3,2,Image 1,1,1,100000000,510000000895,
3488,,Segment,3,1,Image 1,1,1,100000000,510000000918,
1710,,Segment,3,2,Image 1,3,1,100000000,510000000952,
875,,Segment,3,1,Image 1,2,1,100000000,510000000962,
341,,Segment,3,0,Image 1,1,1,100000000,510000000977,
271,,Segment,3,11,Image 1,4,1,100000001,510000001006,
917,,Segment,3,1,Image 1,2,1,100000000,510000001073,
2136,,Segment,3,0,Image 1,1,1,100000000,510000001098,
1808,,Segment,3,5,Image 1,3,1,100000000,510000001122,
1499,,Segment,3,4,Image 1,3,1,100000000,510000001168,
446,,Segment,3,5,Image 1,4,1,100000000,510000001174,
655,,Segment,3,4,Image 1,3,1,100000000,510000001186,
1309,,Segment,3,3,Image 1,2,1,100000000,510000001203,
4077,,Segment,3,2,Image 1,2,1,100000000,510000001243,
320,,Segment,3,1,Image 1,1,1,100000000,510000001245,
460,,Segment,3,8,Image 1,4,1,100000000,510000001250,
254,,Segment,3,7,Image 1,3,1,100000000,510000001255,
2147,,Segment,3,6,Image 1,4,1,100000000,510000001305,
1336,,Segment,3,5,Image 1,3,1,100000000,510000001329,
149,,Segment,3,4,Image 1,2,1,100000000,510000001331,
368,,Segment,3,3,Image 1,2,1,100000000,510000001336,
872,,Segment,3,2,Image 1,3,1,100000000,510000001365,
