
Spine Center Intensity Max Ch=1 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
99,,Spine,1,3,Image 1,2,1,100000001,610000001619,
84,,Spine,1,2,Image 1,2,1,100000001,610000001622,
56,,Spine,1,0,Image 1,1,1,100000002,610000001625,
48,,Spine,1,2,Image 1,3,1,100000002,610000001631,
104,,Spine,1,3,Image 1,2,1,100000001,610000001639,
51,,Spine,1,2,Image 1,2,1,100000002,610000001642,
37,,Spine,1,2,Image 1,3,1,100000002,610000001646,
48,,Spine,1,2,Image 1,1,1,100000000,610000001648,
58,,Spine,1,3,Image 1,1,1,100000002,610000001650,
20,,Spine,1,2,Image 1,2,1,100000001,610000001652,
82,,Spine,1,0,Image 1,1,1,100000002,610000001655,
85,,Spine,1,0,Image 1,1,1,100000002,610000001661,
83,,Spine,1,1,Image 1,1,1,100000002,610000001665,
43,,Spine,1,2,Image 1,3,1,100000002,610000001668,
64,,Spine,1,0,Image 1,1,1,100000002,610000001670,
122,,Spine,1,0,Image 1,1,1,100000002,610000001673,
25,,Spine,1,2,Image 1,2,1,100000001,610000001676,
83,,Spine,1,1,Image 1,1,1,100000002,610000001680,
52,,Spine,1,3,Image 1,2,1,100000002,610000001686,
47,,Spine,1,0,Image 1,1,1,100000002,610000001688,
63,,Spine,1,4,Image 1,2,1,100000002,610000001690,
19,,Spine,1,2,Image 1,2,1,100000001,610000001692,
109,,Spine,1,0,Image 1,1,1,100000002,610000001694,
121,,Spine,1,0,Image 1,1,1,100000002,610000001699,
119,,Spine,1,4,Image 1,3,1,100000000,610000001702,
123,,Spine,1,0,Image 1,1,1,100000002,610000001709,
104,,Spine,1,3,Image 1,2,1,100000001,610000001712,
55,,Spine,1,0,Image 1,1,1,100000002,610000001716,
102,,Spine,1,0,Image 1,1,1,100000002,610000001719,
124,,Spine,1,0,Image 1,1,1,100000002,610000001728,
41,,Spine,1,2,Image 1,1,1,100000000,610000001739,
95,,Spine,1,4,Image 1,3,1,100000000,610000001740,
92,,Spine,1,4,Image 1,2,1,100000000,610000001741,
46,,Spine,1,1,Image 1,2,1,100000001,610000001742,
39,,Spine,1,0,Image 1,1,1,100000001,610000001743,
50,,Spine,1,0,Image 1,1,1,100000001,610000001749,
114,,Spine,1,0,Image 1,1,1,100000001,610000001750,
80,,Spine,1,4,Image 1,1,1,100000002,610000001751,
52,,Spine,1,3,Image 1,2,1,100000002,610000001752,
83,,Spine,1,1,Image 1,1,1,100000002,610000001753,
107,,Spine,1,1,Image 1,1,1,100000002,610000001754,
35,,Spine,1,2,Image 1,2,1,100000002,610000001755,
55,,Spine,1,0,Image 1,1,1,100000002,610000001756,
31,,Spine,1,9,Image 1,5,1,100000002,610000001760,
20,,Spine,1,4,Image 1,2,1,100000002,610000001761,
89,,Spine,1,2,Image 1,2,1,100000002,610000001762,
50,,Spine,1,6,Image 1,4,1,100000002,610000001763,
38,,Spine,1,3,Image 1,3,1,100000002,610000001764,
28,,Spine,1,6,Image 1,4,1,100000002,610000001765,
48,,Spine,1,4,Image 1,2,1,100000002,610000001766,
53,,Spine,1,2,Image 1,1,1,100000002,610000001767,
121,,Spine,1,0,Image 1,1,1,100000002,610000001768,
135,,Spine,1,0,Image 1,1,1,100000002,610000001769,
82,,Spine,1,0,Image 1,1,1,100000002,610000001771,
