
Spine Part Mean Diameter Ground
 ==================== 
Spine Part Mean Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.312275,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000001619,
0.259151,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000001622,
0.47052,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001625,
0.251426,µm,Spine,Spine Part Mean Diameter,2,3,1,100000002,610000001631,
0.324639,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000001639,
0.247654,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000001642,
0.309764,µm,Spine,Spine Part Mean Diameter,2,3,1,100000002,610000001646,
0.263,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000001648,
0.300008,µm,Spine,Spine Part Mean Diameter,3,1,1,100000002,610000001650,
0.280179,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001652,
0.366437,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001655,
0.275703,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001661,
0.382048,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000001665,
0.260466,µm,Spine,Spine Part Mean Diameter,2,3,1,100000002,610000001668,
0.35484,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001670,
0.413315,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001673,
0.269429,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001676,
0.382048,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000001680,
0.305106,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000001686,
0.480094,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001688,
0.329097,µm,Spine,Spine Part Mean Diameter,4,2,1,100000002,610000001690,
0.375538,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001692,
0.300024,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001694,
0.444691,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001699,
0.667428,µm,Spine,Spine Part Mean Diameter,4,3,1,100000000,610000001702,
0.394343,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001709,
0.338741,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000001712,
0.38207,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001716,
0.520557,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001719,
0.443106,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001728,
0.299011,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000001739,
0.285673,µm,Spine,Spine Part Mean Diameter,4,3,1,100000000,610000001740,
0.221023,µm,Spine,Spine Part Mean Diameter,4,2,1,100000000,610000001741,
0.277173,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000001742,
0.251302,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001743,
0.295253,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001749,
0.317802,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001750,
0.340748,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000001751,
0.268011,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000001752,
0.382048,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000001753,
0.412464,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000001754,
0.518272,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000001755,
0.491878,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001756,
0.301777,µm,Spine,Spine Part Mean Diameter,9,5,1,100000002,610000001760,
0.381542,µm,Spine,Spine Part Mean Diameter,4,2,1,100000002,610000001761,
0.310648,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000001762,
0.256834,µm,Spine,Spine Part Mean Diameter,6,4,1,100000002,610000001763,
0.286321,µm,Spine,Spine Part Mean Diameter,3,3,1,100000002,610000001764,
0.205951,µm,Spine,Spine Part Mean Diameter,6,4,1,100000002,610000001765,
0.451574,µm,Spine,Spine Part Mean Diameter,4,2,1,100000002,610000001766,
0.40781,µm,Spine,Spine Part Mean Diameter,2,1,1,100000002,610000001767,
0.451641,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001768,
0.514759,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001769,
0.402668,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001771,
