
Filament Volume (sum)
 ==================== 
Filament Volume (sum),Unit,Category,Time,ID,
1.74321,µm^3,Filament,1,100000000,
2.36505,µm^3,Filament,1,100000001,
7.16149,µm^3,Filament,1,100000002,
