
Spine Attachment Pt Time Index
 ==================== 
Spine Attachment Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,2,2,1,100000001,610000001622,
1,,Spine,0,1,1,100000002,610000001625,
1,,Spine,2,2,1,100000002,610000001642,
1,,Spine,2,3,1,100000002,610000001646,
1,,Spine,2,1,1,100000000,610000001648,
1,,Spine,3,1,1,100000002,610000001650,
1,,Spine,2,3,1,100000002,610000001668,
1,,Spine,0,1,1,100000002,610000001673,
1,,Spine,0,1,1,100000002,610000001688,
1,,Spine,4,2,1,100000002,610000001690,
1,,Spine,0,1,1,100000002,610000001694,
1,,Spine,0,1,1,100000002,610000001699,
1,,Spine,3,2,1,100000001,610000001712,
1,,Spine,0,1,1,,610000001776,
1,,Spine,2,1,1,,610000001776,
1,,Spine,4,2,1,,610000001777,
1,,Spine,2,2,1,,610000001777,
1,,Spine,1,2,1,,610000001777,
1,,Spine,0,1,1,,610000001778,
1,,Spine,4,3,1,,610000001778,
1,,Spine,1,1,1,,610000001778,
1,,Spine,0,1,1,,610000001779,
1,,Spine,1,1,1,,610000001779,
1,,Spine,3,2,1,,610000001780,
1,,Spine,4,1,1,,610000001781,
1,,Spine,2,2,1,,610000001782,
1,,Spine,4,2,1,,610000001783,
1,,Spine,9,5,1,,610000001784,
1,,Spine,0,1,1,,610000001785,
1,,Spine,0,1,1,,610000001786,
1,,Spine,2,1,1,,610000001787,
1,,Spine,6,4,1,,610000001788,
1,,Spine,3,3,1,,610000001790,
1,,Spine,6,4,1,,610000001791,
