
Segment Center Intensity Max Ch=2 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
6,,Segment,2,1,Image 1,2,1,100000000,510000000040,
5,,Segment,2,0,Image 1,1,1,100000000,510000000081,
7,,Segment,2,2,Image 1,1,1,100000000,510000000102,
3,,Segment,2,2,Image 1,2,1,100000000,510000000107,
4,,Segment,2,5,Image 1,1,1,100000002,510000000128,
6,,Segment,2,4,Image 1,1,1,100000002,510000000147,
43,,Segment,2,3,Image 1,1,1,100000002,510000000171,
21,,Segment,2,2,Image 1,1,1,100000002,510000000173,
22,,Segment,2,1,Image 1,1,1,100000002,510000000206,
9,,Segment,2,0,Image 1,1,1,100000002,510000000247,
4,,Segment,2,4,Image 1,2,1,100000002,510000000250,
21,,Segment,2,3,Image 1,2,1,100000002,510000000271,
23,,Segment,2,3,Image 1,2,1,100000002,510000000283,
25,,Segment,2,2,Image 1,2,1,100000002,510000000299,
4,,Segment,2,3,Image 1,3,1,100000002,510000000301,
10,,Segment,2,3,Image 1,2,1,100000001,510000000374,
1,,Segment,2,2,Image 1,2,1,100000001,510000000376,
16,,Segment,2,0,Image 1,1,1,100000001,510000000425,
17,,Segment,2,3,Image 1,3,1,100000001,510000000448,
3,,Segment,2,10,Image 1,4,1,100000002,510000000454,
15,,Segment,2,9,Image 1,4,1,100000002,510000000488,
4,,Segment,2,8,Image 1,4,1,100000002,510000000492,
10,,Segment,2,6,Image 1,4,1,100000002,510000000498,
13,,Segment,2,5,Image 1,4,1,100000002,510000000520,
15,,Segment,2,4,Image 1,3,1,100000002,510000000526,
3,,Segment,2,3,Image 1,3,1,100000002,510000000531,
4,,Segment,2,2,Image 1,2,1,100000002,510000000541,
16,,Segment,2,1,Image 1,2,1,100000002,510000000554,
16,,Segment,2,0,Image 1,1,1,100000002,510000000578,
3,,Segment,2,2,Image 1,3,1,100000001,510000000582,
5,,Segment,2,10,Image 1,5,1,100000002,510000000585,
3,,Segment,2,1,Image 1,1,1,100000001,510000000587,
9,,Segment,2,9,Image 1,5,1,100000002,510000000602,
1,,Segment,2,5,Image 1,4,1,100000000,510000000612,
3,,Segment,2,4,Image 1,3,1,100000000,510000000630,
3,,Segment,2,3,Image 1,2,1,100000000,510000000648,
4,,Segment,2,2,Image 1,1,1,100000000,510000000656,
4,,Segment,2,1,Image 1,1,1,100000000,510000000665,
3,,Segment,2,0,Image 1,1,1,100000000,510000000697,
9,,Segment,2,8,Image 1,5,1,100000002,510000000713,
45,,Segment,2,4,Image 1,2,1,100000000,510000000750,
6,,Segment,2,7,Image 1,5,1,100000002,510000000755,
10,,Segment,2,6,Image 1,5,1,100000002,510000000759,
15,,Segment,2,5,Image 1,3,1,100000002,510000000774,
17,,Segment,2,9,Image 1,4,1,100000002,510000000804,
9,,Segment,2,7,Image 1,3,1,100000002,510000000813,
5,,Segment,2,6,Image 1,3,1,100000002,510000000815,
4,,Segment,2,5,Image 1,3,1,100000002,510000000820,
7,,Segment,2,3,Image 1,3,1,100000002,510000000841,
22,,Segment,2,2,Image 1,2,1,100000002,510000000844,
6,,Segment,2,1,Image 1,1,1,100000002,510000000847,
38,,Segment,2,0,Image 1,1,1,100000002,510000000871,
3,,Segment,2,2,Image 1,2,1,100000001,510000000887,
4,,Segment,2,1,Image 1,1,1,100000001,510000000904,
3,,Segment,2,0,Image 1,1,1,100000001,510000000920,
4,,Segment,2,4,Image 1,2,1,100000002,510000000951,
4,,Segment,2,3,Image 1,2,1,100000002,510000000960,
13,,Segment,2,2,Image 1,1,1,100000001,510000000963,
3,,Segment,2,4,Image 1,3,1,100000002,510000000968,
9,,Segment,2,9,Image 1,5,1,100000002,510000000971,
9,,Segment,2,8,Image 1,3,1,100000002,510000000973,
2,,Segment,2,4,Image 1,4,1,100000002,510000000977,
22,,Segment,2,2,Image 1,3,1,100000001,510000000988,
10,,Segment,2,1,Image 1,2,1,100000001,510000000995,
19,,Segment,2,0,Image 1,1,1,100000001,510000001061,
3,,Segment,2,3,Image 1,1,1,100000000,510000001067,
67,,Segment,2,2,Image 1,2,1,100000001,510000001090,
10,,Segment,2,1,Image 1,1,1,100000001,510000001096,
7,,Segment,2,5,Image 1,4,1,100000002,510000001126,
39,,Segment,2,6,Image 1,4,1,100000002,510000001143,
38,,Segment,2,2,Image 1,1,1,100000001,510000001161,
33,,Segment,2,6,Image 1,4,1,100000002,510000001178,
2,,Segment,2,5,Image 1,3,1,100000002,510000001182,
