
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
36,,Segment,2,1,Image 1,2,1,100000000,510000000040,
21,,Segment,2,0,Image 1,1,1,100000000,510000000081,
21,,Segment,2,2,Image 1,1,1,100000000,510000000102,
5,,Segment,2,2,Image 1,2,1,100000000,510000000107,
22,,Segment,2,5,Image 1,1,1,100000002,510000000128,
20,,Segment,2,4,Image 1,1,1,100000002,510000000147,
25,,Segment,2,3,Image 1,1,1,100000002,510000000171,
3,,Segment,2,2,Image 1,1,1,100000002,510000000173,
34,,Segment,2,1,Image 1,1,1,100000002,510000000206,
5,,Segment,2,0,Image 1,1,1,100000002,510000000247,
3,,Segment,2,4,Image 1,2,1,100000002,510000000250,
22,,Segment,2,3,Image 1,2,1,100000002,510000000271,
13,,Segment,2,3,Image 1,2,1,100000002,510000000283,
17,,Segment,2,2,Image 1,2,1,100000002,510000000299,
3,,Segment,2,3,Image 1,3,1,100000002,510000000301,
74,,Segment,2,3,Image 1,2,1,100000001,510000000374,
3,,Segment,2,2,Image 1,2,1,100000001,510000000376,
44,,Segment,2,0,Image 1,1,1,100000001,510000000425,
15,,Segment,2,3,Image 1,3,1,100000001,510000000448,
7,,Segment,2,10,Image 1,4,1,100000002,510000000454,
35,,Segment,2,9,Image 1,4,1,100000002,510000000488,
5,,Segment,2,8,Image 1,4,1,100000002,510000000492,
6,,Segment,2,6,Image 1,4,1,100000002,510000000498,
23,,Segment,2,5,Image 1,4,1,100000002,510000000520,
7,,Segment,2,4,Image 1,3,1,100000002,510000000526,
6,,Segment,2,3,Image 1,3,1,100000002,510000000531,
11,,Segment,2,2,Image 1,2,1,100000002,510000000541,
14,,Segment,2,1,Image 1,2,1,100000002,510000000554,
16,,Segment,2,0,Image 1,1,1,100000002,510000000578,
3,,Segment,2,2,Image 1,3,1,100000001,510000000582,
4,,Segment,2,10,Image 1,5,1,100000002,510000000585,
3,,Segment,2,1,Image 1,1,1,100000001,510000000587,
16,,Segment,2,9,Image 1,5,1,100000002,510000000602,
11,,Segment,2,5,Image 1,4,1,100000000,510000000612,
19,,Segment,2,4,Image 1,3,1,100000000,510000000630,
19,,Segment,2,3,Image 1,2,1,100000000,510000000648,
9,,Segment,2,2,Image 1,1,1,100000000,510000000656,
10,,Segment,2,1,Image 1,1,1,100000000,510000000665,
14,,Segment,2,0,Image 1,1,1,100000000,510000000697,
17,,Segment,2,8,Image 1,5,1,100000002,510000000713,
37,,Segment,2,4,Image 1,2,1,100000000,510000000750,
6,,Segment,2,7,Image 1,5,1,100000002,510000000755,
5,,Segment,2,6,Image 1,5,1,100000002,510000000759,
16,,Segment,2,5,Image 1,3,1,100000002,510000000774,
31,,Segment,2,9,Image 1,4,1,100000002,510000000804,
9,,Segment,2,7,Image 1,3,1,100000002,510000000813,
3,,Segment,2,6,Image 1,3,1,100000002,510000000815,
6,,Segment,2,5,Image 1,3,1,100000002,510000000820,
21,,Segment,2,3,Image 1,3,1,100000002,510000000841,
4,,Segment,2,2,Image 1,2,1,100000002,510000000844,
4,,Segment,2,1,Image 1,1,1,100000002,510000000847,
23,,Segment,2,0,Image 1,1,1,100000002,510000000871,
5,,Segment,2,2,Image 1,2,1,100000001,510000000887,
18,,Segment,2,1,Image 1,1,1,100000001,510000000904,
14,,Segment,2,0,Image 1,1,1,100000001,510000000920,
9,,Segment,2,4,Image 1,2,1,100000002,510000000951,
10,,Segment,2,3,Image 1,2,1,100000002,510000000960,
4,,Segment,2,2,Image 1,1,1,100000001,510000000963,
6,,Segment,2,4,Image 1,3,1,100000002,510000000968,
