
Segment Center Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.52424,,Segment,2,1,Image 1,2,1,100000000,510000000040,
1.55329,,Segment,2,0,Image 1,1,1,100000000,510000000081,
1.6078,,Segment,2,2,Image 1,1,1,100000000,510000000102,
0.8,,Segment,2,2,Image 1,2,1,100000000,510000000107,
0.940371,,Segment,2,5,Image 1,1,1,100000002,510000000128,
1.65756,,Segment,2,4,Image 1,1,1,100000002,510000000147,
11.4859,,Segment,2,3,Image 1,1,1,100000002,510000000171,
7.07107,,Segment,2,2,Image 1,1,1,100000002,510000000173,
3.97875,,Segment,2,1,Image 1,1,1,100000002,510000000206,
3.00666,,Segment,2,0,Image 1,1,1,100000002,510000000247,
0.816497,,Segment,2,4,Image 1,2,1,100000002,510000000250,
4.10704,,Segment,2,3,Image 1,2,1,100000002,510000000271,
6.1788,,Segment,2,3,Image 1,2,1,100000002,510000000283,
7.82861,,Segment,2,2,Image 1,2,1,100000002,510000000299,
0.471405,,Segment,2,3,Image 1,3,1,100000002,510000000301,
1.95442,,Segment,2,3,Image 1,2,1,100000001,510000000374,
0.471405,,Segment,2,2,Image 1,2,1,100000001,510000000376,
3.171,,Segment,2,0,Image 1,1,1,100000001,510000000425,
4.28123,,Segment,2,3,Image 1,3,1,100000001,510000000448,
0.699854,,Segment,2,10,Image 1,4,1,100000002,510000000454,
3.12122,,Segment,2,9,Image 1,4,1,100000002,510000000488,
1.0198,,Segment,2,8,Image 1,4,1,100000002,510000000492,
2.60875,,Segment,2,6,Image 1,4,1,100000002,510000000498,
3.2571,,Segment,2,5,Image 1,4,1,100000002,510000000520,
4.5937,,Segment,2,4,Image 1,3,1,100000002,510000000526,
0.942809,,Segment,2,3,Image 1,3,1,100000002,510000000531,
1.02852,,Segment,2,2,Image 1,2,1,100000002,510000000541,
3.99553,,Segment,2,1,Image 1,2,1,100000002,510000000554,
5.20667,,Segment,2,0,Image 1,1,1,100000002,510000000578,
1.24722,,Segment,2,2,Image 1,3,1,100000001,510000000582,
1.47902,,Segment,2,10,Image 1,5,1,100000002,510000000585,
0.816497,,Segment,2,1,Image 1,1,1,100000001,510000000587,
2.31756,,Segment,2,9,Image 1,5,1,100000002,510000000602,
0.481046,,Segment,2,5,Image 1,4,1,100000000,510000000612,
0.932634,,Segment,2,4,Image 1,3,1,100000000,510000000630,
0.911606,,Segment,2,3,Image 1,2,1,100000000,510000000648,
1.24722,,Segment,2,2,Image 1,1,1,100000000,510000000656,
1.22066,,Segment,2,1,Image 1,1,1,100000000,510000000665,
0.772618,,Segment,2,0,Image 1,1,1,100000000,510000000697,
2.14847,,Segment,2,8,Image 1,5,1,100000002,510000000713,
8.32301,,Segment,2,4,Image 1,2,1,100000000,510000000750,
1.67498,,Segment,2,7,Image 1,5,1,100000002,510000000755,
3.16228,,Segment,2,6,Image 1,5,1,100000002,510000000759,
4.55522,,Segment,2,5,Image 1,3,1,100000002,510000000774,
3.97547,,Segment,2,9,Image 1,4,1,100000002,510000000804,
2.16025,,Segment,2,7,Image 1,3,1,100000002,510000000813,
1.24722,,Segment,2,6,Image 1,3,1,100000002,510000000815,
0.57735,,Segment,2,5,Image 1,3,1,100000002,510000000820,
1.79695,,Segment,2,3,Image 1,3,1,100000002,510000000841,
7.15454,,Segment,2,2,Image 1,2,1,100000002,510000000844,
0.829156,,Segment,2,1,Image 1,1,1,100000002,510000000847,
8.16396,,Segment,2,0,Image 1,1,1,100000002,510000000871,
1.16619,,Segment,2,2,Image 1,2,1,100000001,510000000887,
1.16667,,Segment,2,1,Image 1,1,1,100000001,510000000904,
0.832993,,Segment,2,0,Image 1,1,1,100000001,510000000920,
1.49071,,Segment,2,4,Image 1,2,1,100000002,510000000951,
0.916515,,Segment,2,3,Image 1,2,1,100000002,510000000960,
4.65698,,Segment,2,2,Image 1,1,1,100000001,510000000963,
0.816497,,Segment,2,4,Image 1,3,1,100000002,510000000968,
2.94746,,Segment,2,9,Image 1,5,1,100000002,510000000971,
2.86744,,Segment,2,8,Image 1,3,1,100000002,510000000973,
0.748331,,Segment,2,4,Image 1,4,1,100000002,510000000977,
