
Spine Part Min Diameter Neck
 ==================== 
Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.24375,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000001619,
0.183561,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000001622,
0.455521,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001625,
0.223708,µm,Spine,Spine Part Min Diameter,2,3,1,100000002,610000001631,
0.24375,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000001639,
0.24375,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000001642,
0,µm,Spine,Spine Part Min Diameter,2,3,1,100000002,610000001646,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000001648,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000001650,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000001652,
0.325,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001655,
0.55847,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001661,
0.420789,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000001665,
0.233345,µm,Spine,Spine Part Min Diameter,2,3,1,100000002,610000001668,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001670,
0.278096,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001673,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000001676,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000001680,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000001686,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001688,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000001690,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000001692,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001694,
0.398225,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001699,
0,µm,Spine,Spine Part Min Diameter,4,3,1,100000000,610000001702,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001709,
0.296436,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000001712,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001716,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001719,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001728,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000001739,
0,µm,Spine,Spine Part Min Diameter,4,3,1,100000000,610000001740,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000001741,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000001742,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000001743,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000001749,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000001750,
0,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000001751,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000001752,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000001753,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000001754,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000001755,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001756,
0,µm,Spine,Spine Part Min Diameter,9,5,1,100000002,610000001760,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000001761,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000001762,
0,µm,Spine,Spine Part Min Diameter,6,4,1,100000002,610000001763,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000002,610000001764,
0,µm,Spine,Spine Part Min Diameter,6,4,1,100000002,610000001765,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000001766,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000001767,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001768,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001769,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001771,
