
Segment Center Intensity Mean Ch=4 Img=1
 ==================== 
Segment Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
35.8611,,Segment,4,1,Image 1,2,1,100000000,510000000040,
27.9524,,Segment,4,0,Image 1,1,1,100000000,510000000081,
29.0952,,Segment,4,2,Image 1,1,1,100000000,510000000102,
49,,Segment,4,2,Image 1,2,1,100000000,510000000107,
60.6818,,Segment,4,5,Image 1,1,1,100000002,510000000128,
66.4,,Segment,4,4,Image 1,1,1,100000002,510000000147,
58.48,,Segment,4,3,Image 1,1,1,100000002,510000000171,
33.3333,,Segment,4,2,Image 1,1,1,100000002,510000000173,
55.5588,,Segment,4,1,Image 1,1,1,100000002,510000000206,
73.2,,Segment,4,0,Image 1,1,1,100000002,510000000247,
34,,Segment,4,4,Image 1,2,1,100000002,510000000250,
37.8182,,Segment,4,3,Image 1,2,1,100000002,510000000271,
43.8462,,Segment,4,3,Image 1,2,1,100000002,510000000283,
45.1176,,Segment,4,2,Image 1,2,1,100000002,510000000299,
47.3333,,Segment,4,3,Image 1,3,1,100000002,510000000301,
59.2162,,Segment,4,3,Image 1,2,1,100000001,510000000374,
50,,Segment,4,2,Image 1,2,1,100000001,510000000376,
53.0682,,Segment,4,0,Image 1,1,1,100000001,510000000425,
34.0667,,Segment,4,3,Image 1,3,1,100000001,510000000448,
25.5714,,Segment,4,10,Image 1,4,1,100000002,510000000454,
46.1714,,Segment,4,9,Image 1,4,1,100000002,510000000488,
61,,Segment,4,8,Image 1,4,1,100000002,510000000492,
43,,Segment,4,6,Image 1,4,1,100000002,510000000498,
28.8261,,Segment,4,5,Image 1,4,1,100000002,510000000520,
29,,Segment,4,4,Image 1,3,1,100000002,510000000526,
49,,Segment,4,3,Image 1,3,1,100000002,510000000531,
65.4545,,Segment,4,2,Image 1,2,1,100000002,510000000541,
28.4286,,Segment,4,1,Image 1,2,1,100000002,510000000554,
72.5,,Segment,4,0,Image 1,1,1,100000002,510000000578,
15.3333,,Segment,4,2,Image 1,3,1,100000001,510000000582,
30.5,,Segment,4,10,Image 1,5,1,100000002,510000000585,
34,,Segment,4,1,Image 1,1,1,100000001,510000000587,
25.25,,Segment,4,9,Image 1,5,1,100000002,510000000602,
43.3636,,Segment,4,5,Image 1,4,1,100000000,510000000612,
28.7368,,Segment,4,4,Image 1,3,1,100000000,510000000630,
42.7895,,Segment,4,3,Image 1,2,1,100000000,510000000648,
65.1111,,Segment,4,2,Image 1,1,1,100000000,510000000656,
79.4,,Segment,4,1,Image 1,1,1,100000000,510000000665,
84.5714,,Segment,4,0,Image 1,1,1,100000000,510000000697,
29.5294,,Segment,4,8,Image 1,5,1,100000002,510000000713,
49.4324,,Segment,4,4,Image 1,2,1,100000000,510000000750,
52.5,,Segment,4,7,Image 1,5,1,100000002,510000000755,
24.6,,Segment,4,6,Image 1,5,1,100000002,510000000759,
32.75,,Segment,4,5,Image 1,3,1,100000002,510000000774,
48.2581,,Segment,4,9,Image 1,4,1,100000002,510000000804,
40.2222,,Segment,4,7,Image 1,3,1,100000002,510000000813,
74,,Segment,4,6,Image 1,3,1,100000002,510000000815,
115.667,,Segment,4,5,Image 1,3,1,100000002,510000000820,
76.5238,,Segment,4,3,Image 1,3,1,100000002,510000000841,
64.25,,Segment,4,2,Image 1,2,1,100000002,510000000844,
55.25,,Segment,4,1,Image 1,1,1,100000002,510000000847,
107.391,,Segment,4,0,Image 1,1,1,100000002,510000000871,
29,,Segment,4,2,Image 1,2,1,100000001,510000000887,
33.7222,,Segment,4,1,Image 1,1,1,100000001,510000000904,
41.9286,,Segment,4,0,Image 1,1,1,100000001,510000000920,
43.2222,,Segment,4,4,Image 1,2,1,100000002,510000000951,
44.2,,Segment,4,3,Image 1,2,1,100000002,510000000960,
54,,Segment,4,2,Image 1,1,1,100000001,510000000963,
35.6667,,Segment,4,4,Image 1,3,1,100000002,510000000968,
32.25,,Segment,4,9,Image 1,5,1,100000002,510000000971,
44,,Segment,4,8,Image 1,3,1,100000002,510000000973,
26.4,,Segment,4,4,Image 1,4,1,100000002,510000000977,
46.0833,,Segment,4,2,Image 1,3,1,100000001,510000000988,
71.625,,Segment,4,1,Image 1,2,1,100000001,510000000995,
69.7576,,Segment,4,0,Image 1,1,1,100000001,510000001061,
49.4286,,Segment,4,3,Image 1,1,1,100000000,510000001067,
50.2917,,Segment,4,2,Image 1,2,1,100000001,510000001090,
76.1429,,Segment,4,1,Image 1,1,1,100000001,510000001096,
71.6129,,Segment,4,5,Image 1,4,1,100000002,510000001126,
49.8889,,Segment,4,6,Image 1,4,1,100000002,510000001143,
40.5263,,Segment,4,2,Image 1,1,1,100000001,510000001161,
42.1111,,Segment,4,6,Image 1,4,1,100000002,510000001178,
71,,Segment,4,5,Image 1,3,1,100000002,510000001182,
42,,Segment,4,2,Image 1,3,1,100000002,510000001194,
70.7273,,Segment,4,1,Image 1,2,1,100000002,510000001204,
52.25,,Segment,4,7,Image 1,4,1,100000002,510000001207,
59.7,,Segment,4,1,Image 1,2,1,100000000,510000001216,
69.75,,Segment,4,2,Image 1,2,1,100000000,510000001219,
34.2,,Segment,4,2,Image 1,2,1,100000002,510000001223,
39.8889,,Segment,4,1,Image 1,2,1,100000002,510000001240,
48.25,,Segment,4,1,Image 1,2,1,100000001,510000001247,
41.4,,Segment,4,2,Image 1,3,1,100000002,510000001251,
69.8,,Segment,4,2,Image 1,2,1,100000001,510000001255,
32.6667,,Segment,4,2,Image 1,3,1,100000002,510000001260,
30.8,,Segment,4,2,Image 1,2,1,100000002,510000001267,
50.2857,,Segment,4,5,Image 1,2,1,100000002,510000001273,
60,,Segment,4,4,Image 1,4,1,100000002,510000001277,
32.0588,,Segment,4,1,Image 1,1,1,100000002,510000001293,
40,,Segment,4,1,Image 1,2,1,100000000,510000001304,
0,,Segment,4,0,Image 1,1,1,100000000,510000001319,
50.6667,,Segment,4,4,Image 1,3,1,100000002,510000001330,
74,,Segment,4,1,Image 1,1,1,100000000,510000001334,
116.333,,Segment,4,6,Image 1,3,1,100000002,510000001336,
72.5556,,Segment,4,0,Image 1,1,1,100000001,510000001392,
41.5833,,Segment,4,1,Image 1,2,1,100000002,510000001403,
49.2857,,Segment,4,2,Image 1,1,1,100000002,510000001409,
95.75,,Segment,4,0,Image 1,1,1,100000001,510000001416,
76,,Segment,4,0,Image 1,1,1,100000002,510000001444,
58.5,,Segment,4,1,Image 1,1,1,100000000,510000001454,
18.5,,Segment,4,5,Image 1,3,1,100000000,510000001455,
39.5,,Segment,4,1,Image 1,2,1,100000001,510000001456,
73,,Segment,4,5,Image 1,2,1,100000002,510000001458,
65.5,,Segment,4,7,Image 1,4,1,100000002,510000001460,
105,,Segment,4,4,Image 1,3,1,100000002,510000001464,
71,,Segment,4,8,Image 1,4,1,100000002,510000001465,
63.5,,Segment,4,3,Image 1,2,1,100000002,510000001466,
65,,Segment,4,4,Image 1,2,1,100000002,510000001467,
