
Spine Terminal Pt Intensity Center Ch=4 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
48,,Spine,4,3,Image 1,1,100000001,610000001619,
37,,Spine,4,2,Image 1,1,100000001,610000001622,
31,,Spine,4,0,Image 1,1,100000002,610000001625,
58,,Spine,4,2,Image 1,1,100000002,610000001631,
48,,Spine,4,3,Image 1,1,100000001,610000001639,
50,,Spine,4,2,Image 1,1,100000002,610000001642,
53,,Spine,4,2,Image 1,1,100000002,610000001646,
35,,Spine,4,2,Image 1,1,100000000,610000001648,
48,,Spine,4,3,Image 1,1,100000002,610000001650,
54,,Spine,4,0,Image 1,1,100000002,610000001655,
88,,Spine,4,0,Image 1,1,,610000001659,
45,,Spine,4,1,Image 1,1,100000002,610000001665,
48,,Spine,4,2,Image 1,1,100000002,610000001668,
63,,Spine,4,0,Image 1,1,100000002,610000001670,
50,,Spine,4,0,Image 1,1,100000002,610000001673,
41,,Spine,4,1,Image 1,1,100000002,610000001680,
57,,Spine,4,3,Image 1,1,100000002,610000001686,
74,,Spine,4,0,Image 1,1,100000002,610000001688,
49,,Spine,4,4,Image 1,1,100000002,610000001690,
53,,Spine,4,0,Image 1,1,100000002,610000001694,
77,,Spine,4,0,Image 1,1,100000002,610000001699,
100,,Spine,4,4,Image 1,1,,610000001701,
139,,Spine,4,0,Image 1,1,,610000001708,
124,,Spine,4,3,Image 1,1,100000001,610000001712,
25,,Spine,4,0,Image 1,1,,610000001776,
82,,Spine,4,2,Image 1,1,,610000001776,
106,,Spine,4,4,Image 1,1,,610000001777,
70,,Spine,4,1,Image 1,1,,610000001777,
37,,Spine,4,2,Image 1,1,,610000001777,
106,,Spine,4,4,Image 1,1,,610000001778,
56,,Spine,4,0,Image 1,1,,610000001778,
64,,Spine,4,1,Image 1,1,,610000001778,
49,,Spine,4,0,Image 1,1,,610000001779,
69,,Spine,4,1,Image 1,1,,610000001779,
12,,Spine,4,0,Image 1,1,,610000001780,
46,,Spine,4,3,Image 1,1,,610000001780,
45,,Spine,4,4,Image 1,1,,610000001781,
26,,Spine,4,0,Image 1,1,,610000001781,
27,,Spine,4,0,Image 1,1,,610000001782,
57,,Spine,4,2,Image 1,1,,610000001782,
57,,Spine,4,4,Image 1,1,,610000001783,
48,,Spine,4,9,Image 1,1,,610000001784,
96,,Spine,4,0,Image 1,1,,610000001785,
94,,Spine,4,0,Image 1,1,,610000001786,
58,,Spine,4,2,Image 1,1,,610000001787,
40,,Spine,4,6,Image 1,1,,610000001788,
65,,Spine,4,4,Image 1,1,,610000001789,
34,,Spine,4,3,Image 1,1,,610000001790,
40,,Spine,4,6,Image 1,1,,610000001791,
81,,Spine,4,0,Image 1,1,,610000001792,
61,,Spine,4,0,Image 1,1,,610000001793,
72,,Spine,4,0,Image 1,1,,610000001794,
158,,Spine,4,0,Image 1,1,,610000001795,
