
Soma Intensity Sum of Square Ch=5 Img=1
 ==================== 
Soma Intensity Sum of Square,Unit,Category,Channel,Image,Time,FilamentID,ID,
370009,,Soma,5,Image 1,1,100000000,800000000,
2836,,Soma,5,Image 1,1,100000001,800000001,
1478,,Soma,5,Image 1,1,100000002,800000002,
