
Soma Volume
 ==================== 
Soma Volume,Unit,Category,Time,FilamentID,ID,
7.08743,µm^3,Soma,1,100000000,800000000,
6.44124,µm^3,Soma,1,100000001,800000001,
8.58391,µm^3,Soma,1,100000002,800000002,
5.07453,µm^3,Soma,1,100000003,800000003,
