
Spine Terminal Pt Time Index
 ==================== 
Spine Terminal Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,4,2,1,100000003,610000002444,
1,,Spine,6,2,1,100000001,610000002447,
1,,Spine,,,1,,610000002449,
1,,Spine,5,2,1,100000003,610000002455,
1,,Spine,9,3,1,100000001,610000002459,
1,,Spine,,,1,,610000002461,
1,,Spine,,,1,,610000002464,
1,,Spine,0,1,1,100000000,610000002469,
1,,Spine,5,2,1,100000001,610000002476,
1,,Spine,6,3,1,100000002,610000002485,
1,,Spine,0,1,1,100000002,610000002488,
1,,Spine,,,1,,610000002490,
1,,Spine,3,2,1,100000002,610000002494,
1,,Spine,0,1,1,100000002,610000002496,
1,,Spine,6,2,1,100000001,610000002498,
1,,Spine,6,4,1,100000002,610000002503,
1,,Spine,5,3,1,100000001,610000002505,
1,,Spine,8,4,1,100000001,610000002509,
1,,Spine,3,2,1,100000002,610000002511,
1,,Spine,,,1,,610000002513,
1,,Spine,,,1,,610000002523,
1,,Spine,5,3,1,100000000,610000002527,
1,,Spine,,,1,,610000002529,
1,,Spine,,,1,,610000002532,
1,,Spine,10,4,1,100000000,610000002538,
1,,Spine,5,4,1,100000002,610000002541,
1,,Spine,4,4,1,100000002,610000002543,
1,,Spine,,,1,,610000002546,
1,,Spine,,,1,,610000002549,
1,,Spine,6,3,1,100000002,610000002557,
1,,Spine,3,2,1,100000002,610000002559,
1,,Spine,2,3,1,100000002,610000002563,
1,,Spine,4,3,1,100000002,610000002568,
1,,Spine,6,4,1,100000002,610000002571,
1,,Spine,6,2,1,100000001,610000002573,
1,,Spine,10,4,1,100000000,610000002575,
1,,Spine,6,3,1,100000002,610000002580,
1,,Spine,11,6,1,100000000,610000002582,
1,,Spine,2,1,1,100000002,610000002584,
1,,Spine,9,4,1,100000001,610000002598,
1,,Spine,11,6,1,100000000,610000002612,
1,,Spine,8,2,1,100000001,610000002615,
1,,Spine,8,5,1,100000002,610000002628,
1,,Spine,0,1,1,100000002,610000002630,
1,,Spine,4,3,1,100000002,610000002641,
1,,Spine,3,1,1,100000000,610000002644,
1,,Spine,,,1,,610000002660,
1,,Spine,5,4,1,100000002,610000002667,
1,,Spine,6,3,1,100000002,610000002679,
1,,Spine,6,4,1,100000002,610000002682,
1,,Spine,0,1,1,,610000002784,
1,,Spine,6,2,1,,610000002784,
1,,Spine,5,3,1,,610000002784,
1,,Spine,5,2,1,,610000002785,
1,,Spine,0,1,1,,610000002785,
1,,Spine,6,2,1,,610000002785,
1,,Spine,6,2,1,,610000002786,
1,,Spine,2,2,1,,610000002786,
1,,Spine,5,3,1,,610000002786,
1,,Spine,9,3,1,,610000002786,
1,,Spine,0,1,1,,610000002787,
1,,Spine,6,4,1,,610000002787,
1,,Spine,8,3,1,,610000002787,
1,,Spine,2,2,1,,610000002787,
1,,Spine,,,1,,610000002788,
1,,Spine,3,3,1,,610000002788,
1,,Spine,6,4,1,,610000002788,
1,,Spine,7,3,1,,610000002788,
1,,Spine,7,4,1,,610000002789,
1,,Spine,6,4,1,,610000002789,
1,,Spine,7,3,1,,610000002789,
1,,Spine,6,2,1,,610000002790,
1,,Spine,6,4,1,,610000002790,
1,,Spine,8,4,1,,610000002790,
1,,Spine,6,2,1,,610000002791,
1,,Spine,6,4,1,,610000002791,
1,,Spine,8,4,1,,610000002791,
1,,Spine,4,3,1,,610000002792,
1,,Spine,6,2,1,,610000002792,
1,,Spine,8,4,1,,610000002792,
1,,Spine,6,3,1,,610000002793,
1,,Spine,10,4,1,,610000002793,
1,,Spine,4,4,1,,610000002793,
1,,Spine,0,1,1,,610000002794,
1,,Spine,3,2,1,,610000002794,
1,,Spine,10,4,1,,610000002794,
1,,Spine,,,1,,610000002795,
1,,Spine,3,2,1,,610000002795,
1,,Spine,11,5,1,,610000002795,
1,,Spine,,,1,,610000002796,
1,,Spine,3,2,1,,610000002796,
1,,Spine,11,6,1,,610000002796,
1,,Spine,0,1,1,,610000002797,
1,,Spine,1,1,1,,610000002797,
1,,Spine,,,1,,610000002798,
1,,Spine,1,1,1,,610000002798,
1,,Spine,1,2,1,,610000002799,
1,,Spine,,,1,,610000002800,
1,,Spine,2,2,1,,610000002800,
1,,Spine,,,1,,610000002801,
1,,Spine,3,3,1,,610000002801,
1,,Spine,5,3,1,,610000002802,
1,,Spine,5,3,1,,610000002803,
1,,Spine,5,4,1,,610000002804,
1,,Spine,4,3,1,,610000002805,
1,,Spine,6,4,1,,610000002806,
1,,Spine,6,3,1,,610000002807,
