
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
19555.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000003,610000002444,
19581.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000001,610000002447,
19556.9,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000003,610000002455,
19580.9,µm,Spine,Spine Attachment Pt Distance from Origin,9,3,1,100000001,610000002459,
19565.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000000,610000002469,
19581.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000001,610000002476,
19583,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000002,610000002494,
19584,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000002496,
19581.2,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000001,610000002498,
19580.9,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000001,610000002505,
19577.6,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,100000001,610000002509,
19559.5,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,100000000,610000002538,
19577.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,100000002,610000002541,
19576.9,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,100000002,610000002543,
19583,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000002,610000002559,
19577.6,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,100000002,610000002563,
19581.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000001,610000002573,
19559.3,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,100000000,610000002575,
19583.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000002,610000002584,
19577.6,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,100000001,610000002598,
19582.1,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,100000001,610000002615,
19574.6,µm,Spine,Spine Attachment Pt Distance from Origin,8,5,1,100000002,610000002628,
19583.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000002630,
19577.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,100000002,610000002641,
19588,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,100000002,610000002667,
19583.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,100000002,610000002682,
19558.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000002784,
19565.6,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002784,
19580.8,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000002784,
19561.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000002785,
19578.9,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002785,
19581.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000002785,
19558,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000002786,
19560.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000002786,
19580.9,µm,Spine,Spine Attachment Pt Distance from Origin,9,3,1,,610000002786,
19577.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000002786,
19559.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000002787,
19550.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002787,
19582.5,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,,610000002787,
19578.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000002787,
19576.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000002788,
19559.5,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000002788,
19582.1,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000002788,
19575.3,µm,Spine,Spine Attachment Pt Distance from Origin,7,4,1,,610000002789,
19559.7,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000002789,
19582.2,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000002789,
19577.2,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000002790,
19559,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000002790,
19577.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000002791,
19581.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000002791,
19558.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000002791,
19577.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000002792,
19581.2,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000002792,
19558.1,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000002792,
19557.8,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,,610000002793,
19580.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000002793,
19577,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,,610000002793,
19557.8,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,,610000002794,
19553.3,µm,Spine,Spine Attachment Pt Distance from Origin,11,5,1,,610000002795,
19578.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000002796,
19554.6,µm,Spine,Spine Attachment Pt Distance from Origin,11,6,1,,610000002796,
19586.5,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000002797,
19566.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002797,
19586,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000002798,
19584.3,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000002799,
19585.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000002800,
19585.2,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000002801,
19587.8,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000002802,
19587.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000002803,
19588.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,,610000002804,
19587,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000002805,
19583.2,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000002806,
19582.9,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000002807,
19583.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002808,
