
Soma Ellipsoid Axis C
 ==================== 
Soma Ellipsoid Axis C X,Soma Ellipsoid Axis C Y,Soma Ellipsoid Axis C Z,Unit,Category,Collection,Time,FilamentID,ID,
0.99084,-0.0950867,0.0958882,µm,Soma,Soma Ellipsoid Axis C,1,100000000,800000000,
0.970991,0.239057,-0.0053912,µm,Soma,Soma Ellipsoid Axis C,1,100000001,800000001,
0.72105,0.689023,-0.0730363,µm,Soma,Soma Ellipsoid Axis C,1,100000002,800000002,
-0.364179,-0.87893,-0.307986,µm,Soma,Soma Ellipsoid Axis C,1,100000003,800000003,
