
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
5.36916,µm,Spine,4,2,1,100000003,610000002444,
6.43559,µm,Spine,6,2,1,100000001,610000002447,
7.9187,µm,Spine,5,2,1,100000003,610000002455,
12.1271,µm,Spine,9,3,1,100000001,610000002459,
0.723288,µm,Spine,0,1,1,100000000,610000002469,
2.66306,µm,Spine,5,2,1,100000001,610000002476,
5.9071,µm,Spine,6,3,1,100000002,610000002485,
0,µm,Spine,0,1,1,100000002,610000002488,
3.88524,µm,Spine,3,2,1,100000002,610000002494,
1.28707,µm,Spine,0,1,1,100000002,610000002496,
6.19685,µm,Spine,6,2,1,100000001,610000002498,
6.05947,µm,Spine,6,4,1,100000002,610000002503,
1.72161,µm,Spine,5,3,1,100000001,610000002505,
9.95614,µm,Spine,8,4,1,100000001,610000002509,
8.24874,µm,Spine,3,2,1,100000002,610000002511,
7.95112,µm,Spine,5,3,1,100000000,610000002527,
10.6624,µm,Spine,10,4,1,100000000,610000002538,
9.4527,µm,Spine,5,4,1,100000002,610000002541,
9.23116,µm,Spine,4,4,1,100000002,610000002543,
5.9071,µm,Spine,6,3,1,100000002,610000002557,
3.99353,µm,Spine,3,2,1,100000002,610000002559,
7.48664,µm,Spine,2,3,1,100000002,610000002563,
8.91357,µm,Spine,4,3,1,100000002,610000002568,
6.05947,µm,Spine,6,4,1,100000002,610000002571,
7.31003,µm,Spine,6,2,1,100000001,610000002573,
10.1552,µm,Spine,10,4,1,100000000,610000002575,
5.9071,µm,Spine,6,3,1,100000002,610000002580,
16.9818,µm,Spine,11,6,1,100000000,610000002582,
1.39802,µm,Spine,2,1,1,100000002,610000002584,
10.4158,µm,Spine,9,4,1,100000001,610000002598,
16.9818,µm,Spine,11,6,1,100000000,610000002612,
8.34074,µm,Spine,8,2,1,100000001,610000002615,
0,µm,Spine,0,1,1,100000003,610000002618,
13.1466,µm,Spine,8,5,1,100000002,610000002628,
0.783627,µm,Spine,0,1,1,100000002,610000002630,
8.91357,µm,Spine,4,3,1,100000002,610000002641,
5.53001,µm,Spine,3,1,1,100000000,610000002644,
6.27264,µm,Spine,5,4,1,100000002,610000002667,
5.9071,µm,Spine,6,3,1,100000002,610000002679,
6.05947,µm,Spine,6,4,1,100000002,610000002682,
16.9818,µm,Spine,11,6,1,100000000,610000002713,
16.9762,µm,Spine,11,5,1,100000000,610000002714,
13.3321,µm,Spine,10,4,1,100000000,610000002715,
13.2108,µm,Spine,10,4,1,100000000,610000002716,
11.0999,µm,Spine,8,4,1,100000000,610000002717,
10.2135,µm,Spine,8,4,1,100000000,610000002718,
9.98022,µm,Spine,8,4,1,100000000,610000002719,
10.2101,µm,Spine,6,4,1,100000000,610000002720,
10.0919,µm,Spine,6,4,1,100000000,610000002721,
9.89189,µm,Spine,6,4,1,100000000,610000002722,
7.95112,µm,Spine,5,3,1,100000000,610000002723,
9.13316,µm,Spine,6,2,1,100000000,610000002724,
0.260544,µm,Spine,0,1,1,100000000,610000002725,
0.0881433,µm,Spine,0,1,1,100000000,610000002727,
6.18211,µm,Spine,6,3,1,100000001,610000002733,
11.9349,µm,Spine,9,3,1,100000001,610000002734,
8.56048,µm,Spine,8,3,1,100000001,610000002735,
9.37846,µm,Spine,7,3,1,100000001,610000002736,
8.03328,µm,Spine,7,3,1,100000001,610000002737,
6.67364,µm,Spine,6,2,1,100000001,610000002738,
6.67364,µm,Spine,6,2,1,100000001,610000002739,
6.28182,µm,Spine,6,2,1,100000001,610000002740,
3.56231,µm,Spine,5,2,1,100000001,610000002741,
1.85199,µm,Spine,5,3,1,100000001,610000002742,
0,µm,Spine,0,1,1,100000001,610000002743,
8.24874,µm,Spine,3,2,1,100000002,610000002745,
8.24874,µm,Spine,3,2,1,100000002,610000002746,
12.2381,µm,Spine,7,4,1,100000002,610000002747,
10.2289,µm,Spine,6,4,1,100000002,610000002748,
10.0522,µm,Spine,6,4,1,100000002,610000002749,
8.03838,µm,Spine,4,3,1,100000002,610000002750,
9.0447,µm,Spine,4,4,1,100000002,610000002751,
7.45449,µm,Spine,3,2,1,100000002,610000002752,
8.40473,µm,Spine,3,3,1,100000002,610000002753,
7.65287,µm,Spine,2,2,1,100000002,610000002754,
7.15498,µm,Spine,2,2,1,100000002,610000002755,
4.95503,µm,Spine,0,1,1,100000002,610000002756,
4.09156,µm,Spine,0,1,1,100000002,610000002757,
7.02525,µm,Spine,5,3,1,100000002,610000002759,
6.54051,µm,Spine,5,3,1,100000002,610000002760,
6.39277,µm,Spine,5,4,1,100000002,610000002761,
5.03825,µm,Spine,4,3,1,100000002,610000002762,
3.05482,µm,Spine,3,3,1,100000002,610000002763,
2.98333,µm,Spine,2,2,1,100000002,610000002764,
1.90556,µm,Spine,1,2,1,100000002,610000002765,
4.65792,µm,Spine,1,1,1,100000002,610000002766,
4.02712,µm,Spine,1,1,1,100000002,610000002767,
0.100381,µm,Spine,0,1,1,100000002,610000002768,
5.9071,µm,Spine,6,3,1,100000002,610000002771,
6.16144,µm,Spine,6,4,1,100000002,610000002772,
9.44831,µm,Spine,6,2,1,100000003,610000002775,
9.22007,µm,Spine,6,2,1,100000003,610000002776,
9.15274,µm,Spine,6,2,1,100000003,610000002777,
0.152049,µm,Spine,0,1,1,100000003,610000002783,
