
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2.67338,,Surface,4,Image 1,1,0,
3.65656,,Surface,4,Image 1,1,1,
1.60849,,Surface,4,Image 1,1,2,
5.37596,,Surface,4,Image 1,1,3,
