
Soma Intensity Sum Ch=2 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
608442,,Soma,2,Image 1,1,100000000,800000000,
585776,,Soma,2,Image 1,1,100000001,800000001,
742465,,Soma,2,Image 1,1,100000002,800000002,
692101,,Soma,2,Image 1,1,100000003,800000003,
