
Soma Position
 ==================== 
Soma Position X,Soma Position Y,Soma Position Z,Unit,Category,Collection,Time,FilamentID,ID,
5975.28,18578.3,1417.48,µm,Soma,Soma Position,1,100000000,800000000,
5978.76,18594.3,1418.32,µm,Soma,Soma Position,1,100000001,800000001,
5988.78,18590.7,1418.5,µm,Soma,Soma Position,1,100000002,800000002,
6004.22,18552.9,1418.53,µm,Soma,Soma Position,1,100000003,800000003,
