
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
8.50902,,Surface,3,Image 1,1,0,
6.04618,,Surface,3,Image 1,1,1,
9.34838,,Surface,3,Image 1,1,2,
2.71728,,Surface,3,Image 1,1,3,
