
Spine Attachment Pt Time
 ==================== 
Spine Attachment Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,4,2,1,100000003,610000002444,
0,s,Spine,6,2,1,100000001,610000002447,
0,s,Spine,5,2,1,100000003,610000002455,
0,s,Spine,9,3,1,100000001,610000002459,
0,s,Spine,0,1,1,100000000,610000002469,
0,s,Spine,5,2,1,100000001,610000002476,
0,s,Spine,3,2,1,100000002,610000002494,
0,s,Spine,0,1,1,100000002,610000002496,
0,s,Spine,6,2,1,100000001,610000002498,
0,s,Spine,5,3,1,100000001,610000002505,
0,s,Spine,8,4,1,100000001,610000002509,
0,s,Spine,10,4,1,100000000,610000002538,
0,s,Spine,5,4,1,100000002,610000002541,
0,s,Spine,4,4,1,100000002,610000002543,
0,s,Spine,3,2,1,100000002,610000002559,
0,s,Spine,2,3,1,100000002,610000002563,
0,s,Spine,6,2,1,100000001,610000002573,
0,s,Spine,10,4,1,100000000,610000002575,
0,s,Spine,2,1,1,100000002,610000002584,
0,s,Spine,9,4,1,100000001,610000002598,
0,s,Spine,8,2,1,100000001,610000002615,
0,s,Spine,8,5,1,100000002,610000002628,
0,s,Spine,0,1,1,100000002,610000002630,
0,s,Spine,4,3,1,100000002,610000002641,
0,s,Spine,5,4,1,100000002,610000002667,
0,s,Spine,6,4,1,100000002,610000002682,
0,s,Spine,6,2,1,,610000002784,
0,s,Spine,0,1,1,,610000002784,
0,s,Spine,5,3,1,,610000002784,
0,s,Spine,6,2,1,,610000002785,
0,s,Spine,0,1,1,,610000002785,
0,s,Spine,5,2,1,,610000002785,
0,s,Spine,6,2,1,,610000002786,
0,s,Spine,5,3,1,,610000002786,
0,s,Spine,9,3,1,,610000002786,
0,s,Spine,2,2,1,,610000002786,
0,s,Spine,6,4,1,,610000002787,
0,s,Spine,0,1,1,,610000002787,
0,s,Spine,8,3,1,,610000002787,
0,s,Spine,2,2,1,,610000002787,
0,s,Spine,3,3,1,,610000002788,
0,s,Spine,6,4,1,,610000002788,
0,s,Spine,7,3,1,,610000002788,
0,s,Spine,7,4,1,,610000002789,
0,s,Spine,6,4,1,,610000002789,
0,s,Spine,7,3,1,,610000002789,
0,s,Spine,6,4,1,,610000002790,
0,s,Spine,8,4,1,,610000002790,
0,s,Spine,6,4,1,,610000002791,
0,s,Spine,6,2,1,,610000002791,
0,s,Spine,8,4,1,,610000002791,
0,s,Spine,4,3,1,,610000002792,
0,s,Spine,6,2,1,,610000002792,
0,s,Spine,8,4,1,,610000002792,
0,s,Spine,10,4,1,,610000002793,
0,s,Spine,6,3,1,,610000002793,
0,s,Spine,4,4,1,,610000002793,
0,s,Spine,10,4,1,,610000002794,
0,s,Spine,11,5,1,,610000002795,
0,s,Spine,3,2,1,,610000002796,
0,s,Spine,11,6,1,,610000002796,
0,s,Spine,1,1,1,,610000002797,
0,s,Spine,0,1,1,,610000002797,
0,s,Spine,1,1,1,,610000002798,
0,s,Spine,1,2,1,,610000002799,
0,s,Spine,2,2,1,,610000002800,
0,s,Spine,3,3,1,,610000002801,
0,s,Spine,5,3,1,,610000002802,
0,s,Spine,5,3,1,,610000002803,
0,s,Spine,5,4,1,,610000002804,
0,s,Spine,4,3,1,,610000002805,
0,s,Spine,6,4,1,,610000002806,
0,s,Spine,6,3,1,,610000002807,
0,s,Spine,0,1,1,,610000002808,
