
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
5976.01,µm,Filament,Filament Position,1,100000000,
5972.84,µm,Filament,Filament Position,1,100000001,
5990.67,µm,Filament,Filament Position,1,100000002,
6004.75,µm,Filament,Filament Position,1,100000003,
