
Soma Ellipsoid Axis A Z
 ==================== 
Soma Ellipsoid Axis A Z,Unit,Category,Collection,Time,FilamentID,ID,
0.985932,µm,Soma,Soma Ellipsoid Axis A,1,100000000,800000000,
0.928217,µm,Soma,Soma Ellipsoid Axis A,1,100000001,800000001,
0.949447,µm,Soma,Soma Ellipsoid Axis A,1,100000002,800000002,
-0.951385,µm,Soma,Soma Ellipsoid Axis A,1,100000003,800000003,
