
Spine Terminal Pt Position X
 ==================== 
Spine Terminal Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
6005.58,µm,Spine,Spine Terminal Pt Position,4,2,1,100000003,610000002444,
5969.89,µm,Spine,Spine Terminal Pt Position,6,2,1,100000001,610000002447,
5975.48,µm,Spine,Spine Terminal Pt Position,,,1,,610000002449,
6007.79,µm,Spine,Spine Terminal Pt Position,5,2,1,100000003,610000002455,
5965.43,µm,Spine,Spine Terminal Pt Position,9,3,1,100000001,610000002459,
5987.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000002461,
5980.91,µm,Spine,Spine Terminal Pt Position,,,1,,610000002464,
5973.27,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002469,
5973.66,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000002476,
5982.05,µm,Spine,Spine Terminal Pt Position,6,3,1,100000002,610000002485,
5988.55,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000002488,
5975.74,µm,Spine,Spine Terminal Pt Position,,,1,,610000002490,
5983.35,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000002494,
5991.6,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000002496,
5970.74,µm,Spine,Spine Terminal Pt Position,6,2,1,100000001,610000002498,
5981.27,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000002503,
5975.09,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000002505,
5969.76,µm,Spine,Spine Terminal Pt Position,8,4,1,100000001,610000002509,
5993.62,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000002511,
5980.16,µm,Spine,Spine Terminal Pt Position,,,1,,610000002513,
6003.3,µm,Spine,Spine Terminal Pt Position,,,1,,610000002523,
5977.37,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000002527,
5980.49,µm,Spine,Spine Terminal Pt Position,,,1,,610000002529,
5979.77,µm,Spine,Spine Terminal Pt Position,,,1,,610000002532,
5978.34,µm,Spine,Spine Terminal Pt Position,10,4,1,100000000,610000002538,
5994.46,µm,Spine,Spine Terminal Pt Position,5,4,1,100000002,610000002541,
5994.4,µm,Spine,Spine Terminal Pt Position,4,4,1,100000002,610000002543,
5976.07,µm,Spine,Spine Terminal Pt Position,,,1,,610000002546,
5986.6,µm,Spine,Spine Terminal Pt Position,,,1,,610000002549,
5981.66,µm,Spine,Spine Terminal Pt Position,6,3,1,100000002,610000002557,
5983.74,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000002559,
5993.16,µm,Spine,Spine Terminal Pt Position,2,3,1,100000002,610000002563,
5994.4,µm,Spine,Spine Terminal Pt Position,4,3,1,100000002,610000002568,
5981.59,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000002571,
5969.63,µm,Spine,Spine Terminal Pt Position,6,2,1,100000001,610000002573,
5978.6,µm,Spine,Spine Terminal Pt Position,10,4,1,100000000,610000002575,
5981.53,µm,Spine,Spine Terminal Pt Position,6,3,1,100000002,610000002580,
5975.55,µm,Spine,Spine Terminal Pt Position,11,6,1,100000000,610000002582,
5986.01,µm,Spine,Spine Terminal Pt Position,2,1,1,100000002,610000002584,
5970.35,µm,Spine,Spine Terminal Pt Position,9,4,1,100000001,610000002598,
5975.68,µm,Spine,Spine Terminal Pt Position,11,6,1,100000000,610000002612,
5969.05,µm,Spine,Spine Terminal Pt Position,8,2,1,100000001,610000002615,
5995.44,µm,Spine,Spine Terminal Pt Position,8,5,1,100000002,610000002628,
5991.15,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000002630,
5994.4,µm,Spine,Spine Terminal Pt Position,4,3,1,100000002,610000002641,
5977.24,µm,Spine,Spine Terminal Pt Position,3,1,1,100000000,610000002644,
5986.92,µm,Spine,Spine Terminal Pt Position,,,1,,610000002660,
5995.11,µm,Spine,Spine Terminal Pt Position,5,4,1,100000002,610000002667,
5981.72,µm,Spine,Spine Terminal Pt Position,6,3,1,100000002,610000002679,
5981.66,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000002682,
5975.16,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002784,
6007.92,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000002784,
5974.96,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000002784,
5972.95,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000002785,
5991.92,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002785,
5979.58,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000002785,
6008.31,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000002786,
5991.66,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002786,
5977.3,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000002786,
5965.93,µm,Spine,Spine Terminal Pt Position,9,3,1,,610000002786,
6004.47,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002787,
5976.02,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000002787,
5969.11,µm,Spine,Spine Terminal Pt Position,8,3,1,,610000002787,
5992.08,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002787,
6003.56,µm,Spine,Spine Terminal Pt Position,,,1,,610000002788,
5992.32,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000002788,
5975.62,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000002788,
5971.19,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000002788,
5994.99,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000002789,
5975.81,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000002789,
5970.02,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000002789,
5970.09,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000002790,
5994.85,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000002790,
5976.85,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000002790,
5970.02,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000002791,
5994.98,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000002791,
5976.98,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000002791,
5993.81,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000002792,
5970.61,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000002792,
5977.63,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000002792,
5970.35,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000002793,
5975.89,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000002793,
5993.94,µm,Spine,Spine Terminal Pt Position,4,4,1,,610000002793,
5979.06,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002794,
5993.16,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002794,
5975.94,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000002794,
5977.24,µm,Spine,Spine Terminal Pt Position,,,1,,610000002795,
5993.88,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002795,
5975.35,µm,Spine,Spine Terminal Pt Position,11,5,1,,610000002795,
5976.6,µm,Spine,Spine Terminal Pt Position,,,1,,610000002796,
5993.81,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002796,
5975.48,µm,Spine,Spine Terminal Pt Position,11,6,1,,610000002796,
5973.53,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002797,
5992.71,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002797,
5973.53,µm,Spine,Spine Terminal Pt Position,,,1,,610000002798,
5992.87,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002798,
5992.32,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002799,
5974.98,µm,Spine,Spine Terminal Pt Position,,,1,,610000002800,
5993.1,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002800,
5975.81,µm,Spine,Spine Terminal Pt Position,,,1,,610000002801,
5993.29,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000002801,
5995.9,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000002802,
5995.58,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000002803,
5995.24,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000002804,
5994.26,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000002805,
5981.72,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000002806,
5981.79,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000002807,
