
Spine Part Volume Ground
 ==================== 
Spine Part Volume Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.025817,µm^3,Spine,Spine Part Volume,4,2,1,100000003,610000002444,
0.0521733,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000002447,
0.0848718,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002452,
0.0489237,µm^3,Spine,Spine Part Volume,5,2,1,100000003,610000002455,
0.0289498,µm^3,Spine,Spine Part Volume,9,3,1,100000001,610000002459,
0.0365655,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002462,
0.0625409,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002466,
0.0589583,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002469,
0.0423942,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002473,
0.050111,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000002476,
0.03654,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002480,
0.061017,µm^3,Spine,Spine Part Volume,6,3,1,100000002,610000002485,
0.0133459,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002488,
0.0187547,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002492,
0.0367431,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002494,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002496,
0.0195648,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000002498,
0.0496774,µm^3,Spine,Spine Part Volume,6,4,1,100000002,610000002503,
0.0388049,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000002505,
0.00999746,µm^3,Spine,Spine Part Volume,8,4,1,100000001,610000002509,
0.019034,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002511,
0.0473469,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002515,
0.166866,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002518,
0.0571067,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002521,
0.00624629,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000002525,
0.0124379,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000002527,
0.0453672,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002530,
0.0283154,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002533,
0.0301831,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002536,
0.018158,µm^3,Spine,Spine Part Volume,10,4,1,100000000,610000002538,
0.0324315,µm^3,Spine,Spine Part Volume,5,4,1,100000002,610000002541,
0.0111161,µm^3,Spine,Spine Part Volume,4,4,1,100000002,610000002543,
0.0514208,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002547,
0.0388122,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002551,
0.0587433,µm^3,Spine,Spine Part Volume,6,3,1,100000002,610000002557,
0.0143414,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002559,
0.0108831,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002561,
0.0264785,µm^3,Spine,Spine Part Volume,2,3,1,100000002,610000002563,
0.0161211,µm^3,Spine,Spine Part Volume,4,3,1,100000002,610000002568,
0.0315157,µm^3,Spine,Spine Part Volume,6,4,1,100000002,610000002571,
0.00288199,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000002573,
0.0154203,µm^3,Spine,Spine Part Volume,10,4,1,100000000,610000002575,
0.0590036,µm^3,Spine,Spine Part Volume,6,3,1,100000002,610000002580,
0.021992,µm^3,Spine,Spine Part Volume,11,6,1,100000000,610000002582,
0.0207198,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000002584,
0.0247853,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002586,
0.0581636,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002588,
0.0966068,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002590,
0.0786882,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000002592,
0.12463,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002595,
0.0218671,µm^3,Spine,Spine Part Volume,9,4,1,100000001,610000002598,
0.0402789,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002601,
0.022476,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002606,
0.0183588,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002609,
0.0166513,µm^3,Spine,Spine Part Volume,11,6,1,100000000,610000002612,
0.0305873,µm^3,Spine,Spine Part Volume,8,2,1,100000001,610000002615,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000002618,
0.0257284,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002620,
0.0128508,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002623,
0.0521737,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002626,
0.0130791,µm^3,Spine,Spine Part Volume,8,5,1,100000002,610000002628,
0.027527,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002630,
0.0334612,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002632,
0.0866807,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002635,
0.0834273,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002638,
0.014437,µm^3,Spine,Spine Part Volume,4,3,1,100000002,610000002641,
0.0185316,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000002644,
0.0589585,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002650,
0.0840173,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002652,
0.0523477,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002658,
0.0224482,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002661,
0.00640734,µm^3,Spine,Spine Part Volume,5,4,1,100000002,610000002667,
0.0510696,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002669,
0.0335719,µm^3,Spine,Spine Part Volume,6,3,1,100000002,610000002679,
0.0363645,µm^3,Spine,Spine Part Volume,6,4,1,100000002,610000002682,
0.0151546,µm^3,Spine,Spine Part Volume,11,6,1,100000000,610000002713,
0.0125005,µm^3,Spine,Spine Part Volume,11,5,1,100000000,610000002714,
0.0113048,µm^3,Spine,Spine Part Volume,10,4,1,100000000,610000002715,
0.00613633,µm^3,Spine,Spine Part Volume,10,4,1,100000000,610000002716,
0.036189,µm^3,Spine,Spine Part Volume,8,4,1,100000000,610000002717,
0.0169113,µm^3,Spine,Spine Part Volume,8,4,1,100000000,610000002718,
0.0180322,µm^3,Spine,Spine Part Volume,8,4,1,100000000,610000002719,
0.0170557,µm^3,Spine,Spine Part Volume,6,4,1,100000000,610000002720,
0.0537968,µm^3,Spine,Spine Part Volume,6,4,1,100000000,610000002721,
0.0221176,µm^3,Spine,Spine Part Volume,6,4,1,100000000,610000002722,
0.00328313,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000002723,
0.00155575,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000002724,
0.0242706,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002725,
0.0224922,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002727,
0.0536673,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000002733,
0.0162256,µm^3,Spine,Spine Part Volume,9,3,1,100000001,610000002734,
0.0186764,µm^3,Spine,Spine Part Volume,8,3,1,100000001,610000002735,
0.00852646,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000002736,
0.00295421,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000002737,
0.0182769,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000002738,
0.0204382,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000002739,
0.0519113,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000002740,
0.0427536,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000002741,
0.0615365,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000002742,
0.0104707,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002743,
0.0243246,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002745,
0.0134356,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002746,
0.0180726,µm^3,Spine,Spine Part Volume,7,4,1,100000002,610000002747,
0.0149303,µm^3,Spine,Spine Part Volume,6,4,1,100000002,610000002748,
0.0232437,µm^3,Spine,Spine Part Volume,6,4,1,100000002,610000002749,
0.0286111,µm^3,Spine,Spine Part Volume,4,3,1,100000002,610000002750,
0.0107123,µm^3,Spine,Spine Part Volume,4,4,1,100000002,610000002751,
0.0221601,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002752,
0.00474838,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000002753,
0.0111253,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000002754,
0.00882415,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000002755,
0.00911359,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002756,
0.00174482,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002757,
0.0185426,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000002759,
0.0102348,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000002760,
0.00968771,µm^3,Spine,Spine Part Volume,5,4,1,100000002,610000002761,
0.00930666,µm^3,Spine,Spine Part Volume,4,3,1,100000002,610000002762,
0.0123093,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000002763,
0.012061,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000002764,
0.014252,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000002765,
0.032152,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000002766,
0.0183376,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000002767,
0.0280531,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002768,
0.0293424,µm^3,Spine,Spine Part Volume,6,3,1,100000002,610000002771,
0.0222118,µm^3,Spine,Spine Part Volume,6,4,1,100000002,610000002772,
0.0276585,µm^3,Spine,Spine Part Volume,6,2,1,100000003,610000002775,
0.00910167,µm^3,Spine,Spine Part Volume,6,2,1,100000003,610000002776,
0.0138444,µm^3,Spine,Spine Part Volume,6,2,1,100000003,610000002777,
0.0439487,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000002783,
