
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
13,,Segment,3,3,Image 1,2,1,100000002,510000000019,
3,,Segment,3,2,Image 1,2,1,100000002,510000000021,
10,,Segment,3,1,Image 1,2,1,100000002,510000000030,
58,,Segment,3,0,Image 1,1,1,100000002,510000000113,
13,,Segment,3,8,Image 1,5,1,100000002,510000000132,
23,,Segment,3,7,Image 1,4,1,100000002,510000000154,
14,,Segment,3,6,Image 1,4,1,100000002,510000000167,
6,,Segment,3,5,Image 1,4,1,100000002,510000000172,
11,,Segment,3,4,Image 1,3,1,100000002,510000000182,
3,,Segment,3,3,Image 1,3,1,100000002,510000000184,
3,,Segment,3,8,Image 1,4,1,100000002,510000000186,
8,,Segment,3,5,Image 1,5,1,100000002,510000000193,
18,,Segment,3,4,Image 1,4,1,100000002,510000000210,
5,,Segment,3,7,Image 1,5,1,100000002,510000000214,
3,,Segment,3,5,Image 1,4,1,100000002,510000000216,
11,,Segment,3,3,Image 1,3,1,100000002,510000000226,
4,,Segment,3,2,Image 1,3,1,100000002,510000000229,
4,,Segment,3,5,Image 1,3,1,100000002,510000000232,
6,,Segment,3,6,Image 1,5,1,100000002,510000000237,
9,,Segment,3,2,Image 1,2,1,100000002,510000000245,
6,,Segment,3,1,Image 1,1,1,100000002,510000000250,
4,,Segment,3,3,Image 1,4,1,100000002,510000000253,
23,,Segment,3,11,Image 1,7,1,100000002,510000000276,
15,,Segment,3,10,Image 1,7,1,100000002,510000000290,
13,,Segment,3,9,Image 1,7,1,100000002,510000000302,
3,,Segment,3,8,Image 1,6,1,100000002,510000000304,
14,,Segment,3,7,Image 1,6,1,100000002,510000000317,
5,,Segment,3,6,Image 1,5,1,100000002,510000000321,
16,,Segment,3,5,Image 1,4,1,100000002,510000000336,
18,,Segment,3,4,Image 1,4,1,100000002,510000000353,
16,,Segment,3,3,Image 1,3,1,100000002,510000000368,
12,,Segment,3,1,Image 1,2,1,100000002,510000000380,
20,,Segment,3,0,Image 1,1,1,100000002,510000000401,
3,,Segment,3,11,Image 1,8,1,100000002,510000000427,
5,,Segment,3,9,Image 1,6,1,100000002,510000000432,
3,,Segment,3,8,Image 1,7,1,100000002,510000000434,
22,,Segment,3,11,Image 1,6,1,100000000,510000000455,
5,,Segment,3,10,Image 1,5,1,100000000,510000000459,
46,,Segment,3,9,Image 1,5,1,100000000,510000000504,
27,,Segment,3,8,Image 1,4,1,100000000,510000000530,
6,,Segment,3,7,Image 1,3,1,100000000,510000000535,
6,,Segment,3,6,Image 1,3,1,100000000,510000000540,
10,,Segment,3,5,Image 1,3,1,100000000,510000000549,
10,,Segment,3,4,Image 1,2,1,100000000,510000000558,
7,,Segment,3,3,Image 1,1,1,100000000,510000000564,
5,,Segment,3,2,Image 1,1,1,100000000,510000000568,
36,,Segment,3,1,Image 1,1,1,100000000,510000000603,
27,,Segment,3,0,Image 1,1,1,100000000,510000000632,
12,,Segment,3,10,Image 1,6,1,100000000,510000000654,
8,,Segment,3,11,Image 1,5,1,100000000,510000000661,
5,,Segment,3,11,Image 1,4,1,100000001,510000000665,
11,,Segment,3,10,Image 1,4,1,100000001,510000000675,
7,,Segment,3,9,Image 1,4,1,100000001,510000000681,
7,,Segment,3,8,Image 1,3,1,100000001,510000000687,
23,,Segment,3,7,Image 1,3,1,100000001,510000000709,
16,,Segment,3,6,Image 1,3,1,100000001,510000000724,
58,,Segment,3,5,Image 1,2,1,100000001,510000000781,
3,,Segment,3,4,Image 1,2,1,100000001,510000000783,
4,,Segment,3,2,Image 1,1,1,100000001,510000000787,
4,,Segment,3,1,Image 1,1,1,100000001,510000000790,
3,,Segment,3,0,Image 1,1,1,100000001,510000000806,
16,,Segment,3,9,Image 1,3,1,100000001,510000000841,
4,,Segment,3,10,Image 1,5,1,100000001,510000000844,
7,,Segment,3,8,Image 1,4,1,100000001,510000000850,
17,,Segment,3,10,Image 1,4,1,100000000,510000000866,
9,,Segment,3,9,Image 1,4,1,100000000,510000000874,
8,,Segment,3,10,Image 1,5,1,100000000,510000000882,
69,,Segment,3,9,Image 1,3,1,100000001,510000000950,
14,,Segment,3,8,Image 1,2,1,100000001,510000000963,
6,,Segment,3,7,Image 1,2,1,100000001,510000000968,
18,,Segment,3,6,Image 1,2,1,100000001,510000000985,
11,,Segment,3,10,Image 1,4,1,100000000,510000000995,
3,,Segment,3,9,Image 1,3,1,100000000,510000000997,
6,,Segment,3,8,Image 1,3,1,100000000,510000001002,
6,,Segment,3,7,Image 1,5,1,100000000,510000001007,
23,,Segment,3,6,Image 1,4,1,100000000,510000001029,
4,,Segment,3,7,Image 1,3,1,100000000,510000001033,
23,,Segment,3,6,Image 1,2,1,100000000,510000001055,
15,,Segment,3,5,Image 1,2,1,100000000,510000001069,
18,,Segment,3,7,Image 1,4,1,100000003,510000001087,
12,,Segment,3,6,Image 1,3,1,100000003,510000001098,
