
Soma Ellipticity (prolate)
 ==================== 
Soma Ellipticity (prolate),Unit,Category,Time,FilamentID,ID,
0.329798,,Soma,1,100000000,800000000,
0.382864,,Soma,1,100000001,800000001,
0.0822695,,Soma,1,100000002,800000002,
0.429141,,Soma,1,100000003,800000003,
