
Soma Sphericity
 ==================== 
Soma Sphericity,Unit,Category,Time,FilamentID,ID,
0.756063,,Soma,1,100000000,800000000,
0.761001,,Soma,1,100000001,800000001,
0.659477,,Soma,1,100000002,800000002,
0.679041,,Soma,1,100000003,800000003,
