
Spine Center Intensity Sum Ch=4 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
34,,Spine,4,4,Image 1,2,1,100000003,610000002444,
84,,Spine,4,6,Image 1,2,1,100000001,610000002447,
160,,Spine,4,0,Image 1,1,1,100000000,610000002452,
97,,Spine,4,5,Image 1,2,1,100000003,610000002455,
94,,Spine,4,9,Image 1,3,1,100000001,610000002459,
36,,Spine,4,0,Image 1,1,1,100000002,610000002462,
69,,Spine,4,0,Image 1,1,1,100000001,610000002466,
90,,Spine,4,0,Image 1,1,1,100000000,610000002469,
173,,Spine,4,0,Image 1,1,1,100000002,610000002473,
92,,Spine,4,5,Image 1,2,1,100000001,610000002476,
170,,Spine,4,0,Image 1,1,1,100000002,610000002480,
245,,Spine,4,6,Image 1,3,1,100000002,610000002485,
99,,Spine,4,0,Image 1,1,1,100000002,610000002488,
180,,Spine,4,0,Image 1,1,1,100000000,610000002492,
60,,Spine,4,3,Image 1,2,1,100000002,610000002494,
86,,Spine,4,0,Image 1,1,1,100000002,610000002496,
77,,Spine,4,6,Image 1,2,1,100000001,610000002498,
416,,Spine,4,6,Image 1,4,1,100000002,610000002503,
118,,Spine,4,5,Image 1,3,1,100000001,610000002505,
145,,Spine,4,8,Image 1,4,1,100000001,610000002509,
98,,Spine,4,3,Image 1,2,1,100000002,610000002511,
193,,Spine,4,0,Image 1,1,1,100000001,610000002515,
196,,Spine,4,0,Image 1,1,1,100000002,610000002518,
80,,Spine,4,0,Image 1,1,1,100000000,610000002521,
125,,Spine,4,0,Image 1,1,1,100000003,610000002525,
76,,Spine,4,5,Image 1,3,1,100000000,610000002527,
112,,Spine,4,0,Image 1,1,1,100000001,610000002530,
164,,Spine,4,0,Image 1,1,1,100000001,610000002533,
71,,Spine,4,0,Image 1,1,1,100000002,610000002536,
90,,Spine,4,10,Image 1,4,1,100000000,610000002538,
127,,Spine,4,5,Image 1,4,1,100000002,610000002541,
47,,Spine,4,4,Image 1,4,1,100000002,610000002543,
108,,Spine,4,0,Image 1,1,1,100000000,610000002547,
148,,Spine,4,0,Image 1,1,1,100000002,610000002551,
419,,Spine,4,6,Image 1,3,1,100000002,610000002557,
48,,Spine,4,3,Image 1,2,1,100000002,610000002559,
20,,Spine,4,0,Image 1,1,1,100000000,610000002561,
95,,Spine,4,2,Image 1,3,1,100000002,610000002563,
126,,Spine,4,4,Image 1,3,1,100000002,610000002568,
179,,Spine,4,6,Image 1,4,1,100000002,610000002571,
114,,Spine,4,6,Image 1,2,1,100000001,610000002573,
91,,Spine,4,10,Image 1,4,1,100000000,610000002575,
