
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.19929,µm,Segment,3,2,1,100000002,510000000019,
0.1853,µm,Segment,2,2,1,100000002,510000000021,
0.86091,µm,Segment,1,2,1,100000002,510000000030,
6.40828,µm,Segment,0,1,1,100000002,510000000113,
1.2177,µm,Segment,8,5,1,100000002,510000000132,
2.02149,µm,Segment,7,4,1,100000002,510000000154,
1.24501,µm,Segment,6,4,1,100000002,510000000167,
0.532737,µm,Segment,5,4,1,100000002,510000000172,
1.13825,µm,Segment,4,3,1,100000002,510000000182,
0.42949,µm,Segment,3,3,1,100000002,510000000184,
0.458087,µm,Segment,8,4,1,100000002,510000000186,
0.747294,µm,Segment,5,5,1,100000002,510000000193,
1.64646,µm,Segment,4,4,1,100000002,510000000210,
0.579288,µm,Segment,7,5,1,100000002,510000000214,
0.374271,µm,Segment,5,4,1,100000002,510000000216,
1.09309,µm,Segment,3,3,1,100000002,510000000226,
0.400008,µm,Segment,2,3,1,100000002,510000000229,
0.441154,µm,Segment,5,3,1,100000002,510000000232,
0.565535,µm,Segment,6,5,1,100000002,510000000237,
0.666516,µm,Segment,2,2,1,100000002,510000000245,
0.651602,µm,Segment,1,1,1,100000002,510000000250,
0.4628,µm,Segment,3,4,1,100000002,510000000253,
2.18493,µm,Segment,11,7,1,100000002,510000000276,
1.38109,µm,Segment,10,7,1,100000002,510000000290,
1.27681,µm,Segment,9,7,1,100000002,510000000302,
0.223415,µm,Segment,8,6,1,100000002,510000000304,
0.993345,µm,Segment,7,6,1,100000002,510000000317,
0.398149,µm,Segment,6,5,1,100000002,510000000321,
1.52508,µm,Segment,5,4,1,100000002,510000000336,
1.53946,µm,Segment,4,4,1,100000002,510000000353,
1.6618,µm,Segment,3,3,1,100000002,510000000368,
1.0525,µm,Segment,1,2,1,100000002,510000000380,
1.72594,µm,Segment,0,1,1,100000002,510000000401,
0.359095,µm,Segment,11,8,1,100000002,510000000427,
0.662003,µm,Segment,9,6,1,100000002,510000000432,
0.380464,µm,Segment,8,7,1,100000002,510000000434,
1.95933,µm,Segment,11,6,1,100000000,510000000455,
0.472034,µm,Segment,10,5,1,100000000,510000000459,
3.86492,µm,Segment,9,5,1,100000000,510000000504,
2.54258,µm,Segment,8,4,1,100000000,510000000530,
0.518797,µm,Segment,7,3,1,100000000,510000000535,
0.55338,µm,Segment,6,3,1,100000000,510000000540,
0.92685,µm,Segment,5,3,1,100000000,510000000549,
0.999151,µm,Segment,4,2,1,100000000,510000000558,
0.795854,µm,Segment,3,1,1,100000000,510000000564,
0.438027,µm,Segment,2,1,1,100000000,510000000568,
2.76872,µm,Segment,1,1,1,100000000,510000000603,
2.32326,µm,Segment,0,1,1,100000000,510000000632,
1.30614,µm,Segment,10,6,1,100000000,510000000654,
0.882024,µm,Segment,11,5,1,100000000,510000000661,
0.500972,µm,Segment,11,4,1,100000001,510000000665,
0.982048,µm,Segment,10,4,1,100000001,510000000675,
0.632408,µm,Segment,9,4,1,100000001,510000000681,
0.722817,µm,Segment,8,3,1,100000001,510000000687,
1.86885,µm,Segment,7,3,1,100000001,510000000709,
1.529,µm,Segment,6,3,1,100000001,510000000724,
4.65124,µm,Segment,5,2,1,100000001,510000000781,
0.318908,µm,Segment,4,2,1,100000001,510000000783,
0.290339,µm,Segment,2,1,1,100000001,510000000787,
0.341315,µm,Segment,1,1,1,100000001,510000000790,
0.209835,µm,Segment,0,1,1,100000001,510000000806,
1.75719,µm,Segment,9,3,1,100000001,510000000841,
0.458484,µm,Segment,10,5,1,100000001,510000000844,
0.718224,µm,Segment,8,4,1,100000001,510000000850,
1.72469,µm,Segment,10,4,1,100000000,510000000866,
1.01366,µm,Segment,9,4,1,100000000,510000000874,
0.949435,µm,Segment,10,5,1,100000000,510000000882,
4.9883,µm,Segment,9,3,1,100000001,510000000950,
1.12529,µm,Segment,8,2,1,100000001,510000000963,
0.451214,µm,Segment,7,2,1,100000001,510000000968,
