
Soma Intensity Max Ch=3 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
66,,Soma,3,Image 1,1,100000000,800000000,
45,,Soma,3,Image 1,1,100000001,800000001,
107,,Soma,3,Image 1,1,100000002,800000002,
0,,Soma,3,Image 1,1,100000003,800000003,
