
Segment Center Intensity Min Ch=4 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,4,3,Image 1,2,1,100000002,510000000019,
68,,Segment,4,2,Image 1,2,1,100000002,510000000021,
25,,Segment,4,1,Image 1,2,1,100000002,510000000030,
0,,Segment,4,0,Image 1,1,1,100000002,510000000113,
9,,Segment,4,8,Image 1,5,1,100000002,510000000132,
0,,Segment,4,7,Image 1,4,1,100000002,510000000154,
16,,Segment,4,6,Image 1,4,1,100000002,510000000167,
26,,Segment,4,5,Image 1,4,1,100000002,510000000172,
47,,Segment,4,4,Image 1,3,1,100000002,510000000182,
54,,Segment,4,3,Image 1,3,1,100000002,510000000184,
0,,Segment,4,8,Image 1,4,1,100000002,510000000186,
0,,Segment,4,5,Image 1,5,1,100000002,510000000193,
0,,Segment,4,4,Image 1,4,1,100000002,510000000210,
6,,Segment,4,7,Image 1,5,1,100000002,510000000214,
0,,Segment,4,5,Image 1,4,1,100000002,510000000216,
13,,Segment,4,3,Image 1,3,1,100000002,510000000226,
13,,Segment,4,2,Image 1,3,1,100000002,510000000229,
12,,Segment,4,5,Image 1,3,1,100000002,510000000232,
53,,Segment,4,6,Image 1,5,1,100000002,510000000237,
0,,Segment,4,2,Image 1,2,1,100000002,510000000245,
17,,Segment,4,1,Image 1,1,1,100000002,510000000250,
12,,Segment,4,3,Image 1,4,1,100000002,510000000253,
65,,Segment,4,11,Image 1,7,1,100000002,510000000276,
18,,Segment,4,10,Image 1,7,1,100000002,510000000290,
12,,Segment,4,9,Image 1,7,1,100000002,510000000302,
23,,Segment,4,8,Image 1,6,1,100000002,510000000304,
0,,Segment,4,7,Image 1,6,1,100000002,510000000317,
0,,Segment,4,6,Image 1,5,1,100000002,510000000321,
23,,Segment,4,5,Image 1,4,1,100000002,510000000336,
5,,Segment,4,4,Image 1,4,1,100000002,510000000353,
25,,Segment,4,3,Image 1,3,1,100000002,510000000368,
0,,Segment,4,1,Image 1,2,1,100000002,510000000380,
31,,Segment,4,0,Image 1,1,1,100000002,510000000401,
37,,Segment,4,11,Image 1,8,1,100000002,510000000427,
4,,Segment,4,9,Image 1,6,1,100000002,510000000432,
21,,Segment,4,8,Image 1,7,1,100000002,510000000434,
4,,Segment,4,11,Image 1,6,1,100000000,510000000455,
22,,Segment,4,10,Image 1,5,1,100000000,510000000459,
0,,Segment,4,9,Image 1,5,1,100000000,510000000504,
9,,Segment,4,8,Image 1,4,1,100000000,510000000530,
11,,Segment,4,7,Image 1,3,1,100000000,510000000535,
15,,Segment,4,6,Image 1,3,1,100000000,510000000540,
9,,Segment,4,5,Image 1,3,1,100000000,510000000549,
0,,Segment,4,4,Image 1,2,1,100000000,510000000558,
14,,Segment,4,3,Image 1,1,1,100000000,510000000564,
22,,Segment,4,2,Image 1,1,1,100000000,510000000568,
6,,Segment,4,1,Image 1,1,1,100000000,510000000603,
13,,Segment,4,0,Image 1,1,1,100000000,510000000632,
25,,Segment,4,10,Image 1,6,1,100000000,510000000654,
22,,Segment,4,11,Image 1,5,1,100000000,510000000661,
10,,Segment,4,11,Image 1,4,1,100000001,510000000665,
10,,Segment,4,10,Image 1,4,1,100000001,510000000675,
22,,Segment,4,9,Image 1,4,1,100000001,510000000681,
14,,Segment,4,8,Image 1,3,1,100000001,510000000687,
5,,Segment,4,7,Image 1,3,1,100000001,510000000709,
13,,Segment,4,6,Image 1,3,1,100000001,510000000724,
15,,Segment,4,5,Image 1,2,1,100000001,510000000781,
30,,Segment,4,4,Image 1,2,1,100000001,510000000783,
30,,Segment,4,2,Image 1,1,1,100000001,510000000787,
27,,Segment,4,1,Image 1,1,1,100000001,510000000790,
45,,Segment,4,0,Image 1,1,1,100000001,510000000806,
10,,Segment,4,9,Image 1,3,1,100000001,510000000841,
0,,Segment,4,10,Image 1,5,1,100000001,510000000844,
15,,Segment,4,8,Image 1,4,1,100000001,510000000850,
8,,Segment,4,10,Image 1,4,1,100000000,510000000866,
16,,Segment,4,9,Image 1,4,1,100000000,510000000874,
14,,Segment,4,10,Image 1,5,1,100000000,510000000882,
14,,Segment,4,9,Image 1,3,1,100000001,510000000950,
31,,Segment,4,8,Image 1,2,1,100000001,510000000963,
45,,Segment,4,7,Image 1,2,1,100000001,510000000968,
13,,Segment,4,6,Image 1,2,1,100000001,510000000985,
0,,Segment,4,10,Image 1,4,1,100000000,510000000995,
67,,Segment,4,9,Image 1,3,1,100000000,510000000997,
27,,Segment,4,8,Image 1,3,1,100000000,510000001002,
15,,Segment,4,7,Image 1,5,1,100000000,510000001007,
15,,Segment,4,6,Image 1,4,1,100000000,510000001029,
0,,Segment,4,7,Image 1,3,1,100000000,510000001033,
12,,Segment,4,6,Image 1,2,1,100000000,510000001055,
20,,Segment,4,5,Image 1,2,1,100000000,510000001069,
10,,Segment,4,7,Image 1,4,1,100000003,510000001087,
14,,Segment,4,6,Image 1,3,1,100000003,510000001098,
7,,Segment,4,5,Image 1,2,1,100000003,510000001134,
14,,Segment,4,4,Image 1,2,1,100000003,510000001155,
12,,Segment,4,3,Image 1,1,1,100000003,510000001167,
10,,Segment,4,1,Image 1,1,1,100000003,510000001185,
54,,Segment,4,0,Image 1,1,1,100000003,510000001208,
21,,Segment,4,10,Image 1,3,1,100000000,510000001222,
0,,Segment,4,7,Image 1,4,1,100000001,510000001245,
9,,Segment,4,6,Image 1,3,1,100000000,510000001254,
29,,Segment,4,7,Image 1,4,1,100000000,510000001259,
33,,Segment,4,7,Image 1,3,1,100000003,510000001264,
0,,Segment,4,9,Image 1,2,1,100000001,510000001276,
0,,Segment,4,7,Image 1,3,1,100000001,510000001297,
0,,Segment,4,5,Image 1,3,1,100000002,510000001333,
11,,Segment,4,4,Image 1,3,1,100000002,510000001346,
27,,Segment,4,6,Image 1,2,1,100000003,510000001357,
23,,Segment,4,8,Image 1,3,1,100000001,510000001364,
0,,Segment,4,6,Image 1,5,1,100000002,510000001367,
10,,Segment,4,5,Image 1,4,1,100000002,510000001381,
6,,Segment,4,7,Image 1,4,1,100000002,510000001384,
6,,Segment,4,6,Image 1,4,1,100000002,510000001387,
12,,Segment,4,6,Image 1,4,1,100000002,510000001392,
21,,Segment,4,4,Image 1,1,1,100000000,510000001394,
0,,Segment,4,3,Image 1,2,1,100000003,510000001437,
7,,Segment,4,2,Image 1,2,1,100000000,510000001440,
32,,Segment,4,6,Image 1,3,1,100000002,510000001448,
82,,Segment,4,5,Image 1,3,1,100000002,510000001450,
55,,Segment,4,4,Image 1,2,1,100000002,510000001461,
