
Spine Center Intensity Median Ch=2 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2.03125,,Spine,2,4,Image 1,2,1,100000003,610000002444,
17.0312,,Spine,2,6,Image 1,2,1,100000001,610000002447,
40.0156,,Spine,2,0,Image 1,1,1,100000000,610000002452,
25.0156,,Spine,2,5,Image 1,2,1,100000003,610000002455,
18.5156,,Spine,2,9,Image 1,3,1,100000001,610000002459,
21.0078,,Spine,2,0,Image 1,1,1,100000002,610000002462,
24.5156,,Spine,2,0,Image 1,1,1,100000001,610000002466,
20.0078,,Spine,2,0,Image 1,1,1,100000000,610000002469,
40.5156,,Spine,2,0,Image 1,1,1,100000002,610000002473,
31.0156,,Spine,2,5,Image 1,2,1,100000001,610000002476,
34.5625,,Spine,2,0,Image 1,1,1,100000002,610000002480,
39.5312,,Spine,2,6,Image 1,3,1,100000002,610000002485,
19.5156,,Spine,2,0,Image 1,1,1,100000002,610000002488,
43.0078,,Spine,2,0,Image 1,1,1,100000000,610000002492,
10.0312,,Spine,2,3,Image 1,2,1,100000002,610000002494,
16.0625,,Spine,2,0,Image 1,1,1,100000002,610000002496,
38.0156,,Spine,2,6,Image 1,2,1,100000001,610000002498,
83.5312,,Spine,2,6,Image 1,4,1,100000002,610000002503,
37.0156,,Spine,2,5,Image 1,3,1,100000001,610000002505,
43.0312,,Spine,2,8,Image 1,4,1,100000001,610000002509,
27.0312,,Spine,2,3,Image 1,2,1,100000002,610000002511,
54.5312,,Spine,2,0,Image 1,1,1,100000001,610000002515,
66.0312,,Spine,2,0,Image 1,1,1,100000002,610000002518,
27.002,,Spine,2,0,Image 1,1,1,100000000,610000002521,
33.0156,,Spine,2,0,Image 1,1,1,100000003,610000002525,
16.0312,,Spine,2,5,Image 1,3,1,100000000,610000002527,
39.0156,,Spine,2,0,Image 1,1,1,100000001,610000002530,
49.0625,,Spine,2,0,Image 1,1,1,100000001,610000002533,
35.5039,,Spine,2,0,Image 1,1,1,100000002,610000002536,
31.0078,,Spine,2,10,Image 1,4,1,100000000,610000002538,
30.0312,,Spine,2,5,Image 1,4,1,100000002,610000002541,
28.0078,,Spine,2,4,Image 1,4,1,100000002,610000002543,
37.0312,,Spine,2,0,Image 1,1,1,100000000,610000002547,
28.5312,,Spine,2,0,Image 1,1,1,100000002,610000002551,
69.0156,,Spine,2,6,Image 1,3,1,100000002,610000002557,
11.0312,,Spine,2,3,Image 1,2,1,100000002,610000002559,
