
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2.45647,,Surface,1,Image 1,1,0,
2.5844,,Surface,1,Image 1,1,1,
2.99948,,Surface,1,Image 1,1,2,
1.2717,,Surface,1,Image 1,1,3,
