
Spine Center Intensity StdDev Ch=2 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
15.0849,,Spine,2,4,Image 1,2,1,100000003,610000002444,
15.2151,,Spine,2,6,Image 1,2,1,100000001,610000002447,
9.54149,,Spine,2,0,Image 1,1,1,100000000,610000002452,
7.46241,,Spine,2,5,Image 1,2,1,100000003,610000002455,
10.8282,,Spine,2,9,Image 1,3,1,100000001,610000002459,
4.10961,,Spine,2,0,Image 1,1,1,100000002,610000002462,
6.2849,,Spine,2,0,Image 1,1,1,100000001,610000002466,
5.59017,,Spine,2,0,Image 1,1,1,100000000,610000002469,
9.47035,,Spine,2,0,Image 1,1,1,100000002,610000002473,
10.2089,,Spine,2,5,Image 1,2,1,100000001,610000002476,
24.3567,,Spine,2,0,Image 1,1,1,100000002,610000002480,
19.9395,,Spine,2,6,Image 1,3,1,100000002,610000002485,
10.5919,,Spine,2,0,Image 1,1,1,100000002,610000002488,
4.89898,,Spine,2,0,Image 1,1,1,100000000,610000002492,
18.8562,,Spine,2,3,Image 1,2,1,100000002,610000002494,
33.4797,,Spine,2,0,Image 1,1,1,100000002,610000002496,
9.20145,,Spine,2,6,Image 1,2,1,100000001,610000002498,
23.5348,,Spine,2,6,Image 1,4,1,100000002,610000002503,
8.73053,,Spine,2,5,Image 1,3,1,100000001,610000002505,
17.3979,,Spine,2,8,Image 1,4,1,100000001,610000002509,
21.746,,Spine,2,3,Image 1,2,1,100000002,610000002511,
13.5531,,Spine,2,0,Image 1,1,1,100000001,610000002515,
14.7045,,Spine,2,0,Image 1,1,1,100000002,610000002518,
1.24722,,Spine,2,0,Image 1,1,1,100000000,610000002521,
9.25675,,Spine,2,0,Image 1,1,1,100000003,610000002525,
25.85,,Spine,2,5,Image 1,3,1,100000000,610000002527,
10.274,,Spine,2,0,Image 1,1,1,100000001,610000002530,
26.0299,,Spine,2,0,Image 1,1,1,100000001,610000002533,
3.5,,Spine,2,0,Image 1,1,1,100000002,610000002536,
4.54606,,Spine,2,10,Image 1,4,1,100000000,610000002538,
17.442,,Spine,2,5,Image 1,4,1,100000002,610000002541,
4.49691,,Spine,2,4,Image 1,4,1,100000002,610000002543,
