
Filament Volume (sum)
 ==================== 
Filament Volume (sum),Unit,Category,Time,ID,
5.6167,µm^3,Filament,1,100000000,
6.79552,µm^3,Filament,1,100000001,
8.70608,µm^3,Filament,1,100000002,
3.02813,µm^3,Filament,1,100000003,
