
Spine Intensity Median Ch=5 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,5,0,Image 1,1,1,100000001,610000001820,
0,,Spine,5,0,Image 1,1,1,100000001,610000001828,
0.125,,Spine,5,4,Image 1,1,1,100000000,610000001830,
0,,Spine,5,0,Image 1,1,1,100000001,610000001837,
0.0625,,Spine,5,0,Image 1,1,1,100000000,610000001843,
0,,Spine,5,13,Image 1,4,1,100000001,610000001847,
0,,Spine,5,4,Image 1,2,1,100000001,610000001849,
0,,Spine,5,0,Image 1,1,1,100000001,610000001854,
0,,Spine,5,2,Image 1,1,1,100000000,610000001856,
0.03125,,Spine,5,0,Image 1,1,1,100000000,610000001861,
0,,Spine,5,7,Image 1,3,1,100000001,610000001864,
0.03125,,Spine,5,0,Image 1,1,1,100000000,610000001868,
0,,Spine,5,0,Image 1,1,1,100000001,610000001872,
0,,Spine,5,3,Image 1,2,1,100000001,610000001876,
0.0625,,Spine,5,0,Image 1,1,1,100000000,610000001879,
0,,Spine,5,1,Image 1,2,1,100000001,610000001881,
0,,Spine,5,13,Image 1,4,1,100000001,610000001883,
0,,Spine,5,0,Image 1,1,1,100000001,610000001885,
0.125,,Spine,5,0,Image 1,1,1,100000000,610000001889,
0,,Spine,5,0,Image 1,1,1,100000001,610000001892,
0.03125,,Spine,5,0,Image 1,1,1,100000000,610000001896,
0.03125,,Spine,5,0,Image 1,1,1,100000000,610000001899,
0,,Spine,5,0,Image 1,1,1,100000001,610000001902,
0,,Spine,5,0,Image 1,1,1,100000001,610000001905,
0,,Spine,5,5,Image 1,2,1,100000001,610000001909,
0.0625,,Spine,5,0,Image 1,1,1,100000000,610000001912,
0,,Spine,5,3,Image 1,2,1,100000000,610000001914,
0.03125,,Spine,5,3,Image 1,1,1,100000001,610000001919,
0,,Spine,5,0,Image 1,1,1,100000001,610000001921,
0.125,,Spine,5,0,Image 1,1,1,100000000,610000001927,
0,,Spine,5,0,Image 1,1,1,100000001,610000001929,
0,,Spine,5,0,Image 1,1,1,100000001,610000001932,
0,,Spine,5,0,Image 1,1,1,100000001,610000001935,
0,,Spine,5,0,Image 1,1,1,100000001,610000001937,
0,,Spine,5,0,Image 1,1,1,100000001,610000001940,
0,,Spine,5,5,Image 1,2,1,100000001,610000001943,
0.125,,Spine,5,0,Image 1,1,1,100000000,610000001946,
0,,Spine,5,4,Image 1,1,1,100000001,610000001950,
0.125,,Spine,5,0,Image 1,1,1,100000000,610000001954,
0.00390625,,Spine,5,0,Image 1,1,1,100000000,610000001958,
0,,Spine,5,5,Image 1,3,1,100000001,610000001961,
0,,Spine,5,0,Image 1,1,1,100000001,610000001963,
0,,Spine,5,13,Image 1,4,1,100000001,610000001966,
0,,Spine,5,12,Image 1,4,1,100000001,610000001968,
0,,Spine,5,4,Image 1,1,1,100000001,610000001972,
0.03125,,Spine,5,0,Image 1,1,1,100000001,610000001974,
0.03125,,Spine,5,3,Image 1,1,1,100000001,610000001978,
0,,Spine,5,0,Image 1,1,1,100000001,610000001982,
0,,Spine,5,4,Image 1,1,1,100000001,610000001986,
0,,Spine,5,4,Image 1,2,1,100000001,610000001991,
0,,Spine,5,5,Image 1,2,1,100000001,610000001993,
0.0625,,Spine,5,0,Image 1,1,1,100000000,610000001995,
0,,Spine,5,0,Image 1,1,1,100000001,610000002000,
0,,Spine,5,0,Image 1,1,1,100000001,610000002003,
0,,Spine,5,5,Image 1,2,1,100000001,610000002006,
0,,Spine,5,3,Image 1,2,1,100000000,610000002011,
0,,Spine,5,0,Image 1,1,1,100000001,610000002014,
0,,Spine,5,0,Image 1,1,1,100000001,610000002018,
0,,Spine,5,1,Image 1,2,1,100000001,610000002022,
0,,Spine,5,4,Image 1,1,1,100000001,610000002026,
0,,Spine,5,0,Image 1,1,1,100000001,610000002028,
0,,Spine,5,4,Image 1,2,1,100000001,610000002030,
0,,Spine,5,5,Image 1,2,1,100000001,610000002033,
