
Segment Branch Level
 ==================== 
Segment Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
5,,Segment,13,5,1,100000001,510000000034,
4,,Segment,11,4,1,100000001,510000000078,
4,,Segment,10,4,1,100000001,510000000080,
4,,Segment,9,4,1,100000001,510000000083,
4,,Segment,8,4,1,100000001,510000000086,
4,,Segment,7,4,1,100000001,510000000158,
3,,Segment,6,3,1,100000001,510000000183,
2,,Segment,5,2,1,100000001,510000000191,
2,,Segment,4,2,1,100000001,510000000195,
1,,Segment,3,1,1,100000001,510000000202,
1,,Segment,2,1,1,100000001,510000000204,
1,,Segment,1,1,1,100000001,510000000208,
1,,Segment,0,1,1,100000001,510000000235,
5,,Segment,11,5,1,100000001,510000000265,
5,,Segment,12,5,1,100000001,510000000287,
4,,Segment,13,4,1,100000001,510000000301,
6,,Segment,10,6,1,100000001,510000000316,
5,,Segment,9,5,1,100000001,510000000322,
5,,Segment,10,5,1,100000001,510000000339,
6,,Segment,9,6,1,100000001,510000000342,
5,,Segment,10,5,1,100000001,510000000348,
5,,Segment,9,5,1,100000001,510000000350,
3,,Segment,6,3,1,100000001,510000000387,
2,,Segment,5,2,1,100000001,510000000403,
2,,Segment,4,2,1,100000001,510000000408,
2,,Segment,3,2,1,100000001,510000000466,
1,,Segment,2,1,1,100000001,510000000488,
1,,Segment,1,1,1,100000001,510000000510,
1,,Segment,0,1,1,100000001,510000000532,
2,,Segment,6,2,1,100000001,510000000549,
3,,Segment,5,3,1,100000001,510000000569,
3,,Segment,4,3,1,100000001,510000000575,
1,,Segment,2,1,1,100000000,510000000618,
1,,Segment,1,1,1,100000000,510000000641,
1,,Segment,0,1,1,100000000,510000000659,
2,,Segment,2,2,1,100000000,510000000691,
2,,Segment,1,2,1,100000000,510000000702,
3,,Segment,6,3,1,100000001,510000000711,
2,,Segment,5,2,1,100000001,510000000757,
2,,Segment,4,2,1,100000001,510000000776,
2,,Segment,3,2,1,100000001,510000000831,
1,,Segment,1,1,1,100000001,510000000847,
1,,Segment,0,1,1,100000001,510000000852,
2,,Segment,6,2,1,100000001,510000000891,
3,,Segment,5,3,1,100000001,510000000893,
3,,Segment,4,3,1,100000001,510000000897,
3,,Segment,4,3,1,100000001,510000000900,
2,,Segment,4,2,1,100000001,510000000923,
1,,Segment,3,1,1,100000001,510000000940,
1,,Segment,4,1,1,100000001,510000000963,
1,,Segment,4,1,1,100000000,510000000989,
1,,Segment,3,1,1,100000000,510000000995,
1,,Segment,2,1,1,100000000,510000001022,
1,,Segment,1,1,1,100000000,510000001036,
1,,Segment,0,1,1,100000000,510000001060,
3,,Segment,7,3,1,100000001,510000001117,
2,,Segment,6,2,1,100000001,510000001141,
1,,Segment,1,1,1,100000001,510000001182,
1,,Segment,0,1,1,100000001,510000001208,
2,,Segment,4,2,1,100000000,510000001237,
2,,Segment,3,2,1,100000001,510000001249,
2,,Segment,2,2,1,100000001,510000001251,
2,,Segment,3,2,1,100000000,510000001262,
2,,Segment,1,2,1,100000000,510000001288,
2,,Segment,7,2,1,100000001,510000001305,
3,,Segment,3,3,1,100000001,510000001310,
1,,Segment,3,1,1,100000001,510000001312,
3,,Segment,7,3,1,100000001,510000001316,
2,,Segment,1,2,1,100000001,510000001324,
1,,Segment,1,1,1,100000001,510000001338,
1,,Segment,0,1,1,100000001,510000001366,
2,,Segment,1,2,1,100000001,510000001399,
2,,Segment,2,2,1,100000000,510000001406,
1,,Segment,0,1,1,100000000,510000001418,
1,,Segment,2,1,1,100000001,510000001427,
1,,Segment,0,1,1,100000001,510000001449,
2,,Segment,2,2,1,100000001,510000001452,
2,,Segment,2,2,1,100000001,510000001461,
1,,Segment,0,1,1,100000000,510000001479,
2,,Segment,1,2,1,100000001,510000001488,
2,,Segment,1,2,1,100000001,510000001499,
3,,Segment,5,3,1,100000001,510000001505,
3,,Segment,2,3,1,100000001,510000001508,
2,,Segment,1,2,1,100000001,510000001515,
1,,Segment,4,1,1,100000001,510000001526,
2,,Segment,1,2,1,100000001,510000001531,
2,,Segment,2,2,1,100000001,510000001548,
1,,Segment,0,1,1,100000000,510000001560,
2,,Segment,2,2,1,100000001,510000001563,
2,,Segment,1,2,1,100000001,510000001566,
2,,Segment,3,2,1,100000001,510000001570,
1,,Segment,0,1,1,100000001,510000001598,
4,,Segment,12,4,1,100000001,510000001661,
5,,Segment,8,5,1,100000001,510000001662,
1,,Segment,2,1,1,100000001,510000001667,
1,,Segment,1,1,1,100000001,510000001668,
