
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1417.14,µm,Segment,Segment Position,4,2,1,100000001,510000000776,
1417.64,µm,Segment,Segment Position,3,2,1,100000001,510000000831,
1417.46,µm,Segment,Segment Position,1,1,1,100000001,510000000847,
1417.3,µm,Segment,Segment Position,0,1,1,100000001,510000000852,
1417.44,µm,Segment,Segment Position,6,2,1,100000001,510000000891,
1416.79,µm,Segment,Segment Position,5,3,1,100000001,510000000893,
1417.27,µm,Segment,Segment Position,4,3,1,100000001,510000000897,
1417.32,µm,Segment,Segment Position,4,3,1,100000001,510000000900,
1417.96,µm,Segment,Segment Position,4,2,1,100000001,510000000923,
1417.57,µm,Segment,Segment Position,3,1,1,100000001,510000000940,
1418.47,µm,Segment,Segment Position,4,1,1,100000001,510000000963,
1415.42,µm,Segment,Segment Position,4,1,1,100000000,510000000989,
1415.53,µm,Segment,Segment Position,3,1,1,100000000,510000000995,
1415.91,µm,Segment,Segment Position,2,1,1,100000000,510000001022,
1416.52,µm,Segment,Segment Position,1,1,1,100000000,510000001036,
1417.39,µm,Segment,Segment Position,0,1,1,100000000,510000001060,
1415.13,µm,Segment,Segment Position,7,3,1,100000001,510000001117,
1415.21,µm,Segment,Segment Position,6,2,1,100000001,510000001141,
1416.65,µm,Segment,Segment Position,1,1,1,100000001,510000001182,
1416.63,µm,Segment,Segment Position,0,1,1,100000001,510000001208,
1415.2,µm,Segment,Segment Position,4,2,1,100000000,510000001237,
1418.05,µm,Segment,Segment Position,3,2,1,100000001,510000001249,
1417.66,µm,Segment,Segment Position,2,2,1,100000001,510000001251,
1415.31,µm,Segment,Segment Position,3,2,1,100000000,510000001262,
1417.44,µm,Segment,Segment Position,1,2,1,100000000,510000001288,
1415.99,µm,Segment,Segment Position,7,2,1,100000001,510000001305,
1418.09,µm,Segment,Segment Position,3,3,1,100000001,510000001310,
1417.65,µm,Segment,Segment Position,3,1,1,100000001,510000001312,
1415.24,µm,Segment,Segment Position,7,3,1,100000001,510000001316,
1416.34,µm,Segment,Segment Position,1,2,1,100000001,510000001324,
1415.62,µm,Segment,Segment Position,1,1,1,100000001,510000001338,
1416.23,µm,Segment,Segment Position,0,1,1,100000001,510000001366,
1417.7,µm,Segment,Segment Position,1,2,1,100000001,510000001399,
1415.57,µm,Segment,Segment Position,2,2,1,100000000,510000001406,
1418.2,µm,Segment,Segment Position,0,1,1,100000000,510000001418,
1415.82,µm,Segment,Segment Position,2,1,1,100000001,510000001427,
1416.55,µm,Segment,Segment Position,0,1,1,100000001,510000001449,
1417.21,µm,Segment,Segment Position,2,2,1,100000001,510000001452,
1415.65,µm,Segment,Segment Position,2,2,1,100000001,510000001461,
1418.72,µm,Segment,Segment Position,0,1,1,100000000,510000001479,
1415.71,µm,Segment,Segment Position,1,2,1,100000001,510000001488,
1415.42,µm,Segment,Segment Position,1,2,1,100000001,510000001499,
1415.18,µm,Segment,Segment Position,5,3,1,100000001,510000001505,
1415.72,µm,Segment,Segment Position,2,3,1,100000001,510000001508,
1415.72,µm,Segment,Segment Position,1,2,1,100000001,510000001515,
1415.21,µm,Segment,Segment Position,4,1,1,100000001,510000001526,
1417.52,µm,Segment,Segment Position,1,2,1,100000001,510000001531,
1415.47,µm,Segment,Segment Position,2,2,1,100000001,510000001548,
1416.64,µm,Segment,Segment Position,0,1,1,100000000,510000001560,
1415.89,µm,Segment,Segment Position,2,2,1,100000001,510000001563,
1415.86,µm,Segment,Segment Position,1,2,1,100000001,510000001566,
1415.36,µm,Segment,Segment Position,3,2,1,100000001,510000001570,
1417.31,µm,Segment,Segment Position,0,1,1,100000001,510000001598,
1416.19,µm,Segment,Segment Position,12,4,1,100000001,510000001661,
1418.09,µm,Segment,Segment Position,8,5,1,100000001,510000001662,
1417.59,µm,Segment,Segment Position,2,1,1,100000001,510000001667,
1415.81,µm,Segment,Segment Position,1,1,1,100000001,510000001668,
