
Segment Intensity Median Ch=3 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.0625,,Segment,3,13,Image 1,5,1,100000001,510000000034,
26.0625,,Segment,3,11,Image 1,4,1,100000001,510000000078,
49.0625,,Segment,3,10,Image 1,4,1,100000001,510000000080,
46.0625,,Segment,3,9,Image 1,4,1,100000001,510000000083,
40.0625,,Segment,3,8,Image 1,4,1,100000001,510000000086,
0.0625,,Segment,3,7,Image 1,4,1,100000001,510000000158,
48.625,,Segment,3,6,Image 1,3,1,100000001,510000000183,
85.125,,Segment,3,5,Image 1,2,1,100000001,510000000191,
82.125,,Segment,3,4,Image 1,2,1,100000001,510000000195,
67.125,,Segment,3,3,Image 1,1,1,100000001,510000000202,
66.125,,Segment,3,2,Image 1,1,1,100000001,510000000204,
73.125,,Segment,3,1,Image 1,1,1,100000001,510000000208,
72.125,,Segment,3,0,Image 1,1,1,100000001,510000000235,
18.0625,,Segment,3,11,Image 1,5,1,100000001,510000000265,
24.5625,,Segment,3,12,Image 1,5,1,100000001,510000000287,
44.0625,,Segment,3,13,Image 1,4,1,100000001,510000000301,
19.0625,,Segment,3,10,Image 1,6,1,100000001,510000000316,
21.0625,,Segment,3,9,Image 1,5,1,100000001,510000000322,
27.0625,,Segment,3,10,Image 1,5,1,100000001,510000000339,
19.0625,,Segment,3,9,Image 1,6,1,100000001,510000000342,
40.0625,,Segment,3,10,Image 1,5,1,100000001,510000000348,
40.0625,,Segment,3,9,Image 1,5,1,100000001,510000000350,
17.0625,,Segment,3,6,Image 1,3,1,100000001,510000000387,
19.0312,,Segment,3,5,Image 1,2,1,100000001,510000000403,
29.0625,,Segment,3,4,Image 1,2,1,100000001,510000000408,
28.0625,,Segment,3,3,Image 1,2,1,100000001,510000000466,
35.0625,,Segment,3,2,Image 1,1,1,100000001,510000000488,
34.0625,,Segment,3,1,Image 1,1,1,100000001,510000000510,
34.0625,,Segment,3,0,Image 1,1,1,100000001,510000000532,
16.0625,,Segment,3,6,Image 1,2,1,100000001,510000000549,
15.0312,,Segment,3,5,Image 1,3,1,100000001,510000000569,
33.0625,,Segment,3,4,Image 1,3,1,100000001,510000000575,
19.0625,,Segment,3,2,Image 1,1,1,100000000,510000000618,
30.0625,,Segment,3,1,Image 1,1,1,100000000,510000000641,
32.5625,,Segment,3,0,Image 1,1,1,100000000,510000000659,
27.0625,,Segment,3,2,Image 1,2,1,100000000,510000000691,
21.0625,,Segment,3,1,Image 1,2,1,100000000,510000000702,
52.125,,Segment,3,6,Image 1,3,1,100000001,510000000711,
27.0625,,Segment,3,5,Image 1,2,1,100000001,510000000757,
19.0625,,Segment,3,4,Image 1,2,1,100000001,510000000776,
20.0625,,Segment,3,3,Image 1,2,1,100000001,510000000831,
26.0625,,Segment,3,1,Image 1,1,1,100000001,510000000847,
31.0625,,Segment,3,0,Image 1,1,1,100000001,510000000852,
22.0625,,Segment,3,6,Image 1,2,1,100000001,510000000891,
16.0312,,Segment,3,5,Image 1,3,1,100000001,510000000893,
13.0312,,Segment,3,4,Image 1,3,1,100000001,510000000897,
15.0312,,Segment,3,4,Image 1,3,1,100000001,510000000900,
17.0625,,Segment,3,4,Image 1,2,1,100000001,510000000923,
20.0625,,Segment,3,3,Image 1,1,1,100000001,510000000940,
18.0625,,Segment,3,4,Image 1,1,1,100000001,510000000963,
24.0625,,Segment,3,4,Image 1,1,1,100000000,510000000989,
34.0625,,Segment,3,3,Image 1,1,1,100000000,510000000995,
26.0625,,Segment,3,2,Image 1,1,1,100000000,510000001022,
44.0625,,Segment,3,1,Image 1,1,1,100000000,510000001036,
30.0625,,Segment,3,0,Image 1,1,1,100000000,510000001060,
32.125,,Segment,3,7,Image 1,3,1,100000001,510000001117,
62.125,,Segment,3,6,Image 1,2,1,100000001,510000001141,
18.0625,,Segment,3,1,Image 1,1,1,100000001,510000001182,
25.0625,,Segment,3,0,Image 1,1,1,100000001,510000001208,
24.0625,,Segment,3,4,Image 1,2,1,100000000,510000001237,
16.0312,,Segment,3,3,Image 1,2,1,100000001,510000001249,
34.0625,,Segment,3,2,Image 1,2,1,100000001,510000001251,
42.0625,,Segment,3,3,Image 1,2,1,100000000,510000001262,
19.0625,,Segment,3,1,Image 1,2,1,100000000,510000001288,
39.125,,Segment,3,7,Image 1,2,1,100000001,510000001305,
18.0625,,Segment,3,3,Image 1,3,1,100000001,510000001310,
22.0625,,Segment,3,3,Image 1,1,1,100000001,510000001312,
25.0625,,Segment,3,7,Image 1,3,1,100000001,510000001316,
25.0625,,Segment,3,1,Image 1,2,1,100000001,510000001324,
21.5625,,Segment,3,1,Image 1,1,1,100000001,510000001338,
52.125,,Segment,3,0,Image 1,1,1,100000001,510000001366,
24.0625,,Segment,3,1,Image 1,2,1,100000001,510000001399,
40.0625,,Segment,3,2,Image 1,2,1,100000000,510000001406,
15.0625,,Segment,3,0,Image 1,1,1,100000000,510000001418,
35.5625,,Segment,3,2,Image 1,1,1,100000001,510000001427,
34.0625,,Segment,3,0,Image 1,1,1,100000001,510000001449,
28.0312,,Segment,3,2,Image 1,2,1,100000001,510000001452,
38.0625,,Segment,3,2,Image 1,2,1,100000001,510000001461,
32.0625,,Segment,3,0,Image 1,1,1,100000000,510000001479,
26.0625,,Segment,3,1,Image 1,2,1,100000001,510000001488,
38.0625,,Segment,3,1,Image 1,2,1,100000001,510000001499,
84.125,,Segment,3,5,Image 1,3,1,100000001,510000001505,
20.0625,,Segment,3,2,Image 1,3,1,100000001,510000001508,
46.125,,Segment,3,1,Image 1,2,1,100000001,510000001515,
82.125,,Segment,3,4,Image 1,1,1,100000001,510000001526,
23.0625,,Segment,3,1,Image 1,2,1,100000001,510000001531,
55.125,,Segment,3,2,Image 1,2,1,100000001,510000001548,
27.0625,,Segment,3,0,Image 1,1,1,100000000,510000001560,
43.0625,,Segment,3,2,Image 1,2,1,100000001,510000001563,
34.0625,,Segment,3,1,Image 1,2,1,100000001,510000001566,
67.125,,Segment,3,3,Image 1,2,1,100000001,510000001570,
18.0625,,Segment,3,0,Image 1,1,1,100000001,510000001598,
49.0625,,Segment,3,12,Image 1,4,1,100000001,510000001661,
22.0625,,Segment,3,8,Image 1,5,1,100000001,510000001662,
43.0625,,Segment,3,2,Image 1,1,1,100000001,510000001667,
44.0625,,Segment,3,1,Image 1,1,1,100000001,510000001668,
