
Spine Terminal Pt Position X
 ==================== 
Spine Terminal Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
5988.22,µm,Spine,Spine Terminal Pt Position,,,1,,610000001812,
5972.53,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000001830,
5981.59,µm,Spine,Spine Terminal Pt Position,,,1,,610000001839,
5982.57,µm,Spine,Spine Terminal Pt Position,13,4,1,100000001,610000001847,
5981.01,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000001849,
5986.79,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000001856,
5981.72,µm,Spine,Spine Terminal Pt Position,,,1,,610000001858,
5978.15,µm,Spine,Spine Terminal Pt Position,7,3,1,100000001,610000001864,
5979.32,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000001876,
5978.6,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000001879,
5984,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000001881,
5981.92,µm,Spine,Spine Terminal Pt Position,13,4,1,100000001,610000001883,
5982.89,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000001909,
5974.64,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000001914,
5983.61,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000001919,
5982.44,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000001943,
5981.77,µm,Spine,Spine Terminal Pt Position,4,1,1,100000001,610000001950,
5982.31,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000001961,
5981.66,µm,Spine,Spine Terminal Pt Position,13,4,1,100000001,610000001966,
5982.5,µm,Spine,Spine Terminal Pt Position,12,4,1,100000001,610000001968,
5982.7,µm,Spine,Spine Terminal Pt Position,4,1,1,100000001,610000001972,
5984.19,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000001974,
5983.54,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000001978,
5981.79,µm,Spine,Spine Terminal Pt Position,4,1,1,100000001,610000001986,
5982.96,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000001991,
5982.07,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000001993,
5981.92,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000002006,
5974.7,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000002011,
5983.61,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000002022,
5983.02,µm,Spine,Spine Terminal Pt Position,4,1,1,100000001,610000002026,
5982.89,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000002030,
5982.7,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000002033,
5982.18,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000002036,
5983.02,µm,Spine,Spine Terminal Pt Position,4,1,1,100000001,610000002047,
5980.62,µm,Spine,Spine Terminal Pt Position,6,2,1,100000001,610000002053,
5986.34,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002134,
5984.39,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002134,
5976.39,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002135,
5982.11,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000002135,
5977.04,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002136,
5982.44,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000002136,
5976.59,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002137,
5982.7,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000002137,
5972.77,µm,Spine,Spine Terminal Pt Position,4,1,1,,610000002138,
5978.13,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000002138,
5978.73,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002139,
5979.64,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000002139,
5983.18,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002140,
5978.99,µm,Spine,Spine Terminal Pt Position,7,2,1,,610000002140,
5981.04,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000002141,
5982.75,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000002142,
5980.81,µm,Spine,Spine Terminal Pt Position,9,5,1,,610000002143,
5981.72,µm,Spine,Spine Terminal Pt Position,10,5,1,,610000002144,
5982.31,µm,Spine,Spine Terminal Pt Position,11,4,1,,610000002145,
5983.54,µm,Spine,Spine Terminal Pt Position,12,5,1,,610000002146,
5982.2,µm,Spine,Spine Terminal Pt Position,13,5,1,,610000002147,
5981.5,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002148,
5979.45,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002149,
5978.09,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002150,
5973.73,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000002151,
5988.81,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002152,
5990.04,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002153,
5986.73,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002154,
