
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
3.30173,1/10µm,Segment,13,5,1,100000001,510000000034,
5.31873,1/10µm,Segment,11,4,1,100000001,510000000078,
0,1/10µm,Segment,10,4,1,100000001,510000000080,
0,1/10µm,Segment,9,4,1,100000001,510000000083,
0,1/10µm,Segment,8,4,1,100000001,510000000086,
0,1/10µm,Segment,7,4,1,100000001,510000000158,
5.08849,1/10µm,Segment,6,3,1,100000001,510000000183,
63.4807,1/10µm,Segment,5,2,1,100000001,510000000191,
52.5449,1/10µm,Segment,4,2,1,100000001,510000000195,
31.427,1/10µm,Segment,3,1,1,100000001,510000000202,
0,1/10µm,Segment,2,1,1,100000001,510000000204,
0,1/10µm,Segment,1,1,1,100000001,510000000208,
22.5018,1/10µm,Segment,0,1,1,100000001,510000000235,
0,1/10µm,Segment,11,5,1,100000001,510000000265,
5.15992,1/10µm,Segment,12,5,1,100000001,510000000287,
15.5359,1/10µm,Segment,13,4,1,100000001,510000000301,
0,1/10µm,Segment,10,6,1,100000001,510000000316,
11.1515,1/10µm,Segment,9,5,1,100000001,510000000322,
0,1/10µm,Segment,10,5,1,100000001,510000000339,
0,1/10µm,Segment,9,6,1,100000001,510000000342,
10.9964,1/10µm,Segment,10,5,1,100000001,510000000348,
0,1/10µm,Segment,9,5,1,100000001,510000000350,
0,1/10µm,Segment,6,3,1,100000001,510000000387,
0,1/10µm,Segment,5,2,1,100000001,510000000403,
0,1/10µm,Segment,4,2,1,100000001,510000000408,
5.70496,1/10µm,Segment,3,2,1,100000001,510000000466,
5.15874,1/10µm,Segment,2,1,1,100000001,510000000488,
0,1/10µm,Segment,1,1,1,100000001,510000000510,
0,1/10µm,Segment,0,1,1,100000001,510000000532,
4.77488,1/10µm,Segment,6,2,1,100000001,510000000549,
0,1/10µm,Segment,5,3,1,100000001,510000000569,
0,1/10µm,Segment,4,3,1,100000001,510000000575,
5.59271,1/10µm,Segment,2,1,1,100000000,510000000618,
0,1/10µm,Segment,1,1,1,100000000,510000000641,
0,1/10µm,Segment,0,1,1,100000000,510000000659,
0,1/10µm,Segment,2,2,1,100000000,510000000691,
0,1/10µm,Segment,1,2,1,100000000,510000000702,
0,1/10µm,Segment,6,3,1,100000001,510000000711,
0,1/10µm,Segment,5,2,1,100000001,510000000757,
0,1/10µm,Segment,4,2,1,100000001,510000000776,
2.18803,1/10µm,Segment,3,2,1,100000001,510000000831,
