
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,1/10µm,Segment,1,1,1,100000001,510000000847,
0,1/10µm,Segment,0,1,1,100000001,510000000852,
0,1/10µm,Segment,6,2,1,100000001,510000000891,
0,1/10µm,Segment,5,3,1,100000001,510000000893,
0,1/10µm,Segment,4,3,1,100000001,510000000897,
0,1/10µm,Segment,4,3,1,100000001,510000000900,
5.13304,1/10µm,Segment,4,2,1,100000001,510000000923,
0,1/10µm,Segment,3,1,1,100000001,510000000940,
0,1/10µm,Segment,4,1,1,100000001,510000000963,
8.77833,1/10µm,Segment,4,1,1,100000000,510000000989,
0,1/10µm,Segment,3,1,1,100000000,510000000995,
4.76601,1/10µm,Segment,2,1,1,100000000,510000001022,
0,1/10µm,Segment,1,1,1,100000000,510000001036,
0,1/10µm,Segment,0,1,1,100000000,510000001060,
8.45618,1/10µm,Segment,7,3,1,100000001,510000001117,
9.01471,1/10µm,Segment,6,2,1,100000001,510000001141,
0,1/10µm,Segment,1,1,1,100000001,510000001182,
0,1/10µm,Segment,0,1,1,100000001,510000001208,
0,1/10µm,Segment,4,2,1,100000000,510000001237,
0,1/10µm,Segment,3,2,1,100000001,510000001249,
0,1/10µm,Segment,2,2,1,100000001,510000001251,
17.5738,1/10µm,Segment,3,2,1,100000000,510000001262,
8.83476,1/10µm,Segment,1,2,1,100000000,510000001288,
5.24173,1/10µm,Segment,7,2,1,100000001,510000001305,
0,1/10µm,Segment,3,3,1,100000001,510000001310,
0,1/10µm,Segment,3,1,1,100000001,510000001312,
0,1/10µm,Segment,7,3,1,100000001,510000001316,
0,1/10µm,Segment,1,2,1,100000001,510000001324,
0,1/10µm,Segment,1,1,1,100000001,510000001338,
8.60624,1/10µm,Segment,0,1,1,100000001,510000001366,
4.58917,1/10µm,Segment,1,2,1,100000001,510000001399,
0,1/10µm,Segment,2,2,1,100000000,510000001406,
0,1/10µm,Segment,0,1,1,100000000,510000001418,
0,1/10µm,Segment,2,1,1,100000001,510000001427,
0,1/10µm,Segment,0,1,1,100000001,510000001449,
0,1/10µm,Segment,2,2,1,100000001,510000001452,
0,1/10µm,Segment,2,2,1,100000001,510000001461,
11.8667,1/10µm,Segment,0,1,1,100000000,510000001479,
0,1/10µm,Segment,1,2,1,100000001,510000001488,
0,1/10µm,Segment,1,2,1,100000001,510000001499,
35.6661,1/10µm,Segment,5,3,1,100000001,510000001505,
0,1/10µm,Segment,2,3,1,100000001,510000001508,
10.2399,1/10µm,Segment,1,2,1,100000001,510000001515,
32.1564,1/10µm,Segment,4,1,1,100000001,510000001526,
13.8921,1/10µm,Segment,1,2,1,100000001,510000001531,
6.86837,1/10µm,Segment,2,2,1,100000001,510000001548,
16.7936,1/10µm,Segment,0,1,1,100000000,510000001560,
0,1/10µm,Segment,2,2,1,100000001,510000001563,
0,1/10µm,Segment,1,2,1,100000001,510000001566,
0,1/10µm,Segment,3,2,1,100000001,510000001570,
0,1/10µm,Segment,0,1,1,100000001,510000001598,
0,1/10µm,Segment,12,4,1,100000001,510000001661,
0,1/10µm,Segment,8,5,1,100000001,510000001662,
0,1/10µm,Segment,2,1,1,100000001,510000001667,
0,1/10µm,Segment,1,1,1,100000001,510000001668,
