
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
3.02872,µm,Segment,13,5,1,100000001,510000000034,
3.7603,µm,Segment,11,4,1,100000001,510000000078,
0.202987,µm,Segment,10,4,1,100000001,510000000080,
0.388804,µm,Segment,9,4,1,100000001,510000000083,
0.354183,µm,Segment,8,4,1,100000001,510000000086,
6.07439,µm,Segment,7,4,1,100000001,510000000158,
1.96522,µm,Segment,6,3,1,100000001,510000000183,
0.945169,µm,Segment,5,2,1,100000001,510000000191,
0.57094,µm,Segment,4,2,1,100000001,510000000195,
0.636396,µm,Segment,3,1,1,100000001,510000000202,
0.228214,µm,Segment,2,1,1,100000001,510000000204,
0.521208,µm,Segment,1,1,1,100000001,510000000208,
0.444409,µm,Segment,0,1,1,100000001,510000000235,
1.58025,µm,Segment,11,5,1,100000001,510000000265,
1.93801,µm,Segment,12,5,1,100000001,510000000287,
1.93101,µm,Segment,13,4,1,100000001,510000000301,
1.23673,µm,Segment,10,6,1,100000001,510000000316,
0.896739,µm,Segment,9,5,1,100000001,510000000322,
1.68619,µm,Segment,10,5,1,100000001,510000000339,
0.521864,µm,Segment,9,6,1,100000001,510000000342,
0.909385,µm,Segment,10,5,1,100000001,510000000348,
0.514518,µm,Segment,9,5,1,100000001,510000000350,
3.19626,µm,Segment,6,3,1,100000001,510000000387,
1.59806,µm,Segment,5,2,1,100000001,510000000403,
0.563231,µm,Segment,4,2,1,100000001,510000000408,
5.25858,µm,Segment,3,2,1,100000001,510000000466,
1.93846,µm,Segment,2,1,1,100000001,510000000488,
2.07007,µm,Segment,1,1,1,100000001,510000000510,
0.879472,µm,Segment,0,1,1,100000001,510000000532,
2.09429,µm,Segment,6,2,1,100000001,510000000549,
1.81832,µm,Segment,5,3,1,100000001,510000000569,
0.654134,µm,Segment,4,3,1,100000001,510000000575,
3.57608,µm,Segment,2,1,1,100000000,510000000618,
1.72796,µm,Segment,1,1,1,100000000,510000000641,
1.11532,µm,Segment,0,1,1,100000000,510000000659,
0.534412,µm,Segment,2,2,1,100000000,510000000691,
1.10918,µm,Segment,1,2,1,100000000,510000000702,
0.916956,µm,Segment,6,3,1,100000001,510000000711,
3.85131,µm,Segment,5,2,1,100000001,510000000757,
1.79416,µm,Segment,4,2,1,100000001,510000000776,
4.57031,µm,Segment,3,2,1,100000001,510000000831,
1.47813,µm,Segment,1,1,1,100000001,510000000847,
0.223491,µm,Segment,0,1,1,100000001,510000000852,
0.501167,µm,Segment,6,2,1,100000001,510000000891,
0.423432,µm,Segment,5,3,1,100000001,510000000893,
0.507744,µm,Segment,4,3,1,100000001,510000000897,
0.502306,µm,Segment,4,3,1,100000001,510000000900,
1.94816,µm,Segment,4,2,1,100000001,510000000923,
1.83278,µm,Segment,3,1,1,100000001,510000000940,
2.18665,µm,Segment,4,1,1,100000001,510000000963,
2.27834,µm,Segment,4,1,1,100000000,510000000989,
0.589399,µm,Segment,3,1,1,100000000,510000000995,
2.09819,µm,Segment,2,1,1,100000000,510000001022,
1.51593,µm,Segment,1,1,1,100000000,510000001036,
1.34076,µm,Segment,0,1,1,100000000,510000001060,
3.5477,µm,Segment,7,3,1,100000001,510000001117,
2.2186,µm,Segment,6,2,1,100000001,510000001141,
3.20082,µm,Segment,1,1,1,100000001,510000001182,
1.82197,µm,Segment,0,1,1,100000001,510000001208,
0.807581,µm,Segment,4,2,1,100000000,510000001237,
1.20631,µm,Segment,3,2,1,100000001,510000001249,
0.42497,µm,Segment,2,2,1,100000001,510000001251,
1.13806,µm,Segment,3,2,1,100000000,510000001262,
2.26378,µm,Segment,1,2,1,100000000,510000001288,
1.90777,µm,Segment,7,2,1,100000001,510000001305,
0.772105,µm,Segment,3,3,1,100000001,510000001310,
0.422576,µm,Segment,3,1,1,100000001,510000001312,
0.624151,µm,Segment,7,3,1,100000001,510000001316,
0.982326,µm,Segment,1,2,1,100000001,510000001324,
1.5684,µm,Segment,1,1,1,100000001,510000001338,
1.16195,µm,Segment,0,1,1,100000001,510000001366,
2.17904,µm,Segment,1,2,1,100000001,510000001399,
0.943927,µm,Segment,2,2,1,100000000,510000001406,
0.330037,µm,Segment,0,1,1,100000000,510000001418,
0.700982,µm,Segment,2,1,1,100000001,510000001427,
1.76109,µm,Segment,0,1,1,100000001,510000001449,
0.455201,µm,Segment,2,2,1,100000001,510000001452,
0.875229,µm,Segment,2,2,1,100000001,510000001461,
1.68539,µm,Segment,0,1,1,100000000,510000001479,
0.937801,µm,Segment,1,2,1,100000001,510000001488,
1.18413,µm,Segment,1,2,1,100000001,510000001499,
0.841136,µm,Segment,5,3,1,100000001,510000001505,
0.470798,µm,Segment,2,3,1,100000001,510000001508,
0.976568,µm,Segment,1,2,1,100000001,510000001515,
1.5549,µm,Segment,4,1,1,100000001,510000001526,
0.719831,µm,Segment,1,2,1,100000001,510000001531,
1.45595,µm,Segment,2,2,1,100000001,510000001548,
0.595465,µm,Segment,0,1,1,100000000,510000001560,
0.434735,µm,Segment,2,2,1,100000001,510000001563,
0.425229,µm,Segment,1,2,1,100000001,510000001566,
0.655013,µm,Segment,3,2,1,100000001,510000001570,
0.196012,µm,Segment,0,1,1,100000001,510000001598,
0.101791,µm,Segment,12,4,1,100000001,510000001661,
0.265205,µm,Segment,8,5,1,100000001,510000001662,
0.105524,µm,Segment,2,1,1,100000001,510000001667,
0.099746,µm,Segment,1,1,1,100000001,510000001668,
