
Spine Center Number of Voxel Ch=3 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
10,,Spine,3,0,Image 1,1,1,100000001,610000001820,
8,,Spine,3,0,Image 1,1,1,100000001,610000001828,
3,,Spine,3,4,Image 1,1,1,100000000,610000001830,
7,,Spine,3,0,Image 1,1,1,100000001,610000001837,
6,,Spine,3,0,Image 1,1,1,100000000,610000001843,
5,,Spine,3,13,Image 1,4,1,100000001,610000001847,
3,,Spine,3,4,Image 1,2,1,100000001,610000001849,
4,,Spine,3,0,Image 1,1,1,100000001,610000001854,
3,,Spine,3,2,Image 1,1,1,100000000,610000001856,
5,,Spine,3,0,Image 1,1,1,100000000,610000001861,
4,,Spine,3,7,Image 1,3,1,100000001,610000001864,
4,,Spine,3,0,Image 1,1,1,100000000,610000001868,
4,,Spine,3,0,Image 1,1,1,100000001,610000001872,
4,,Spine,3,3,Image 1,2,1,100000001,610000001876,
4,,Spine,3,0,Image 1,1,1,100000000,610000001879,
3,,Spine,3,1,Image 1,2,1,100000001,610000001881,
3,,Spine,3,13,Image 1,4,1,100000001,610000001883,
2,,Spine,3,0,Image 1,1,1,100000001,610000001885,
4,,Spine,3,0,Image 1,1,1,100000000,610000001889,
3,,Spine,3,0,Image 1,1,1,100000001,610000001892,
4,,Spine,3,0,Image 1,1,1,100000000,610000001896,
3,,Spine,3,0,Image 1,1,1,100000000,610000001899,
3,,Spine,3,0,Image 1,1,1,100000001,610000001902,
3,,Spine,3,0,Image 1,1,1,100000001,610000001905,
5,,Spine,3,5,Image 1,2,1,100000001,610000001909,
3,,Spine,3,0,Image 1,1,1,100000000,610000001912,
3,,Spine,3,3,Image 1,2,1,100000000,610000001914,
4,,Spine,3,3,Image 1,1,1,100000001,610000001919,
2,,Spine,3,0,Image 1,1,1,100000001,610000001921,
4,,Spine,3,0,Image 1,1,1,100000000,610000001927,
2,,Spine,3,0,Image 1,1,1,100000001,610000001929,
3,,Spine,3,0,Image 1,1,1,100000001,610000001932,
3,,Spine,3,0,Image 1,1,1,100000001,610000001935,
2,,Spine,3,0,Image 1,1,1,100000001,610000001937,
3,,Spine,3,0,Image 1,1,1,100000001,610000001940,
4,,Spine,3,5,Image 1,2,1,100000001,610000001943,
3,,Spine,3,0,Image 1,1,1,100000000,610000001946,
5,,Spine,3,4,Image 1,1,1,100000001,610000001950,
3,,Spine,3,0,Image 1,1,1,100000000,610000001954,
3,,Spine,3,0,Image 1,1,1,100000000,610000001958,
4,,Spine,3,5,Image 1,3,1,100000001,610000001961,
2,,Spine,3,0,Image 1,1,1,100000001,610000001963,
3,,Spine,3,13,Image 1,4,1,100000001,610000001966,
3,,Spine,3,12,Image 1,4,1,100000001,610000001968,
3,,Spine,3,4,Image 1,1,1,100000001,610000001972,
3,,Spine,3,0,Image 1,1,1,100000001,610000001974,
4,,Spine,3,3,Image 1,1,1,100000001,610000001978,
2,,Spine,3,0,Image 1,1,1,100000001,610000001982,
4,,Spine,3,4,Image 1,1,1,100000001,610000001986,
4,,Spine,3,4,Image 1,2,1,100000001,610000001991,
3,,Spine,3,5,Image 1,2,1,100000001,610000001993,
2,,Spine,3,0,Image 1,1,1,100000000,610000001995,
3,,Spine,3,0,Image 1,1,1,100000001,610000002000,
2,,Spine,3,0,Image 1,1,1,100000001,610000002003,
4,,Spine,3,5,Image 1,2,1,100000001,610000002006,
3,,Spine,3,3,Image 1,2,1,100000000,610000002011,
2,,Spine,3,0,Image 1,1,1,100000001,610000002014,
3,,Spine,3,0,Image 1,1,1,100000001,610000002018,
3,,Spine,3,1,Image 1,2,1,100000001,610000002022,
3,,Spine,3,4,Image 1,1,1,100000001,610000002026,
2,,Spine,3,0,Image 1,1,1,100000001,610000002028,
3,,Spine,3,4,Image 1,2,1,100000001,610000002030,
3,,Spine,3,5,Image 1,2,1,100000001,610000002033,
3,,Spine,3,5,Image 1,2,1,100000001,610000002036,
2,,Spine,3,0,Image 1,1,1,100000000,610000002039,
2,,Spine,3,0,Image 1,1,1,100000001,610000002041,
2,,Spine,3,0,Image 1,1,1,100000001,610000002043,
2,,Spine,3,0,Image 1,1,1,100000000,610000002045,
3,,Spine,3,4,Image 1,1,1,100000001,610000002047,
2,,Spine,3,0,Image 1,1,1,100000001,610000002049,
2,,Spine,3,0,Image 1,1,1,100000001,610000002051,
3,,Spine,3,6,Image 1,2,1,100000001,610000002053,
2,,Spine,3,0,Image 1,1,1,100000000,610000002061,
2,,Spine,3,0,Image 1,1,1,100000001,610000002064,
2,,Spine,3,0,Image 1,1,1,100000001,610000002067,
2,,Spine,3,2,Image 1,1,1,100000000,610000002081,
2,,Spine,3,0,Image 1,1,1,100000000,610000002085,
2,,Spine,3,4,Image 1,1,1,100000000,610000002086,
2,,Spine,3,2,Image 1,1,1,100000000,610000002087,
2,,Spine,3,1,Image 1,2,1,100000000,610000002088,
2,,Spine,3,1,Image 1,2,1,100000000,610000002089,
2,,Spine,3,0,Image 1,1,1,100000000,610000002093,
2,,Spine,3,13,Image 1,5,1,100000001,610000002095,
2,,Spine,3,12,Image 1,5,1,100000001,610000002096,
2,,Spine,3,11,Image 1,4,1,100000001,610000002097,
2,,Spine,3,10,Image 1,5,1,100000001,610000002098,
2,,Spine,3,9,Image 1,5,1,100000001,610000002099,
2,,Spine,3,6,Image 1,3,1,100000001,610000002100,
2,,Spine,3,7,Image 1,3,1,100000001,610000002101,
2,,Spine,3,7,Image 1,3,1,100000001,610000002102,
2,,Spine,3,7,Image 1,2,1,100000001,610000002103,
2,,Spine,3,6,Image 1,2,1,100000001,610000002104,
2,,Spine,3,5,Image 1,2,1,100000001,610000002105,
2,,Spine,3,5,Image 1,3,1,100000001,610000002106,
2,,Spine,3,5,Image 1,3,1,100000001,610000002107,
2,,Spine,3,2,Image 1,2,1,100000001,610000002108,
