
Spine Intensity Mean Ch=4 Img=1
 ==================== 
Spine Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,0,Image 1,1,1,100000001,610000001820,
0,,Spine,4,0,Image 1,1,1,100000001,610000001828,
21.0806,,Spine,4,4,Image 1,1,1,100000000,610000001830,
0,,Spine,4,0,Image 1,1,1,100000001,610000001837,
0.862109,,Spine,4,0,Image 1,1,1,100000000,610000001843,
0,,Spine,4,13,Image 1,4,1,100000001,610000001847,
0,,Spine,4,4,Image 1,2,1,100000001,610000001849,
0,,Spine,4,0,Image 1,1,1,100000001,610000001854,
0,,Spine,4,2,Image 1,1,1,100000000,610000001856,
0.361949,,Spine,4,0,Image 1,1,1,100000000,610000001861,
0,,Spine,4,7,Image 1,3,1,100000001,610000001864,
1.43687,,Spine,4,0,Image 1,1,1,100000000,610000001868,
0,,Spine,4,0,Image 1,1,1,100000001,610000001872,
0,,Spine,4,3,Image 1,2,1,100000001,610000001876,
7.4823,,Spine,4,0,Image 1,1,1,100000000,610000001879,
0,,Spine,4,1,Image 1,2,1,100000001,610000001881,
0,,Spine,4,13,Image 1,4,1,100000001,610000001883,
0,,Spine,4,0,Image 1,1,1,100000001,610000001885,
2.16554,,Spine,4,0,Image 1,1,1,100000000,610000001889,
0,,Spine,4,0,Image 1,1,1,100000001,610000001892,
0.160622,,Spine,4,0,Image 1,1,1,100000000,610000001896,
0.153086,,Spine,4,0,Image 1,1,1,100000000,610000001899,
0,,Spine,4,0,Image 1,1,1,100000001,610000001902,
0,,Spine,4,0,Image 1,1,1,100000001,610000001905,
0,,Spine,4,5,Image 1,2,1,100000001,610000001909,
0.947721,,Spine,4,0,Image 1,1,1,100000000,610000001912,
0,,Spine,4,3,Image 1,2,1,100000000,610000001914,
0.726866,,Spine,4,3,Image 1,1,1,100000001,610000001919,
0,,Spine,4,0,Image 1,1,1,100000001,610000001921,
3.38636,,Spine,4,0,Image 1,1,1,100000000,610000001927,
0,,Spine,4,0,Image 1,1,1,100000001,610000001929,
0,,Spine,4,0,Image 1,1,1,100000001,610000001932,
0,,Spine,4,0,Image 1,1,1,100000001,610000001935,
0,,Spine,4,0,Image 1,1,1,100000001,610000001937,
0,,Spine,4,0,Image 1,1,1,100000001,610000001940,
0,,Spine,4,5,Image 1,2,1,100000001,610000001943,
2.16046,,Spine,4,0,Image 1,1,1,100000000,610000001946,
0,,Spine,4,4,Image 1,1,1,100000001,610000001950,
3.4742,,Spine,4,0,Image 1,1,1,100000000,610000001954,
0.019774,,Spine,4,0,Image 1,1,1,100000000,610000001958,
0,,Spine,4,5,Image 1,3,1,100000001,610000001961,
0,,Spine,4,0,Image 1,1,1,100000001,610000001963,
0,,Spine,4,13,Image 1,4,1,100000001,610000001966,
0,,Spine,4,12,Image 1,4,1,100000001,610000001968,
0,,Spine,4,4,Image 1,1,1,100000001,610000001972,
0.492447,,Spine,4,0,Image 1,1,1,100000001,610000001974,
0.68567,,Spine,4,3,Image 1,1,1,100000001,610000001978,
0,,Spine,4,0,Image 1,1,1,100000001,610000001982,
0,,Spine,4,4,Image 1,1,1,100000001,610000001986,
0,,Spine,4,4,Image 1,2,1,100000001,610000001991,
0,,Spine,4,5,Image 1,2,1,100000001,610000001993,
