
Spine Area
 ==================== 
Spine Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.53115,µm^2,Spine,0,1,1,100000001,610000001820,
1.45353,µm^2,Spine,0,1,1,100000001,610000001828,
0.599337,µm^2,Spine,4,1,1,100000000,610000001830,
1.34611,µm^2,Spine,0,1,1,100000001,610000001837,
2.42034,µm^2,Spine,0,1,1,100000000,610000001843,
0.312772,µm^2,Spine,13,4,1,100000001,610000001847,
0.339183,µm^2,Spine,4,2,1,100000001,610000001849,
0.587302,µm^2,Spine,0,1,1,100000001,610000001854,
0.37437,µm^2,Spine,2,1,1,100000000,610000001856,
2.17054,µm^2,Spine,0,1,1,100000000,610000001861,
0.305649,µm^2,Spine,7,3,1,100000001,610000001864,
1.00543,µm^2,Spine,0,1,1,100000000,610000001868,
0.304543,µm^2,Spine,0,1,1,100000001,610000001872,
0.38447,µm^2,Spine,3,2,1,100000001,610000001876,
0.513191,µm^2,Spine,0,1,1,100000000,610000001879,
0.173939,µm^2,Spine,1,2,1,100000001,610000001881,
0.192677,µm^2,Spine,13,4,1,100000001,610000001883,
0.275526,µm^2,Spine,0,1,1,100000001,610000001885,
1.59676,µm^2,Spine,0,1,1,100000000,610000001889,
0.45718,µm^2,Spine,0,1,1,100000001,610000001892,
1.65502,µm^2,Spine,0,1,1,100000000,610000001896,
1.29446,µm^2,Spine,0,1,1,100000000,610000001899,
2.63126,µm^2,Spine,0,1,1,100000001,610000001902,
0.10564,µm^2,Spine,0,1,1,100000001,610000001905,
0.774601,µm^2,Spine,5,2,1,100000001,610000001909,
1.35447,µm^2,Spine,0,1,1,100000000,610000001912,
0.314474,µm^2,Spine,3,2,1,100000000,610000001914,
0.176404,µm^2,Spine,3,1,1,100000001,610000001919,
0.608055,µm^2,Spine,0,1,1,100000001,610000001921,
2.24065,µm^2,Spine,0,1,1,100000000,610000001927,
0.244595,µm^2,Spine,0,1,1,100000001,610000001929,
0.545496,µm^2,Spine,0,1,1,100000001,610000001932,
0.253217,µm^2,Spine,0,1,1,100000001,610000001935,
0.203517,µm^2,Spine,0,1,1,100000001,610000001937,
0.950471,µm^2,Spine,0,1,1,100000001,610000001940,
0.64954,µm^2,Spine,5,2,1,100000001,610000001943,
1.37586,µm^2,Spine,0,1,1,100000000,610000001946,
0.478344,µm^2,Spine,4,1,1,100000001,610000001950,
1.72881,µm^2,Spine,0,1,1,100000000,610000001954,
0.689791,µm^2,Spine,0,1,1,100000000,610000001958,
1.21198,µm^2,Spine,5,3,1,100000001,610000001961,
0.341614,µm^2,Spine,0,1,1,100000001,610000001963,
0.286537,µm^2,Spine,13,4,1,100000001,610000001966,
0.190342,µm^2,Spine,12,4,1,100000001,610000001968,
0.752824,µm^2,Spine,4,1,1,100000001,610000001972,
0.400687,µm^2,Spine,0,1,1,100000001,610000001974,
0.175191,µm^2,Spine,3,1,1,100000001,610000001978,
0.304582,µm^2,Spine,0,1,1,100000001,610000001982,
0.459243,µm^2,Spine,4,1,1,100000001,610000001986,
0.943291,µm^2,Spine,4,2,1,100000001,610000001991,
