
Spine Center Intensity Min Ch=1 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,1,0,Image 1,1,1,100000001,610000001820,
0,,Spine,1,0,Image 1,1,1,100000001,610000001828,
1,,Spine,1,4,Image 1,1,1,100000000,610000001830,
0,,Spine,1,0,Image 1,1,1,100000001,610000001837,
0,,Spine,1,0,Image 1,1,1,100000000,610000001843,
1,,Spine,1,13,Image 1,4,1,100000001,610000001847,
0,,Spine,1,4,Image 1,2,1,100000001,610000001849,
0,,Spine,1,0,Image 1,1,1,100000001,610000001854,
2,,Spine,1,2,Image 1,1,1,100000000,610000001856,
0,,Spine,1,0,Image 1,1,1,100000000,610000001861,
1,,Spine,1,7,Image 1,3,1,100000001,610000001864,
3,,Spine,1,0,Image 1,1,1,100000000,610000001868,
0,,Spine,1,0,Image 1,1,1,100000001,610000001872,
0,,Spine,1,3,Image 1,2,1,100000001,610000001876,
4,,Spine,1,0,Image 1,1,1,100000000,610000001879,
3,,Spine,1,1,Image 1,2,1,100000001,610000001881,
2,,Spine,1,13,Image 1,4,1,100000001,610000001883,
0,,Spine,1,0,Image 1,1,1,100000001,610000001885,
0,,Spine,1,0,Image 1,1,1,100000000,610000001889,
1,,Spine,1,0,Image 1,1,1,100000001,610000001892,
3,,Spine,1,0,Image 1,1,1,100000000,610000001896,
3,,Spine,1,0,Image 1,1,1,100000000,610000001899,
0,,Spine,1,0,Image 1,1,1,100000001,610000001902,
0,,Spine,1,0,Image 1,1,1,100000001,610000001905,
0,,Spine,1,5,Image 1,2,1,100000001,610000001909,
1,,Spine,1,0,Image 1,1,1,100000000,610000001912,
1,,Spine,1,3,Image 1,2,1,100000000,610000001914,
1,,Spine,1,3,Image 1,1,1,100000001,610000001919,
2,,Spine,1,0,Image 1,1,1,100000001,610000001921,
2,,Spine,1,0,Image 1,1,1,100000000,610000001927,
0,,Spine,1,0,Image 1,1,1,100000001,610000001929,
0,,Spine,1,0,Image 1,1,1,100000001,610000001932,
0,,Spine,1,0,Image 1,1,1,100000001,610000001935,
1,,Spine,1,0,Image 1,1,1,100000001,610000001937,
2,,Spine,1,0,Image 1,1,1,100000001,610000001940,
0,,Spine,1,5,Image 1,2,1,100000001,610000001943,
1,,Spine,1,0,Image 1,1,1,100000000,610000001946,
0,,Spine,1,4,Image 1,1,1,100000001,610000001950,
3,,Spine,1,0,Image 1,1,1,100000000,610000001954,
2,,Spine,1,0,Image 1,1,1,100000000,610000001958,
1,,Spine,1,5,Image 1,3,1,100000001,610000001961,
2,,Spine,1,0,Image 1,1,1,100000001,610000001963,
2,,Spine,1,13,Image 1,4,1,100000001,610000001966,
1,,Spine,1,12,Image 1,4,1,100000001,610000001968,
1,,Spine,1,4,Image 1,1,1,100000001,610000001972,
1,,Spine,1,0,Image 1,1,1,100000001,610000001974,
3,,Spine,1,3,Image 1,1,1,100000001,610000001978,
0,,Spine,1,0,Image 1,1,1,100000001,610000001982,
0,,Spine,1,4,Image 1,1,1,100000001,610000001986,
0,,Spine,1,4,Image 1,2,1,100000001,610000001991,
0,,Spine,1,5,Image 1,2,1,100000001,610000001993,
4,,Spine,1,0,Image 1,1,1,100000000,610000001995,
0,,Spine,1,0,Image 1,1,1,100000001,610000002000,
0,,Spine,1,0,Image 1,1,1,100000001,610000002003,
0,,Spine,1,5,Image 1,2,1,100000001,610000002006,
1,,Spine,1,3,Image 1,2,1,100000000,610000002011,
1,,Spine,1,0,Image 1,1,1,100000001,610000002014,
1,,Spine,1,0,Image 1,1,1,100000001,610000002018,
0,,Spine,1,1,Image 1,2,1,100000001,610000002022,
1,,Spine,1,4,Image 1,1,1,100000001,610000002026,
0,,Spine,1,0,Image 1,1,1,100000001,610000002028,
1,,Spine,1,4,Image 1,2,1,100000001,610000002030,
0,,Spine,1,5,Image 1,2,1,100000001,610000002033,
0,,Spine,1,5,Image 1,2,1,100000001,610000002036,
1,,Spine,1,0,Image 1,1,1,100000000,610000002039,
1,,Spine,1,0,Image 1,1,1,100000001,610000002041,
0,,Spine,1,0,Image 1,1,1,100000001,610000002043,
11,,Spine,1,0,Image 1,1,1,100000000,610000002045,
2,,Spine,1,4,Image 1,1,1,100000001,610000002047,
0,,Spine,1,0,Image 1,1,1,100000001,610000002049,
0,,Spine,1,0,Image 1,1,1,100000001,610000002051,
1,,Spine,1,6,Image 1,2,1,100000001,610000002053,
14,,Spine,1,0,Image 1,1,1,100000000,610000002061,
3,,Spine,1,0,Image 1,1,1,100000001,610000002064,
2,,Spine,1,0,Image 1,1,1,100000001,610000002067,
1,,Spine,1,2,Image 1,1,1,100000000,610000002081,
0,,Spine,1,0,Image 1,1,1,100000000,610000002085,
9,,Spine,1,4,Image 1,1,1,100000000,610000002086,
3,,Spine,1,2,Image 1,1,1,100000000,610000002087,
1,,Spine,1,1,Image 1,2,1,100000000,610000002088,
1,,Spine,1,1,Image 1,2,1,100000000,610000002089,
4,,Spine,1,0,Image 1,1,1,100000000,610000002093,
0,,Spine,1,13,Image 1,5,1,100000001,610000002095,
1,,Spine,1,12,Image 1,5,1,100000001,610000002096,
