
Segment Center Intensity StdDev Ch=3 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
23.8075,,Segment,3,13,Image 1,5,1,100000001,510000000034,
28.2957,,Segment,3,11,Image 1,4,1,100000001,510000000078,
15.7692,,Segment,3,10,Image 1,4,1,100000001,510000000080,
10.6624,,Segment,3,9,Image 1,4,1,100000001,510000000083,
18.7933,,Segment,3,8,Image 1,4,1,100000001,510000000086,
14.7927,,Segment,3,7,Image 1,4,1,100000001,510000000158,
21.4512,,Segment,3,6,Image 1,3,1,100000001,510000000183,
10.3387,,Segment,3,5,Image 1,2,1,100000001,510000000191,
7.08237,,Segment,3,4,Image 1,2,1,100000001,510000000195,
15.6105,,Segment,3,3,Image 1,1,1,100000001,510000000202,
12.2565,,Segment,3,2,Image 1,1,1,100000001,510000000204,
13.2816,,Segment,3,1,Image 1,1,1,100000001,510000000208,
11.703,,Segment,3,0,Image 1,1,1,100000001,510000000235,
20.5838,,Segment,3,11,Image 1,5,1,100000001,510000000265,
31.238,,Segment,3,12,Image 1,5,1,100000001,510000000287,
28.2366,,Segment,3,13,Image 1,4,1,100000001,510000000301,
15.9511,,Segment,3,10,Image 1,6,1,100000001,510000000316,
14.0451,,Segment,3,9,Image 1,5,1,100000001,510000000322,
17.5751,,Segment,3,10,Image 1,5,1,100000001,510000000339,
7.88987,,Segment,3,9,Image 1,6,1,100000001,510000000342,
24.2066,,Segment,3,10,Image 1,5,1,100000001,510000000348,
4.54606,,Segment,3,9,Image 1,5,1,100000001,510000000350,
13.7147,,Segment,3,6,Image 1,3,1,100000001,510000000387,
9.85851,,Segment,3,5,Image 1,2,1,100000001,510000000403,
18.5891,,Segment,3,4,Image 1,2,1,100000001,510000000408,
24.6355,,Segment,3,3,Image 1,2,1,100000001,510000000466,
10.4829,,Segment,3,2,Image 1,1,1,100000001,510000000488,
16.8903,,Segment,3,1,Image 1,1,1,100000001,510000000510,
12.3791,,Segment,3,0,Image 1,1,1,100000001,510000000532,
13.7089,,Segment,3,6,Image 1,2,1,100000001,510000000549,
11.5594,,Segment,3,5,Image 1,3,1,100000001,510000000569,
17.2698,,Segment,3,4,Image 1,3,1,100000001,510000000575,
13.7905,,Segment,3,2,Image 1,1,1,100000000,510000000618,
14.8164,,Segment,3,1,Image 1,1,1,100000000,510000000641,
21.771,,Segment,3,0,Image 1,1,1,100000000,510000000659,
6.79256,,Segment,3,2,Image 1,2,1,100000000,510000000691,
8.8459,,Segment,3,1,Image 1,2,1,100000000,510000000702,
56.5828,,Segment,3,6,Image 1,3,1,100000001,510000000711,
17.8095,,Segment,3,5,Image 1,2,1,100000001,510000000757,
10.1163,,Segment,3,4,Image 1,2,1,100000001,510000000776,
15.2274,,Segment,3,3,Image 1,2,1,100000001,510000000831,
24.5655,,Segment,3,1,Image 1,1,1,100000001,510000000847,
19.3448,,Segment,3,0,Image 1,1,1,100000001,510000000852,
26.0324,,Segment,3,6,Image 1,2,1,100000001,510000000891,
6.79869,,Segment,3,5,Image 1,3,1,100000001,510000000893,
7.55248,,Segment,3,4,Image 1,3,1,100000001,510000000897,
7.59523,,Segment,3,4,Image 1,3,1,100000001,510000000900,
13.4959,,Segment,3,4,Image 1,2,1,100000001,510000000923,
23.6837,,Segment,3,3,Image 1,1,1,100000001,510000000940,
13.2602,,Segment,3,4,Image 1,1,1,100000001,510000000963,
15.8091,,Segment,3,4,Image 1,1,1,100000000,510000000989,
14.4519,,Segment,3,3,Image 1,1,1,100000000,510000000995,
12.3576,,Segment,3,2,Image 1,1,1,100000000,510000001022,
12.5511,,Segment,3,1,Image 1,1,1,100000000,510000001036,
12.2565,,Segment,3,0,Image 1,1,1,100000000,510000001060,
