
Pt Time Type=Spine Attachment
 ==================== 
Pt Time,Unit,Category,Depth,Time,Type,FilamentID,ID,
0,s,Point,2,1,Spine Attachment,100000001,800000048,
0,s,Point,2,1,Spine Attachment,100000000,800000100,
0,s,Point,2,1,Spine Attachment,100000000,800000101,
0,s,Point,4,1,Spine Attachment,100000000,800000102,
0,s,Point,2,1,Spine Attachment,100000000,800000103,
0,s,Point,3,1,Spine Attachment,100000000,800000104,
0,s,Point,3,1,Spine Attachment,100000000,800000105,
0,s,Point,1,1,Spine Attachment,100000000,800000106,
0,s,Point,1,1,Spine Attachment,100000000,800000107,
0,s,Point,0,1,Spine Attachment,100000000,800000108,
0,s,Point,0,1,Spine Attachment,100000000,800000109,
0,s,Point,0,1,Spine Attachment,100000000,800000110,
0,s,Point,13,1,Spine Attachment,100000001,800000126,
0,s,Point,11,1,Spine Attachment,100000001,800000127,
0,s,Point,6,1,Spine Attachment,100000001,800000128,
0,s,Point,5,1,Spine Attachment,100000001,800000129,
0,s,Point,5,1,Spine Attachment,100000001,800000130,
0,s,Point,5,1,Spine Attachment,100000001,800000131,
0,s,Point,5,1,Spine Attachment,100000001,800000132,
0,s,Point,4,1,Spine Attachment,100000001,800000133,
0,s,Point,3,1,Spine Attachment,100000001,800000134,
0,s,Point,3,1,Spine Attachment,100000001,800000135,
0,s,Point,0,1,Spine Attachment,100000001,800000136,
0,s,Point,12,1,Spine Attachment,100000001,800000137,
0,s,Point,13,1,Spine Attachment,100000001,800000138,
0,s,Point,13,1,Spine Attachment,100000001,800000139,
0,s,Point,13,1,Spine Attachment,100000001,800000140,
0,s,Point,9,1,Spine Attachment,100000001,800000141,
0,s,Point,10,1,Spine Attachment,100000001,800000142,
0,s,Point,3,1,Spine Attachment,100000001,800000143,
0,s,Point,3,1,Spine Attachment,100000001,800000144,
0,s,Point,6,1,Spine Attachment,100000001,800000145,
0,s,Point,3,1,Spine Attachment,100000001,800000146,
0,s,Point,4,1,Spine Attachment,100000001,800000147,
0,s,Point,7,1,Spine Attachment,100000001,800000148,
0,s,Point,7,1,Spine Attachment,100000001,800000149,
0,s,Point,6,1,Spine Attachment,100000001,800000150,
0,s,Point,6,1,Spine Attachment,100000001,800000151,
0,s,Point,7,1,Spine Attachment,100000001,800000152,
0,s,Point,0,1,Spine Attachment,100000001,800000153,
0,s,Point,1,1,Spine Attachment,100000001,800000154,
0,s,Point,5,1,Spine Attachment,100000001,800000155,
0,s,Point,5,1,Spine Attachment,100000001,800000156,
0,s,Point,1,1,Spine Attachment,100000001,800000157,
0,s,Point,4,1,Spine Attachment,100000001,800000158,
0,s,Point,4,1,Spine Attachment,100000001,800000159,
0,s,Point,4,1,Spine Attachment,100000001,800000160,
0,s,Point,4,1,Spine Attachment,100000001,800000161,
0,s,Point,1,1,Spine Attachment,100000001,800000162,
0,s,Point,2,1,Spine Attachment,100000001,800000163,
